,Biomass,Energy storage,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2018-01-01 00:00:00+00:00,151.0,,,2071.0,465.0,0.0,,651.0,55.0,3078.0,,0.0,47.0,15.0,
2018-01-01 01:00:00+00:00,112.0,,,1349.0,342.0,0.0,,547.0,39.0,2267.0,,0.0,34.0,9.0,
2018-01-01 02:00:00+00:00,152.0,,,1566.0,438.0,0.0,,607.0,54.0,2656.0,,0.0,48.0,8.0,
2018-01-01 03:00:00+00:00,153.0,,,1633.0,419.0,0.0,,615.0,54.0,2747.0,,0.0,48.0,9.0,
2018-01-01 04:00:00+00:00,153.0,,,1993.0,431.0,0.0,,630.0,54.0,2811.0,,0.0,49.0,12.0,
2018-01-01 05:00:00+00:00,152.0,,,2312.0,457.0,0.0,,668.0,56.0,2922.0,,0.0,47.0,11.0,
2018-01-01 06:00:00+00:00,144.0,,,2293.0,465.0,0.0,,709.0,94.0,3164.0,,0.0,49.0,13.0,
2018-01-01 07:00:00+00:00,151.0,,,2206.0,466.0,0.0,,919.0,81.0,2829.0,,9.0,44.0,14.0,
2018-01-01 08:00:00+00:00,148.0,,,2563.0,472.0,0.0,,1017.0,57.0,3159.0,,63.0,45.0,12.0,
2018-01-01 09:00:00+00:00,146.0,,,2899.0,509.0,0.0,,873.0,236.0,4156.0,,207.0,45.0,8.0,
2018-01-01 10:00:00+00:00,149.0,,,3259.0,547.0,0.0,,898.0,269.0,4248.0,,327.0,46.0,7.0,
2018-01-01 11:00:00+00:00,151.0,,,3282.0,569.0,0.0,,860.0,261.0,4428.0,,479.0,46.0,7.0,
2018-01-01 12:00:00+00:00,151.0,,,2959.0,594.0,0.0,,829.0,255.0,4168.0,,486.0,45.0,8.0,
2018-01-01 13:00:00+00:00,151.0,,,3299.0,555.0,0.0,,860.0,154.0,4132.0,,464.0,45.0,11.0,
2018-01-01 14:00:00+00:00,151.0,,,3455.0,568.0,0.0,,957.0,204.0,4488.0,,228.0,45.0,5.0,
2018-01-01 15:00:00+00:00,153.0,,,3436.0,575.0,0.0,,1339.0,496.0,4702.0,,38.0,41.0,9.0,
2018-01-01 16:00:00+00:00,149.0,,,3472.0,550.0,0.0,,1289.0,284.0,4516.0,,0.0,44.0,9.0,
2018-01-01 17:00:00+00:00,150.0,,,3132.0,573.0,0.0,,1633.0,282.0,4432.0,,0.0,45.0,2.0,
2018-01-01 18:00:00+00:00,150.0,,,2797.0,543.0,0.0,,1598.0,286.0,4311.0,,0.0,45.0,1.0,
2018-01-01 19:00:00+00:00,150.0,,,2542.0,475.0,0.0,,1198.0,272.0,3647.0,,0.0,44.0,8.0,
2018-01-01 20:00:00+00:00,114.0,,,1661.0,344.0,0.0,,833.0,43.0,2632.0,,0.0,32.0,7.0,
2018-01-01 21:00:00+00:00,154.0,,,2035.0,458.0,0.0,,777.0,53.0,3095.0,,0.0,44.0,16.0,
2018-01-01 22:00:00+00:00,154.0,,,1786.0,411.0,0.0,,775.0,53.0,2971.0,,0.0,44.0,18.0,
2018-01-01 23:00:00+00:00,145.0,,,1926.0,397.0,0.0,,814.0,44.0,3227.0,,0.0,37.0,28.0,
2018-01-02 00:00:00+00:00,151.0,,,1771.0,383.0,0.0,,804.0,45.0,3236.0,,0.0,36.0,18.0,
2018-01-02 01:00:00+00:00,152.0,,,1882.0,383.0,0.0,,766.0,45.0,3341.0,,0.0,37.0,16.0,
2018-01-02 02:00:00+00:00,143.0,,,1942.0,385.0,0.0,,768.0,45.0,3158.0,,0.0,36.0,17.0,
2018-01-02 03:00:00+00:00,145.0,,,2004.0,395.0,0.0,,745.0,51.0,3156.0,,0.0,36.0,20.0,
2018-01-02 04:00:00+00:00,144.0,,,2046.0,383.0,0.0,,780.0,53.0,3282.0,,0.0,34.0,16.0,
2018-01-02 05:00:00+00:00,143.0,,,2489.0,393.0,0.0,,828.0,75.0,3558.0,,0.0,31.0,17.0,
2018-01-02 06:00:00+00:00,142.0,,,3633.0,442.0,0.0,,1024.0,113.0,3988.0,,0.0,30.0,20.0,
2018-01-02 07:00:00+00:00,139.0,,,4473.0,502.0,0.0,,1794.0,439.0,4622.0,,56.0,29.0,25.0,
2018-01-02 08:00:00+00:00,142.0,,,4986.0,557.0,0.0,,2109.0,715.0,5108.0,,483.0,31.0,24.0,
2018-01-02 09:00:00+00:00,143.0,,,5027.0,569.0,0.0,,2022.0,710.0,5197.0,,904.0,32.0,26.0,
2018-01-02 10:00:00+00:00,144.0,,,5085.0,510.0,0.0,,1658.0,275.0,5142.0,,2142.0,35.0,25.0,
2018-01-02 11:00:00+00:00,142.0,,,5179.0,542.0,0.0,,1423.0,502.0,5093.0,,2718.0,35.0,23.0,
2018-01-02 12:00:00+00:00,141.0,,,4825.0,520.0,0.0,,1222.0,233.0,4538.0,,2511.0,32.0,25.0,
2018-01-02 13:00:00+00:00,142.0,,,4018.0,486.0,0.0,,1136.0,216.0,4162.0,,1509.0,34.0,20.0,
2018-01-02 14:00:00+00:00,142.0,,,4016.0,444.0,0.0,,1161.0,297.0,4292.0,,597.0,35.0,15.0,
2018-01-02 15:00:00+00:00,142.0,,,4519.0,461.0,0.0,,1752.0,350.0,4777.0,,54.0,35.0,13.0,
2018-01-02 16:00:00+00:00,144.0,,,4787.0,531.0,0.0,,2690.0,609.0,5055.0,,0.0,37.0,11.0,
2018-01-02 17:00:00+00:00,144.0,,,4770.0,580.0,0.0,,2936.0,612.0,4899.0,,0.0,39.0,9.0,
2018-01-02 18:00:00+00:00,145.0,,,4760.0,579.0,0.0,,2869.0,613.0,4875.0,,0.0,37.0,5.0,
2018-01-02 19:00:00+00:00,145.0,,,4818.0,579.0,0.0,,2448.0,447.0,4806.0,,0.0,37.0,4.0,
2018-01-02 20:00:00+00:00,146.0,,,4371.0,569.0,0.0,,1556.0,145.0,4859.0,,0.0,38.0,3.0,
2018-01-02 21:00:00+00:00,142.0,,,3585.0,491.0,0.0,,1045.0,62.0,4091.0,,0.0,38.0,2.0,
2018-01-02 22:00:00+00:00,144.0,,,3058.0,398.0,0.0,,950.0,58.0,3631.0,,0.0,37.0,4.0,
2018-01-02 23:00:00+00:00,145.0,,,2217.0,447.0,0.0,,846.0,77.0,3733.0,,0.0,46.0,2.0,
2018-01-03 00:00:00+00:00,144.0,,,1976.0,390.0,0.0,,799.0,64.0,3358.0,,0.0,43.0,4.0,
2018-01-03 01:00:00+00:00,144.0,,,1937.0,383.0,0.0,,780.0,60.0,3282.0,,0.0,45.0,5.0,
2018-01-03 02:00:00+00:00,143.0,,,1929.0,383.0,0.0,,765.0,53.0,3301.0,,0.0,47.0,2.0,
2018-01-03 03:00:00+00:00,143.0,,,2075.0,398.0,0.0,,773.0,53.0,3309.0,,0.0,46.0,2.0,
2018-01-03 04:00:00+00:00,142.0,,,2447.0,473.0,0.0,,823.0,60.0,3787.0,,0.0,44.0,13.0,
2018-01-03 05:00:00+00:00,144.0,,,2982.0,586.0,0.0,,853.0,232.0,4568.0,,0.0,45.0,16.0,
2018-01-03 06:00:00+00:00,144.0,,,3423.0,677.0,0.0,,1255.0,584.0,4861.0,,0.0,44.0,19.0,
2018-01-03 07:00:00+00:00,143.0,,,4027.0,769.0,0.0,,1717.0,711.0,5515.0,,129.0,43.0,22.0,
2018-01-03 08:00:00+00:00,139.0,,,4112.0,823.0,0.0,,2441.0,686.0,5527.0,,613.0,43.0,22.0,
2018-01-03 09:00:00+00:00,141.0,,,4117.0,859.0,0.0,,2157.0,326.0,4941.0,,1342.0,40.0,20.0,
2018-01-03 10:00:00+00:00,139.0,,,3809.0,866.0,0.0,,2171.0,330.0,4597.0,,1782.0,41.0,15.0,
2018-01-03 11:00:00+00:00,140.0,,,3824.0,849.0,0.0,,1298.0,152.0,5216.0,,1701.0,40.0,11.0,
2018-01-03 12:00:00+00:00,143.0,,,4132.0,756.0,0.0,,1258.0,147.0,5388.0,,1586.0,45.0,10.0,
2018-01-03 13:00:00+00:00,147.0,,,4567.0,806.0,0.0,,1162.0,148.0,5784.0,,531.0,45.0,10.0,
2018-01-03 14:00:00+00:00,149.0,,,4800.0,843.0,0.0,,1429.0,499.0,6023.0,,255.0,45.0,21.0,
2018-01-03 15:00:00+00:00,148.0,,,4644.0,844.0,0.0,,2196.0,472.0,6041.0,,43.0,48.0,13.0,
2018-01-03 16:00:00+00:00,146.0,,,4854.0,845.0,0.0,,2964.0,879.0,5786.0,,0.0,46.0,12.0,
2018-01-03 17:00:00+00:00,148.0,,,4462.0,843.0,0.0,,2912.0,748.0,5875.0,,0.0,46.0,12.0,
2018-01-03 18:00:00+00:00,146.0,,,4695.0,842.0,0.0,,2621.0,451.0,5988.0,,0.0,45.0,18.0,
2018-01-03 19:00:00+00:00,146.0,,,4294.0,841.0,0.0,,2340.0,390.0,5747.0,,0.0,47.0,18.0,
2018-01-03 20:00:00+00:00,148.0,,,3859.0,821.0,0.0,,1178.0,197.0,5485.0,,0.0,46.0,12.0,
2018-01-03 21:00:00+00:00,148.0,,,3266.0,680.0,0.0,,990.0,160.0,4688.0,,0.0,46.0,10.0,
2018-01-03 22:00:00+00:00,148.0,,,2307.0,549.0,0.0,,872.0,53.0,4219.0,,0.0,46.0,8.0,
2018-01-03 23:00:00+00:00,148.0,,,1587.0,535.0,0.0,,950.0,77.0,4235.0,,0.0,39.0,6.0,
2018-01-04 00:00:00+00:00,148.0,,,1684.0,526.0,0.0,,888.0,79.0,4384.0,,0.0,38.0,5.0,
2018-01-04 01:00:00+00:00,149.0,,,1546.0,523.0,0.0,,812.0,57.0,4058.0,,0.0,37.0,5.0,
2018-01-04 02:00:00+00:00,147.0,,,1710.0,521.0,0.0,,799.0,57.0,3888.0,,0.0,40.0,5.0,
2018-01-04 03:00:00+00:00,148.0,,,2021.0,525.0,0.0,,820.0,49.0,3894.0,,0.0,41.0,7.0,
2018-01-04 04:00:00+00:00,147.0,,,2116.0,532.0,0.0,,864.0,46.0,3993.0,,0.0,38.0,5.0,
2018-01-04 05:00:00+00:00,148.0,,,3065.0,601.0,0.0,,907.0,106.0,4717.0,,0.0,39.0,6.0,
2018-01-04 06:00:00+00:00,146.0,,,3804.0,620.0,0.0,,1289.0,130.0,5522.0,,0.0,36.0,15.0,
2018-01-04 07:00:00+00:00,146.0,,,3923.0,688.0,0.0,,2195.0,615.0,6023.0,,110.0,35.0,10.0,
2018-01-04 08:00:00+00:00,136.0,,,4193.0,802.0,0.0,,2323.0,655.0,5843.0,,615.0,38.0,14.0,
2018-01-04 09:00:00+00:00,141.0,,,4011.0,788.0,0.0,,1710.0,595.0,5237.0,,1688.0,40.0,9.0,
2018-01-04 10:00:00+00:00,146.0,,,4135.0,658.0,0.0,,1346.0,284.0,5236.0,,2356.0,41.0,6.0,
2018-01-04 11:00:00+00:00,145.0,,,4190.0,591.0,0.0,,1212.0,118.0,5212.0,,2330.0,39.0,12.0,
2018-01-04 12:00:00+00:00,143.0,,,3886.0,600.0,0.0,,1250.0,113.0,4697.0,,2147.0,40.0,13.0,
2018-01-04 13:00:00+00:00,142.0,,,4150.0,709.0,0.0,,1284.0,123.0,4928.0,,1340.0,40.0,15.0,
2018-01-04 14:00:00+00:00,134.0,,,4491.0,815.0,0.0,,1493.0,379.0,5473.0,,524.0,41.0,14.0,
2018-01-04 15:00:00+00:00,141.0,,,4494.0,857.0,0.0,,2462.0,916.0,5550.0,,46.0,39.0,9.0,
2018-01-04 16:00:00+00:00,146.0,,,4138.0,861.0,0.0,,2997.0,946.0,5769.0,,0.0,41.0,3.0,
2018-01-04 17:00:00+00:00,148.0,,,4041.0,863.0,0.0,,3065.0,820.0,5326.0,,0.0,40.0,9.0,
2018-01-04 18:00:00+00:00,148.0,,,3908.0,864.0,0.0,,2920.0,702.0,5209.0,,0.0,40.0,9.0,
2018-01-04 19:00:00+00:00,148.0,,,3933.0,838.0,0.0,,2185.0,376.0,5099.0,,0.0,40.0,12.0,
2018-01-04 20:00:00+00:00,147.0,,,3444.0,641.0,0.0,,1547.0,242.0,4800.0,,0.0,38.0,9.0,
2018-01-04 21:00:00+00:00,147.0,,,3183.0,581.0,0.0,,1190.0,66.0,4251.0,,0.0,40.0,10.0,
2018-01-04 22:00:00+00:00,147.0,,,2845.0,533.0,0.0,,1093.0,60.0,4092.0,,0.0,41.0,7.0,
2018-01-04 23:00:00+00:00,148.0,,,1846.0,544.0,0.0,,1008.0,40.0,3319.0,,0.0,40.0,4.0,
2018-01-05 00:00:00+00:00,147.0,,,1680.0,522.0,0.0,,947.0,40.0,3032.0,,0.0,37.0,13.0,
2018-01-05 01:00:00+00:00,146.0,,,1710.0,525.0,0.0,,945.0,40.0,3078.0,,0.0,39.0,10.0,
2018-01-05 02:00:00+00:00,147.0,,,1785.0,525.0,0.0,,948.0,40.0,3091.0,,0.0,41.0,12.0,
2018-01-05 03:00:00+00:00,145.0,,,1852.0,531.0,0.0,,964.0,46.0,3075.0,,0.0,41.0,11.0,
2018-01-05 04:00:00+00:00,146.0,,,2157.0,577.0,0.0,,973.0,55.0,3267.0,,0.0,41.0,6.0,
2018-01-05 05:00:00+00:00,147.0,,,2566.0,687.0,0.0,,995.0,95.0,4158.0,,0.0,40.0,10.0,
2018-01-05 06:00:00+00:00,147.0,,,3168.0,798.0,0.0,,1658.0,227.0,4426.0,,0.0,36.0,13.0,
2018-01-05 07:00:00+00:00,148.0,,,3562.0,858.0,0.0,,2280.0,633.0,4882.0,,83.0,34.0,18.0,
2018-01-05 08:00:00+00:00,146.0,,,4047.0,854.0,0.0,,2494.0,606.0,5138.0,,418.0,37.0,12.0,
2018-01-05 09:00:00+00:00,143.0,,,3922.0,858.0,0.0,,2541.0,575.0,4765.0,,1128.0,37.0,12.0,
2018-01-05 10:00:00+00:00,142.0,,,4217.0,859.0,0.0,,2058.0,291.0,4866.0,,1134.0,41.0,12.0,
2018-01-05 11:00:00+00:00,141.0,,,4422.0,858.0,0.0,,1430.0,305.0,4936.0,,1117.0,38.0,7.0,
2018-01-05 12:00:00+00:00,142.0,,,4353.0,857.0,0.0,,1344.0,286.0,4988.0,,758.0,40.0,5.0,
2018-01-05 13:00:00+00:00,143.0,,,4657.0,859.0,0.0,,1364.0,466.0,5229.0,,378.0,41.0,3.0,
2018-01-05 14:00:00+00:00,143.0,,,4518.0,855.0,0.0,,1811.0,473.0,5162.0,,173.0,43.0,5.0,
2018-01-05 15:00:00+00:00,146.0,,,4578.0,860.0,0.0,,2432.0,787.0,5317.0,,25.0,41.0,7.0,
2018-01-05 16:00:00+00:00,150.0,,,4591.0,859.0,0.0,,3215.0,860.0,5409.0,,0.0,40.0,9.0,
2018-01-05 17:00:00+00:00,148.0,,,4563.0,863.0,0.0,,3381.0,863.0,5366.0,,0.0,39.0,14.0,
2018-01-05 18:00:00+00:00,149.0,,,4623.0,863.0,0.0,,3150.0,686.0,5235.0,,0.0,38.0,13.0,
2018-01-05 19:00:00+00:00,148.0,,,4432.0,864.0,0.0,,2539.0,439.0,4943.0,,0.0,39.0,13.0,
2018-01-05 20:00:00+00:00,146.0,,,4008.0,850.0,0.0,,1473.0,100.0,4735.0,,0.0,44.0,5.0,
2018-01-05 21:00:00+00:00,144.0,,,3159.0,689.0,0.0,,1170.0,68.0,4124.0,,0.0,44.0,4.0,
2018-01-05 22:00:00+00:00,145.0,,,2836.0,582.0,0.0,,1041.0,66.0,3908.0,,0.0,41.0,5.0,
2018-01-05 23:00:00+00:00,144.0,,,2770.0,608.0,0.0,,936.0,52.0,3903.0,,0.0,41.0,6.0,
2018-01-06 00:00:00+00:00,145.0,,,2601.0,588.0,0.0,,846.0,47.0,3548.0,,0.0,40.0,2.0,
2018-01-06 01:00:00+00:00,145.0,,,2156.0,585.0,0.0,,822.0,47.0,3273.0,,0.0,39.0,3.0,
2018-01-06 02:00:00+00:00,148.0,,,2175.0,585.0,0.0,,791.0,47.0,3208.0,,0.0,40.0,4.0,
2018-01-06 03:00:00+00:00,146.0,,,2272.0,575.0,0.0,,819.0,47.0,3109.0,,0.0,40.0,4.0,
2018-01-06 04:00:00+00:00,145.0,,,2097.0,534.0,0.0,,844.0,47.0,3045.0,,0.0,39.0,5.0,
2018-01-06 05:00:00+00:00,148.0,,,2125.0,544.0,0.0,,859.0,48.0,3122.0,,0.0,36.0,4.0,
2018-01-06 06:00:00+00:00,147.0,,,2302.0,577.0,0.0,,977.0,67.0,3501.0,,0.0,37.0,4.0,
2018-01-06 07:00:00+00:00,146.0,,,2103.0,582.0,0.0,,1296.0,114.0,3590.0,,26.0,40.0,4.0,
2018-01-06 08:00:00+00:00,146.0,,,2487.0,610.0,0.0,,1256.0,96.0,4221.0,,208.0,40.0,5.0,
2018-01-06 09:00:00+00:00,147.0,,,2666.0,745.0,0.0,,1497.0,199.0,4938.0,,627.0,41.0,5.0,
2018-01-06 10:00:00+00:00,147.0,,,2778.0,800.0,0.0,,1119.0,410.0,5216.0,,794.0,40.0,5.0,
2018-01-06 11:00:00+00:00,147.0,,,2691.0,788.0,0.0,,1074.0,475.0,4921.0,,770.0,41.0,4.0,
2018-01-06 12:00:00+00:00,147.0,,,2616.0,679.0,0.0,,1027.0,267.0,4301.0,,505.0,41.0,4.0,
2018-01-06 13:00:00+00:00,148.0,,,2710.0,645.0,0.0,,1011.0,179.0,4594.0,,287.0,41.0,6.0,
2018-01-06 14:00:00+00:00,146.0,,,2719.0,759.0,0.0,,1377.0,300.0,4961.0,,117.0,42.0,5.0,
2018-01-06 15:00:00+00:00,143.0,,,2661.0,806.0,0.0,,1856.0,535.0,5178.0,,9.0,43.0,7.0,
2018-01-06 16:00:00+00:00,145.0,,,2800.0,812.0,0.0,,2611.0,601.0,5224.0,,0.0,42.0,5.0,
2018-01-06 17:00:00+00:00,146.0,,,2655.0,806.0,0.0,,2656.0,435.0,4836.0,,0.0,42.0,6.0,
2018-01-06 18:00:00+00:00,146.0,,,2737.0,815.0,0.0,,2499.0,456.0,4743.0,,0.0,39.0,5.0,
2018-01-06 19:00:00+00:00,147.0,,,2548.0,811.0,0.0,,2181.0,327.0,4254.0,,0.0,43.0,5.0,
2018-01-06 20:00:00+00:00,147.0,,,2589.0,793.0,0.0,,1308.0,196.0,4153.0,,0.0,42.0,5.0,
2018-01-06 21:00:00+00:00,147.0,,,2437.0,663.0,0.0,,1017.0,67.0,3892.0,,0.0,46.0,6.0,
2018-01-06 22:00:00+00:00,146.0,,,2191.0,600.0,0.0,,969.0,66.0,3381.0,,0.0,41.0,7.0,
2018-01-06 23:00:00+00:00,143.0,,,1997.0,578.0,0.0,,902.0,59.0,3755.0,,0.0,41.0,8.0,
2018-01-07 00:00:00+00:00,143.0,,,1968.0,562.0,0.0,,837.0,55.0,3018.0,,0.0,42.0,8.0,
2018-01-07 01:00:00+00:00,144.0,,,1884.0,540.0,0.0,,808.0,42.0,2875.0,,0.0,44.0,9.0,
2018-01-07 02:00:00+00:00,144.0,,,1759.0,528.0,0.0,,806.0,41.0,2923.0,,0.0,43.0,8.0,
2018-01-07 03:00:00+00:00,145.0,,,1706.0,524.0,0.0,,805.0,43.0,2880.0,,0.0,42.0,7.0,
2018-01-07 04:00:00+00:00,145.0,,,1780.0,524.0,0.0,,871.0,46.0,2958.0,,0.0,43.0,8.0,
2018-01-07 05:00:00+00:00,142.0,,,1948.0,532.0,0.0,,909.0,79.0,2937.0,,0.0,40.0,11.0,
2018-01-07 06:00:00+00:00,146.0,,,1960.0,575.0,0.0,,954.0,62.0,2906.0,,0.0,36.0,9.0,
2018-01-07 07:00:00+00:00,145.0,,,1885.0,583.0,0.0,,1072.0,96.0,3092.0,,4.0,36.0,8.0,
2018-01-07 08:00:00+00:00,144.0,,,2024.0,609.0,0.0,,1219.0,70.0,3761.0,,69.0,41.0,7.0,
2018-01-07 09:00:00+00:00,145.0,,,2304.0,736.0,0.0,,1685.0,178.0,4745.0,,206.0,40.0,8.0,
2018-01-07 10:00:00+00:00,144.0,,,2303.0,766.0,0.0,,1619.0,204.0,4790.0,,296.0,38.0,9.0,
2018-01-07 11:00:00+00:00,142.0,,,2388.0,777.0,0.0,,1047.0,289.0,5123.0,,243.0,38.0,8.0,
2018-01-07 12:00:00+00:00,135.0,,,2302.0,653.0,0.0,,986.0,241.0,4964.0,,166.0,36.0,6.0,
2018-01-07 13:00:00+00:00,136.0,,,2249.0,591.0,0.0,,1002.0,93.0,4986.0,,83.0,36.0,10.0,
2018-01-07 14:00:00+00:00,136.0,,,2302.0,609.0,0.0,,1083.0,139.0,4893.0,,26.0,37.0,9.0,
2018-01-07 15:00:00+00:00,136.0,,,2318.0,766.0,0.0,,1316.0,300.0,5000.0,,2.0,37.0,12.0,
2018-01-07 16:00:00+00:00,138.0,,,2275.0,758.0,0.0,,2165.0,420.0,5061.0,,0.0,41.0,10.0,
2018-01-07 17:00:00+00:00,137.0,,,2351.0,741.0,0.0,,2360.0,384.0,4973.0,,0.0,43.0,8.0,
2018-01-07 18:00:00+00:00,137.0,,,2384.0,737.0,0.0,,2437.0,335.0,5128.0,,0.0,42.0,4.0,
2018-01-07 19:00:00+00:00,138.0,,,2352.0,746.0,0.0,,2198.0,322.0,4735.0,,0.0,40.0,4.0,
2018-01-07 20:00:00+00:00,137.0,,,2196.0,714.0,0.0,,1759.0,222.0,4463.0,,0.0,39.0,2.0,
2018-01-07 21:00:00+00:00,137.0,,,1997.0,602.0,0.0,,1218.0,216.0,3463.0,,0.0,41.0,3.0,
2018-01-07 22:00:00+00:00,137.0,,,1700.0,583.0,0.0,,1169.0,196.0,3057.0,,0.0,41.0,4.0,
2018-01-07 23:00:00+00:00,136.0,,,1708.0,576.0,0.0,,1103.0,51.0,4018.0,,0.0,41.0,4.0,
2018-01-08 00:00:00+00:00,137.0,,,1746.0,530.0,0.0,,1039.0,49.0,3591.0,,0.0,42.0,4.0,
2018-01-08 01:00:00+00:00,139.0,,,1900.0,524.0,0.0,,992.0,49.0,3758.0,,0.0,43.0,5.0,
2018-01-08 02:00:00+00:00,140.0,,,1718.0,524.0,0.0,,985.0,50.0,3911.0,,0.0,44.0,5.0,
2018-01-08 03:00:00+00:00,141.0,,,1812.0,547.0,0.0,,1001.0,65.0,4460.0,,0.0,40.0,6.0,
2018-01-08 04:00:00+00:00,139.0,,,2310.0,583.0,0.0,,1047.0,126.0,4893.0,,0.0,40.0,6.0,
2018-01-08 05:00:00+00:00,137.0,,,3477.0,632.0,0.0,,1167.0,231.0,5088.0,,0.0,41.0,4.0,
2018-01-08 06:00:00+00:00,136.0,,,5270.0,669.0,0.0,,1625.0,502.0,5951.0,,0.0,37.0,2.0,
2018-01-08 07:00:00+00:00,135.0,,,5924.0,784.0,0.0,,1976.0,710.0,6458.0,,13.0,39.0,1.0,
2018-01-08 08:00:00+00:00,137.0,,,6164.0,816.0,0.0,,2655.0,811.0,6565.0,,256.0,39.0,1.0,
2018-01-08 09:00:00+00:00,138.0,,,6303.0,805.0,0.0,,2484.0,967.0,6324.0,,489.0,39.0,3.0,
2018-01-08 10:00:00+00:00,127.0,,,6084.0,806.0,0.0,,2197.0,670.0,6499.0,,541.0,37.0,2.0,
2018-01-08 11:00:00+00:00,128.0,,,6361.0,805.0,0.0,,1831.0,403.0,6243.0,,541.0,35.0,3.0,
2018-01-08 12:00:00+00:00,137.0,,,6513.0,804.0,0.0,,1803.0,425.0,6117.0,,307.0,38.0,2.0,
2018-01-08 13:00:00+00:00,133.0,,,6808.0,806.0,0.0,,2251.0,651.0,6039.0,,345.0,39.0,1.0,
2018-01-08 14:00:00+00:00,126.0,,,6812.0,805.0,0.0,,2157.0,758.0,6266.0,,142.0,39.0,2.0,
2018-01-08 15:00:00+00:00,128.0,,,6853.0,806.0,0.0,,2078.0,1176.0,6309.0,,7.0,39.0,1.0,
2018-01-08 16:00:00+00:00,136.0,,,6640.0,805.0,0.0,,2298.0,1076.0,6133.0,,0.0,41.0,1.0,
2018-01-08 17:00:00+00:00,138.0,,,6572.0,805.0,0.0,,2183.0,971.0,6142.0,,0.0,41.0,1.0,
2018-01-08 18:00:00+00:00,139.0,,,6485.0,805.0,0.0,,1940.0,838.0,6055.0,,0.0,43.0,2.0,
2018-01-08 19:00:00+00:00,140.0,,,5996.0,795.0,0.0,,1477.0,587.0,5931.0,,0.0,43.0,2.0,
2018-01-08 20:00:00+00:00,137.0,,,5355.0,763.0,0.0,,1247.0,330.0,5857.0,,0.0,39.0,5.0,
2018-01-08 21:00:00+00:00,135.0,,,4346.0,631.0,0.0,,1120.0,281.0,4645.0,,0.0,41.0,6.0,
2018-01-08 22:00:00+00:00,136.0,,,4228.0,561.0,0.0,,1085.0,262.0,4527.0,,0.0,42.0,8.0,
2018-01-08 23:00:00+00:00,139.0,,,3132.0,534.0,0.0,,1097.0,224.0,3634.0,,0.0,43.0,8.0,
2018-01-09 00:00:00+00:00,139.0,,,2636.0,524.0,0.0,,1092.0,196.0,3502.0,,0.0,45.0,9.0,
2018-01-09 01:00:00+00:00,139.0,,,2692.0,524.0,0.0,,1033.0,194.0,3458.0,,0.0,44.0,11.0,
2018-01-09 02:00:00+00:00,139.0,,,2711.0,523.0,0.0,,1030.0,189.0,3477.0,,0.0,44.0,18.0,
2018-01-09 03:00:00+00:00,138.0,,,2709.0,527.0,0.0,,1124.0,188.0,3567.0,,0.0,39.0,14.0,
2018-01-09 04:00:00+00:00,138.0,,,3034.0,545.0,0.0,,1210.0,223.0,4043.0,,0.0,39.0,15.0,
2018-01-09 05:00:00+00:00,139.0,,,3820.0,602.0,0.0,,1484.0,307.0,4952.0,,0.0,38.0,14.0,
2018-01-09 06:00:00+00:00,137.0,,,5249.0,746.0,0.0,,1998.0,454.0,6346.0,,0.0,35.0,12.0,
2018-01-09 07:00:00+00:00,136.0,,,6058.0,800.0,0.0,,2287.0,926.0,6435.0,,28.0,34.0,10.0,
2018-01-09 08:00:00+00:00,137.0,,,5911.0,805.0,0.0,,2443.0,910.0,6320.0,,202.0,37.0,9.0,
2018-01-09 09:00:00+00:00,139.0,,,5986.0,806.0,0.0,,2409.0,823.0,6244.0,,413.0,37.0,11.0,
2018-01-09 10:00:00+00:00,139.0,,,5898.0,802.0,0.0,,2072.0,763.0,5942.0,,455.0,37.0,10.0,
2018-01-09 11:00:00+00:00,138.0,,,5819.0,824.0,0.0,,1895.0,737.0,5917.0,,581.0,34.0,11.0,
2018-01-09 12:00:00+00:00,139.0,,,5707.0,898.0,0.0,,1898.0,686.0,5635.0,,916.0,37.0,16.0,
2018-01-09 13:00:00+00:00,138.0,,,6439.0,1001.0,0.0,,1977.0,914.0,6035.0,,478.0,40.0,11.0,
2018-01-09 14:00:00+00:00,135.0,,,6129.0,1030.0,0.0,,2321.0,1016.0,5766.0,,161.0,40.0,6.0,
2018-01-09 15:00:00+00:00,133.0,,,6355.0,1052.0,0.0,,2588.0,1092.0,5923.0,,19.0,42.0,3.0,
2018-01-09 16:00:00+00:00,143.0,,,6057.0,1015.0,0.0,,2897.0,1170.0,6178.0,,0.0,40.0,2.0,
2018-01-09 17:00:00+00:00,147.0,,,5507.0,1003.0,0.0,,2927.0,1124.0,6167.0,,0.0,37.0,2.0,
2018-01-09 18:00:00+00:00,146.0,,,5317.0,1006.0,0.0,,2757.0,742.0,6062.0,,0.0,37.0,2.0,
2018-01-09 19:00:00+00:00,146.0,,,4618.0,946.0,0.0,,2305.0,474.0,5584.0,,0.0,40.0,3.0,
2018-01-09 20:00:00+00:00,141.0,,,3921.0,1060.0,0.0,,1806.0,340.0,5709.0,,0.0,46.0,6.0,
2018-01-09 21:00:00+00:00,131.0,,,3515.0,902.0,0.0,,1671.0,315.0,4921.0,,0.0,47.0,10.0,
