,Biomass,Energy storage,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2018-01-01 00:00:00+00:00,51.37,,46.32,105.57,21.46,0.0,19.1,347.22,-13.65
2018-01-01 01:00:00+00:00,51.35,,45.91,104.22,21.56,0.0,19.11,288.27,-13.57
2018-01-01 02:00:00+00:00,51.35,,45.88,76.46,21.03,0.0,19.09,276.39,-13.59
2018-01-01 03:00:00+00:00,51.53,,45.79,76.17,20.89,0.0,19.1,256.84,-13.68
2018-01-01 04:00:00+00:00,51.76,,45.7,105.38,20.92,0.0,19.0,269.47,-13.85
2018-01-01 05:00:00+00:00,51.89,,45.54,105.42,20.58,0.0,19.08,289.13,-122.54
2018-01-01 06:00:00+00:00,51.61,,45.64,105.39,20.69,0.95,19.1,306.19,-13.94
2018-01-01 07:00:00+00:00,51.4,,45.42,105.41,18.7,1.16,19.09,342.43,-13.94
2018-01-01 08:00:00+00:00,51.47,,45.2,105.44,20.67,2.32,19.08,365.44,-13.67
2018-01-01 09:00:00+00:00,51.42,,45.06,105.5,21.45,2.78,19.03,384.38,0.0
2018-01-01 10:00:00+00:00,51.46,,44.96,105.47,21.46,3.47,19.11,405.22,0.0
2018-01-01 11:00:00+00:00,51.3,,44.98,105.46,20.35,3.21,19.05,364.06,0.0
2018-01-01 12:00:00+00:00,50.95,,44.95,105.49,19.59,1.39,19.08,331.43,0.0
2018-01-01 13:00:00+00:00,50.97,,45.18,105.47,19.05,0.02,19.06,262.83,0.0
2018-01-01 14:00:00+00:00,50.99,,45.23,105.32,20.09,0.0,19.09,214.29,0.0
2018-01-01 15:00:00+00:00,50.95,,45.26,105.46,20.4,0.0,19.12,284.74,0.0
2018-01-01 16:00:00+00:00,50.96,,45.27,105.42,20.41,0.0,19.08,352.37,0.0
2018-01-01 17:00:00+00:00,50.95,,45.14,105.44,21.87,0.0,19.1,343.53,0.0
2018-01-01 18:00:00+00:00,51.04,,45.32,105.44,21.01,0.0,19.11,336.05,0.0
2018-01-01 19:00:00+00:00,50.91,,45.56,105.44,20.56,0.0,19.11,292.94,0.0
2018-01-01 20:00:00+00:00,50.74,,45.58,105.4,20.57,0.0,19.11,251.13,0.0
2018-01-01 21:00:00+00:00,50.14,,45.7,103.06,20.64,0.0,19.1,262.76,0.0
2018-01-01 22:00:00+00:00,49.84,,45.84,76.42,20.59,0.0,19.02,298.41,-125.47
2018-01-01 23:00:00+00:00,49.88,,45.96,55.24,20.98,0.0,19.1,329.0,-12.08
2018-01-02 00:00:00+00:00,49.93,,46.05,55.22,21.23,0.0,19.11,343.42,-13.549999999999999
2018-01-02 01:00:00+00:00,50.04,,45.99,55.25,21.06,0.0,19.11,311.23,-122.75999999999999
2018-01-02 02:00:00+00:00,50.23,,46.02,55.25,21.06,0.0,19.11,320.29,-13.35
2018-01-02 03:00:00+00:00,51.08,,46.08,55.24,21.08,0.0,19.06,304.91,-13.23
2018-01-02 04:00:00+00:00,51.89,,45.88,55.21,20.69,0.0,18.68,288.61,0.15
2018-01-02 05:00:00+00:00,52.03,,46.11,55.43,20.82,0.0,18.57,271.02,0.15
2018-01-02 06:00:00+00:00,52.17,,46.04,105.48,21.04,0.94,18.02,230.68,0.15
2018-01-02 07:00:00+00:00,52.1,,46.1,105.55,21.98,1.31,17.89,172.62,0.15
2018-01-02 08:00:00+00:00,52.2,,45.94,105.53,22.29,4.57,18.15,147.56,0.15
2018-01-02 09:00:00+00:00,52.17,,45.9,105.53,21.91,6.52,18.08,125.82,0.15
2018-01-02 10:00:00+00:00,52.04,,45.98,105.55,22.01,5.06,18.4,90.57,0.15
2018-01-02 11:00:00+00:00,51.92,,46.11,105.53,21.84,3.14,18.08,78.42,41.57
2018-01-02 12:00:00+00:00,51.91,,46.16,105.56,21.17,1.68,17.97,74.1,72.52
2018-01-02 13:00:00+00:00,51.69,,46.12,105.53,19.89,0.03,17.91,81.97,0.11
2018-01-02 14:00:00+00:00,51.56,,46.17,105.54,20.42,0.0,17.91,101.33,196.25
2018-01-02 15:00:00+00:00,51.52,,46.18,105.56,20.92,0.0,17.89,139.02,402.72
2018-01-02 16:00:00+00:00,51.49,,46.12,105.56,20.71,0.0,18.02,135.73,427.12
2018-01-02 17:00:00+00:00,51.34,,46.08,105.41,20.48,0.0,18.36,113.87,12.38
2018-01-02 18:00:00+00:00,51.63,,46.06,105.37,20.72,0.0,18.58,88.57,0.0
2018-01-02 19:00:00+00:00,51.5,,46.06,105.38,21.17,0.0,18.54,70.43,0.0
2018-01-02 20:00:00+00:00,51.33,,46.0,105.4,21.47,0.0,18.45,72.25,0.0
2018-01-02 21:00:00+00:00,50.75,,46.03,99.3,21.45,0.0,18.43,68.91,0.0
2018-01-02 22:00:00+00:00,50.56,,46.14,55.33,21.89,0.0,18.26,58.69,0.0
2018-01-02 23:00:00+00:00,50.37,,46.14,105.5,22.23,0.0,18.57,51.02,0.0
2018-01-03 00:00:00+00:00,50.4,,46.01,105.44,23.07,0.0,18.53,49.57,-222.23
2018-01-03 01:00:00+00:00,50.51,,46.12,105.46,22.24,0.0,18.46,39.75,-216.98
2018-01-03 02:00:00+00:00,50.62,,46.13,105.46,4.0,0.0,18.63,40.21,-216.79
2018-01-03 03:00:00+00:00,51.3,,45.96,105.48,2.21,0.0,18.74,40.55,-128.53
2018-01-03 04:00:00+00:00,51.98,,45.88,105.5,2.21,0.0,18.26,50.72,0.0
2018-01-03 05:00:00+00:00,52.07,,45.89,105.46,2.21,0.0,18.23,60.67,0.0
2018-01-03 06:00:00+00:00,52.0,,45.93,105.44,2.21,0.0,17.76,68.01,71.37
2018-01-03 07:00:00+00:00,52.0,,45.89,105.5,2.21,1.14,17.59,81.68,0.0
2018-01-03 08:00:00+00:00,52.0,,45.72,105.46,2.21,2.24,17.2,101.5,0.0
2018-01-03 09:00:00+00:00,51.9,,45.72,105.47,2.21,2.74,17.59,110.59,0.0
2018-01-03 10:00:00+00:00,51.9,,45.73,105.47,2.21,2.39,18.02,124.48,96.18
2018-01-03 11:00:00+00:00,51.85,,45.69,105.46,2.21,1.96,17.93,150.37,89.17
2018-01-03 12:00:00+00:00,51.81,,45.62,105.45,2.21,1.24,18.02,192.6,96.2
2018-01-03 13:00:00+00:00,51.89,,45.56,105.45,2.21,0.02,18.03,198.12,128.08
2018-01-03 14:00:00+00:00,51.81,,45.54,105.44,2.21,0.0,18.07,240.57,111.58
2018-01-03 15:00:00+00:00,51.47,,45.55,105.45,2.21,0.0,18.13,302.93,0.45
2018-01-03 16:00:00+00:00,51.67,,45.56,105.45,2.21,0.0,17.96,351.6,0.0
2018-01-03 17:00:00+00:00,51.97,,45.56,105.36,2.27,0.0,18.26,379.92,0.0
2018-01-03 18:00:00+00:00,51.95,,45.53,105.43,7.54,0.0,18.43,380.47,0.0
2018-01-03 19:00:00+00:00,51.95,,45.9,105.44,12.48,0.0,18.42,390.6,0.0
2018-01-03 20:00:00+00:00,51.93,,46.1,105.4,20.22,0.0,18.61,385.37,0.0
2018-01-03 21:00:00+00:00,51.66,,45.87,105.36,19.76,0.0,18.66,380.48,0.01
2018-01-03 22:00:00+00:00,51.23,,45.85,105.46,20.82,0.0,18.42,370.15,0.0
2018-01-03 23:00:00+00:00,51.01,,45.78,105.46,21.24,0.0,18.58,349.01,-17.31
2018-01-04 00:00:00+00:00,50.83,,45.93,105.46,21.41,0.0,18.45,340.96,-225.64
2018-01-04 01:00:00+00:00,50.92,,45.89,105.49,22.14,0.0,18.59,339.6,-225.26
2018-01-04 02:00:00+00:00,51.11,,45.86,105.46,22.02,0.0,18.43,326.6,-225.82
2018-01-04 03:00:00+00:00,51.45,,45.82,105.46,21.55,0.0,18.46,319.48,0.0
2018-01-04 04:00:00+00:00,52.03,,45.77,105.46,21.13,0.0,18.42,329.7,0.0
2018-01-04 05:00:00+00:00,52.17,,45.75,105.47,21.29,0.0,18.19,360.71,0.0
2018-01-04 06:00:00+00:00,52.26,,45.67,105.45,21.5,0.0,17.87,365.41,0.0
2018-01-04 07:00:00+00:00,52.25,,45.43,105.48,21.17,1.24,17.5,351.67,0.0
2018-01-04 08:00:00+00:00,52.11,,45.33,105.49,21.39,2.35,17.73,325.48,0.0
2018-01-04 09:00:00+00:00,51.99,,45.28,105.47,22.66,2.79,17.79,295.56,0.0
2018-01-04 10:00:00+00:00,51.62,,45.33,105.46,19.99,2.23,17.94,286.17,0.56
2018-01-04 11:00:00+00:00,51.83,,45.53,105.48,19.86,2.21,17.77,288.43,197.93
2018-01-04 12:00:00+00:00,51.79,,45.37,105.46,19.59,1.83,17.68,295.48,161.0
2018-01-04 13:00:00+00:00,51.65,,45.35,105.46,20.21,0.0,17.96,300.99,128.71
2018-01-04 14:00:00+00:00,51.56,,45.19,105.49,20.53,0.0,17.96,330.57,287.12
2018-01-04 15:00:00+00:00,51.59,,45.22,105.49,21.15,0.0,18.24,332.56,435.56
2018-01-04 16:00:00+00:00,51.62,,45.25,105.43,20.55,0.0,17.92,336.9,431.15
2018-01-04 17:00:00+00:00,51.47,,45.33,105.38,21.18,0.0,17.85,316.96,247.58
2018-01-04 18:00:00+00:00,51.3,,45.35,105.44,21.52,0.0,18.12,313.01,14.01
2018-01-04 19:00:00+00:00,51.16,,45.34,105.43,21.29,0.0,18.18,304.12,0.0
2018-01-04 20:00:00+00:00,51.07,,45.36,105.44,21.16,0.0,18.4,292.77,-149.35
2018-01-04 21:00:00+00:00,50.57,,45.39,105.41,20.58,0.0,18.55,304.97,-653.4
2018-01-04 22:00:00+00:00,50.27,,45.32,105.45,21.01,0.0,18.34,263.53,-442.32
2018-01-04 23:00:00+00:00,49.88,,45.3,76.36,21.05,0.0,18.5,239.61,-323.95
2018-01-05 00:00:00+00:00,50.0,,45.36,76.39,20.45,0.0,18.54,230.13,-334.22
2018-01-05 01:00:00+00:00,50.14,,45.38,76.4,20.5,0.0,18.47,260.3,-439.55
2018-01-05 02:00:00+00:00,50.44,,45.49,76.41,20.7,0.0,18.41,254.81,-438.37
2018-01-05 03:00:00+00:00,51.03,,45.67,76.24,20.86,0.0,18.16,277.94,-214.3
2018-01-05 04:00:00+00:00,51.6,,45.76,105.45,20.98,0.0,17.91,295.0,0.0
2018-01-05 05:00:00+00:00,51.77,,45.76,105.42,21.77,0.0,18.0,319.05,0.0
2018-01-05 06:00:00+00:00,51.96,,45.75,105.38,21.43,1.07,17.69,346.43,0.0
2018-01-05 07:00:00+00:00,51.8,,45.76,105.41,20.73,1.62,17.88,334.76,0.0
2018-01-05 08:00:00+00:00,51.81,,45.68,105.43,20.72,2.99,17.8,342.07,0.0
2018-01-05 09:00:00+00:00,51.8,,45.6,105.39,20.77,3.32,17.81,356.58,0.0
2018-01-05 10:00:00+00:00,52.08,,45.74,105.39,21.06,3.4,17.88,351.49,0.0
2018-01-05 11:00:00+00:00,51.98,,45.71,105.4,20.15,2.06,17.77,294.24,0.0
2018-01-05 12:00:00+00:00,51.89,,45.03,105.38,19.96,0.56,17.82,292.56,0.0
2018-01-05 13:00:00+00:00,52.11,,45.22,105.39,20.1,0.01,17.87,362.41,0.0
2018-01-05 14:00:00+00:00,51.92,,45.25,105.37,20.42,0.0,17.71,376.94,0.0
2018-01-05 15:00:00+00:00,51.9,,45.29,105.38,20.64,0.0,17.9,388.95,0.0
2018-01-05 16:00:00+00:00,51.91,,45.38,105.42,21.13,0.0,18.42,384.26,0.0
2018-01-05 17:00:00+00:00,51.76,,44.89,105.4,20.98,0.0,18.2,384.28,0.0
2018-01-05 18:00:00+00:00,51.75,,45.33,105.38,20.77,0.0,18.44,328.17,0.0
2018-01-05 19:00:00+00:00,51.45,,45.38,105.43,20.75,0.0,18.68,275.16,0.0
2018-01-05 20:00:00+00:00,51.18,,45.43,105.38,20.71,0.0,18.36,218.25,0.0
2018-01-05 21:00:00+00:00,50.78,,45.37,105.41,20.82,0.0,18.55,163.2,0.0
2018-01-05 22:00:00+00:00,50.67,,45.45,105.42,20.22,0.0,18.23,194.7,0.0
2018-01-05 23:00:00+00:00,50.63,,45.58,36.0,20.9,0.0,18.39,175.56,0.0
2018-01-06 00:00:00+00:00,50.65,,45.71,33.06,21.64,0.0,18.49,221.47,0.0
2018-01-06 01:00:00+00:00,50.57,,45.47,33.03,21.52,0.0,18.33,247.41,0.0
2018-01-06 02:00:00+00:00,50.6,,45.7,33.05,21.15,0.0,18.46,240.96,0.0
2018-01-06 03:00:00+00:00,51.29,,45.81,33.02,20.99,0.0,18.64,295.15,0.0
2018-01-06 04:00:00+00:00,51.44,,45.68,76.28,20.63,0.0,18.56,273.78,0.0
2018-01-06 05:00:00+00:00,51.75,,45.63,96.54,21.16,0.0,18.07,187.7,0.0
2018-01-06 06:00:00+00:00,51.82,,45.87,96.53,20.8,0.21,18.38,183.09,0.0
2018-01-06 07:00:00+00:00,52.16,,45.94,96.57,21.02,1.33,18.19,139.54,0.0
2018-01-06 08:00:00+00:00,51.96,,46.0,96.62,20.98,3.97,18.29,143.28,0.0
2018-01-06 09:00:00+00:00,51.97,,45.94,96.61,21.35,5.56,18.49,114.68,0.0
2018-01-06 10:00:00+00:00,52.07,,46.02,102.01,20.35,4.09,18.31,89.89,33.47
2018-01-06 11:00:00+00:00,52.12,,46.24,96.49,19.61,4.25,18.48,106.22,18.4
2018-01-06 12:00:00+00:00,51.92,,46.1,100.77,19.91,6.09,18.11,91.89,0.0
2018-01-06 13:00:00+00:00,51.7,,46.08,96.59,19.89,0.09,18.19,108.96,0.0
2018-01-06 14:00:00+00:00,51.86,,46.12,99.0,19.81,0.0,18.24,128.0,33.38
2018-01-06 15:00:00+00:00,51.94,,46.11,105.4,20.01,0.0,18.28,113.06,50.93
2018-01-06 16:00:00+00:00,51.82,,46.07,105.42,19.42,0.0,18.29,99.17,34.63
2018-01-06 17:00:00+00:00,51.85,,46.06,100.92,18.86,0.0,18.26,90.51,0.0
2018-01-06 18:00:00+00:00,51.78,,46.08,96.56,18.26,0.0,18.41,77.3,0.0
2018-01-06 19:00:00+00:00,51.79,,46.23,96.51,18.82,0.0,18.32,64.68,66.19
2018-01-06 20:00:00+00:00,51.59,,46.3,33.04,18.95,0.0,18.54,65.47,52.61
2018-01-06 21:00:00+00:00,51.41,,46.26,50.65,19.1,0.0,18.54,84.95,2.87
2018-01-06 22:00:00+00:00,50.82,,46.31,74.01,18.73,0.0,18.19,111.07,0.0
2018-01-06 23:00:00+00:00,50.72,,46.4,58.13,18.99,0.0,18.61,135.01,0.0
2018-01-07 00:00:00+00:00,50.76,,46.38,33.19,19.29,0.0,18.72,179.89,-39.25
2018-01-07 01:00:00+00:00,50.89,,46.47,33.03,19.37,0.0,18.29,151.87,-372.12
2018-01-07 02:00:00+00:00,50.87,,46.49,33.04,19.57,0.0,18.25,154.11,-374.87
2018-01-07 03:00:00+00:00,51.2,,46.52,33.06,20.0,0.0,18.47,148.99,-41.6
2018-01-07 04:00:00+00:00,51.64,,46.75,33.06,19.46,0.0,18.42,144.09,0.0
2018-01-07 05:00:00+00:00,51.87,,47.15,33.04,18.86,0.0,18.41,139.48,0.0
2018-01-07 06:00:00+00:00,51.87,,47.4,33.04,99999.0,0.0,18.53,139.48,0.0
2018-01-07 07:00:00+00:00,52.62,,47.36,96.55,19.13,2.54,18.31,154.6,0.0
2018-01-07 08:00:00+00:00,52.72,,47.32,96.51,18.65,5.79,18.44,147.41,0.0
2018-01-07 09:00:00+00:00,52.72,,47.33,96.52,18.86,6.9,18.47,86.54,0.0
2018-01-07 10:00:00+00:00,52.61,,47.29,96.54,19.08,6.52,18.5,48.68,0.0
2018-01-07 11:00:00+00:00,52.48,,47.44,96.54,17.99,9.68,18.6,47.2,0.0
2018-01-07 12:00:00+00:00,52.51,,47.83,96.54,18.17,6.48,18.21,58.55,0.0
2018-01-07 13:00:00+00:00,52.61,,47.67,96.55,18.95,0.4,18.29,58.34,0.0
2018-01-07 14:00:00+00:00,52.67,,47.36,96.54,18.99,0.0,18.4,70.68,0.0
2018-01-07 15:00:00+00:00,52.81,,47.35,96.55,19.28,0.0,18.41,106.48,0.0
2018-01-07 16:00:00+00:00,53.14,,47.35,96.51,19.76,0.0,18.32,152.5,0.0
2018-01-07 17:00:00+00:00,53.28,,47.32,96.49,19.76,0.0,18.51,240.73,0.0
2018-01-07 18:00:00+00:00,53.23,,47.36,96.52,19.98,0.0,18.66,326.03,0.0
2018-01-07 19:00:00+00:00,53.11,,47.35,96.51,19.69,0.0,18.48,383.85,0.0
2018-01-07 20:00:00+00:00,52.99,,47.34,55.22,19.3,0.0,18.75,417.47,0.0
2018-01-07 21:00:00+00:00,52.53,,47.33,40.2,18.76,0.0,18.81,430.04,0.0
2018-01-07 22:00:00+00:00,52.46,,47.34,35.65,19.37,0.0,18.64,435.21,0.0
2018-01-07 23:00:00+00:00,51.3,,47.34,32.97,19.94,0.0,18.95,431.11,0.0
2018-01-08 00:00:00+00:00,52.28,,47.31,32.95,20.41,0.0,18.72,442.96,-155.21
2018-01-08 01:00:00+00:00,52.4,,47.38,32.95,20.21,0.0,18.91,414.53,-214.67
2018-01-08 02:00:00+00:00,52.38,,47.35,32.93,19.58,0.0,18.96,366.68,0.0
2018-01-08 03:00:00+00:00,52.48,,47.37,33.12,19.64,0.0,18.91,303.56,0.0
2018-01-08 04:00:00+00:00,52.9,,47.32,33.14,19.27,0.0,18.67,249.18,0.0
2018-01-08 05:00:00+00:00,52.98,,47.64,62.74,18.84,0.0,18.65,216.46,0.0
2018-01-08 06:00:00+00:00,52.79,,47.84,61.48,18.95,0.15,18.04,185.87,91.09
2018-01-08 07:00:00+00:00,52.56,,47.27,105.36,19.07,2.15,17.92,188.15,343.7
2018-01-08 08:00:00+00:00,52.55,,47.28,105.43,19.25,7.48,18.09,192.79,279.08
2018-01-08 09:00:00+00:00,52.26,,47.37,105.44,19.83,9.58,18.18,168.16,190.97
2018-01-08 10:00:00+00:00,52.57,,47.76,105.44,19.8,9.51,18.14,169.43,211.33
2018-01-08 11:00:00+00:00,52.67,,47.88,105.47,19.85,8.38,18.41,181.77,182.19
2018-01-08 12:00:00+00:00,52.56,,47.8,105.44,20.13,5.42,18.32,181.99,62.83
2018-01-08 13:00:00+00:00,52.28,,47.81,105.42,19.43,0.11,17.96,138.76,76.31
2018-01-08 14:00:00+00:00,52.43,,47.81,105.44,19.26,0.0,18.2,117.14,53.76
2018-01-08 15:00:00+00:00,52.66,,47.78,105.47,19.88,0.0,18.33,131.28,430.6
2018-01-08 16:00:00+00:00,52.7,,47.96,105.49,19.66,0.0,18.14,93.95,430.86
2018-01-08 17:00:00+00:00,52.9,,48.09,105.47,18.68,0.0,18.68,64.8,65.63
2018-01-08 18:00:00+00:00,52.95,,48.1,105.45,18.98,0.0,18.56,96.87,0.0
2018-01-08 19:00:00+00:00,53.0,,48.15,96.51,20.18,0.0,18.8,146.68,0.0
2018-01-08 20:00:00+00:00,52.73,,48.16,33.23,20.98,0.0,18.83,191.26,-28.59
2018-01-08 21:00:00+00:00,52.27,,48.1,33.03,19.39,0.0,18.7,243.84,-448.96
2018-01-08 22:00:00+00:00,52.02,,48.11,46.86,19.95,0.0,18.82,286.07,-448.46
2018-01-08 23:00:00+00:00,52.04,,48.11,33.11,20.45,0.0,18.99,272.38,-250.09
2018-01-09 00:00:00+00:00,52.12,,47.88,32.88,19.76,0.0,18.82,236.94,-567.3
2018-01-09 01:00:00+00:00,51.62,,47.42,32.88,20.11,0.0,18.95,186.87,-647.18
2018-01-09 02:00:00+00:00,51.72,,47.26,32.88,20.63,0.0,18.91,142.36,-418.44
2018-01-09 03:00:00+00:00,51.85,,47.34,32.89,20.41,0.0,18.84,126.4,-17.21
2018-01-09 04:00:00+00:00,52.3,,47.32,33.04,20.45,0.0,18.76,98.18,0.0
2018-01-09 05:00:00+00:00,52.34,,47.3,86.54,20.0,0.0,18.67,74.86,0.0
2018-01-09 06:00:00+00:00,52.14,,47.39,105.39,20.15,0.19,17.99,56.33,143.1
2018-01-09 07:00:00+00:00,51.98,,47.38,97.62,19.9,0.77,18.35,49.91,181.13
2018-01-09 08:00:00+00:00,51.67,,47.47,105.38,19.69,2.47,18.2,58.5,195.76
2018-01-09 09:00:00+00:00,52.02,,47.6,105.45,19.78,4.87,18.28,64.37,1.09
2018-01-09 10:00:00+00:00,52.0,,47.62,105.45,19.89,5.43,18.55,54.82,0.0
2018-01-09 11:00:00+00:00,52.05,,47.5,105.43,19.76,4.38,18.4,45.97,0.0
2018-01-09 12:00:00+00:00,52.02,,47.58,105.42,19.45,2.04,18.42,39.04,0.0
2018-01-09 13:00:00+00:00,52.09,,47.56,105.41,19.57,0.21,18.52,32.36,0.0
2018-01-09 14:00:00+00:00,52.39,,47.42,105.33,19.26,0.01,18.38,22.37,151.36
2018-01-09 15:00:00+00:00,52.43,,47.17,105.42,19.71,0.0,18.44,23.14,161.94
2018-01-09 16:00:00+00:00,52.48,,47.12,105.45,19.21,0.0,18.57,22.18,208.9
2018-01-09 17:00:00+00:00,52.56,,47.14,105.45,18.95,0.0,18.91,16.75,217.45
2018-01-09 18:00:00+00:00,52.72,,46.98,105.46,19.69,0.0,19.02,22.01,38.69
2018-01-09 19:00:00+00:00,52.65,,46.65,105.43,20.03,0.0,18.98,17.55,48.36
2018-01-09 20:00:00+00:00,52.41,,46.64,91.89,19.85,0.0,18.76,13.39,0.27
2018-01-09 21:00:00+00:00,52.11,,46.67,61.55,19.5,0.0,18.92,15.08,0.0
2018-01-09 22:00:00+00:00,51.97,,46.26,82.94,19.43,0.0,18.95,25.92,39.05
2018-01-09 23:00:00+00:00,51.93,,46.14,55.88,19.13,0.0,18.93,47.82,-219.93
2018-01-10 00:00:00+00:00,51.9,,46.18,56.21,19.4,0.0,18.98,68.45,-442.84
2018-01-10 01:00:00+00:00,51.83,,46.17,52.67,19.48,0.0,18.98,114.65,-501.29
2018-01-10 02:00:00+00:00,51.98,,46.16,39.33,19.28,0.0,18.82,118.04,-656.12
2018-01-10 03:00:00+00:00,52.41,,46.18,33.1,19.33,0.0,19.02,174.47,-457.08
2018-01-10 04:00:00+00:00,52.92,,46.18,48.61,19.51,0.0,18.57,193.42,19.65
2018-01-10 05:00:00+00:00,53.1,,46.15,93.13,19.34,0.0,18.83,221.69,36.22
2018-01-10 06:00:00+00:00,53.14,,46.18,105.41,19.35,0.74,18.61,236.48,210.05
2018-01-10 07:00:00+00:00,52.99,,46.19,105.42,20.3,2.0,18.56,250.91,438.3
2018-01-10 08:00:00+00:00,53.15,,46.2,105.43,19.54,7.34,18.66,253.84,434.97
2018-01-10 09:00:00+00:00,53.0,,46.21,105.37,19.9,9.04,18.67,204.57,425.7
2018-01-10 10:00:00+00:00,52.81,,46.17,105.41,19.72,12.06,18.37,193.51,401.95
2018-01-10 11:00:00+00:00,52.85,,46.14,105.36,19.5,9.84,18.47,202.34,200.69
2018-01-10 12:00:00+00:00,52.9,,46.21,105.42,19.75,7.63,18.43,194.02,212.42
2018-01-10 13:00:00+00:00,52.99,,46.15,105.4,20.18,1.47,18.63,201.97,212.3
2018-01-10 14:00:00+00:00,52.9,,46.13,105.4,20.33,0.0,18.49,212.9,407.41
2018-01-10 15:00:00+00:00,52.81,,46.12,105.41,20.67,0.0,18.65,239.87,412.82
2018-01-10 16:00:00+00:00,52.95,,46.13,105.34,20.51,0.0,18.66,246.27,412.79
2018-01-10 17:00:00+00:00,52.79,,46.07,105.5,20.77,0.0,19.04,236.81,405.4
2018-01-10 18:00:00+00:00,52.86,,46.07,105.41,21.01,0.0,19.08,201.74,395.9
2018-01-10 19:00:00+00:00,52.79,,46.01,105.44,20.74,0.0,18.95,206.79,1.44
2018-01-10 20:00:00+00:00,52.72,,45.62,105.5,20.28,0.0,19.09,222.17,0.0
2018-01-10 21:00:00+00:00,52.05,,45.65,81.99,19.4,0.0,19.07,214.17,0.0
2018-01-10 22:00:00+00:00,52.1,,45.66,58.4,19.58,0.0,19.1,206.68,-27.52
2018-01-10 23:00:00+00:00,52.26,,45.65,96.5,19.7,0.0,19.02,192.97,-599.48
2018-01-11 00:00:00+00:00,52.17,,45.69,101.84,19.62,0.0,19.06,194.28,-670.34
2018-01-11 01:00:00+00:00,52.16,,45.7,104.58,19.65,0.0,19.08,172.56,-668.68
2018-01-11 02:00:00+00:00,52.38,,45.7,104.6,19.42,0.0,19.08,193.29,-666.92
2018-01-11 03:00:00+00:00,52.64,,45.67,104.62,19.92,0.0,19.09,157.01,-550.89
2018-01-11 04:00:00+00:00,53.05,,45.7,101.01,19.65,0.0,18.96,143.74,-220.46
2018-01-11 05:00:00+00:00,53.02,,45.71,105.45,19.78,0.0,18.59,129.81,10.64
2018-01-11 06:00:00+00:00,52.3,,45.76,105.48,20.46,0.34,18.82,93.04,195.67
2018-01-11 07:00:00+00:00,52.79,,45.8,105.42,19.88,1.32,18.88,88.16,380.77
2018-01-11 08:00:00+00:00,52.88,,45.81,105.41,20.38,3.35,18.8,79.9,381.06
2018-01-11 09:00:00+00:00,53.15,,45.76,105.41,20.36,4.6,18.85,70.01,387.04
2018-01-11 10:00:00+00:00,53.08,,45.82,105.38,20.31,4.67,18.83,62.02,391.38
2018-01-11 11:00:00+00:00,52.61,,45.84,105.38,20.11,4.34,18.94,53.85,275.99
2018-01-11 12:00:00+00:00,52.89,,45.83,105.44,19.4,2.22,18.82,54.14,159.68
2018-01-11 13:00:00+00:00,53.01,,45.78,105.42,19.41,0.02,18.74,61.64,210.78
2018-01-11 14:00:00+00:00,52.65,,45.79,105.43,18.92,0.0,18.36,58.79,240.22
2018-01-11 15:00:00+00:00,52.69,,45.85,105.43,19.02,0.0,18.6,64.85,320.51
2018-01-11 16:00:00+00:00,52.69,,45.85,105.43,19.02,0.0,18.6,64.85,400.65
2018-01-11 17:00:00+00:00,52.87,,45.86,105.44,19.41,0.0,18.85,99.42,396.34
2018-01-11 18:00:00+00:00,52.65,,45.79,105.43,19.0,0.0,18.99,98.61,0.55
2018-01-11 19:00:00+00:00,52.74,,45.83,105.41,19.39,0.0,18.76,113.17,0.0
2018-01-11 20:00:00+00:00,52.41,,45.86,105.43,19.13,0.0,18.9,120.04,0.0
2018-01-11 21:00:00+00:00,52.04,,45.86,105.44,19.67,0.0,19.02,119.4,-91.49
2018-01-11 22:00:00+00:00,51.85,,45.87,102.79,19.79,0.0,18.48,124.25,-259.28
2018-01-11 23:00:00+00:00,51.76,,45.9,105.43,19.54,0.0,19.0,129.42,-621.15
2018-01-12 00:00:00+00:00,51.56,,45.89,96.56,19.16,0.0,19.06,120.58,-672.45
2018-01-12 01:00:00+00:00,51.51,,45.88,93.86,19.61,0.0,18.97,124.32,-668.61
2018-01-12 02:00:00+00:00,51.68,,45.87,96.53,19.84,0.0,18.9,130.07,-452.02
2018-01-12 03:00:00+00:00,52.0,,45.84,96.55,20.28,0.0,18.94,122.83,-370.41
2018-01-12 04:00:00+00:00,52.57,,45.88,96.65,19.87,0.0,18.67,116.44,0.0
2018-01-12 05:00:00+00:00,52.58,,45.84,105.39,18.77,0.0,18.75,121.87,0.01
2018-01-12 06:00:00+00:00,52.61,,45.82,105.47,18.82,0.17,18.51,121.73,270.72
2018-01-12 07:00:00+00:00,52.66,,45.93,105.45,19.37,0.97,18.43,107.56,409.36
2018-01-12 08:00:00+00:00,52.51,,45.97,105.48,19.69,2.08,18.47,84.37,409.41
2018-01-12 09:00:00+00:00,52.25,,46.02,105.49,19.89,4.25,18.3,83.72,401.42
2018-01-12 10:00:00+00:00,52.21,,46.05,105.5,19.38,4.07,18.67,79.12,208.52
2018-01-12 11:00:00+00:00,52.13,,46.05,105.46,19.35,3.43,18.28,79.85,10.89
2018-01-12 12:00:00+00:00,51.93,,46.08,105.46,19.19,1.16,18.01,98.29,0.0
