,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2014-12-23 12:00:00+00:00,86.0,0.0,,400.0,92.0,,22.0
2014-12-23 13:00:00+00:00,89.0,0.0,,586.0,95.0,,16.0
2014-12-23 14:00:00+00:00,91.0,0.0,,692.0,96.0,,18.0
2014-12-23 15:00:00+00:00,92.0,0.0,,761.0,97.0,,19.0
2014-12-23 16:00:00+00:00,93.0,0.0,,692.0,98.0,,20.0
2014-12-23 17:00:00+00:00,93.0,0.0,,656.0,98.0,,22.0
2014-12-23 18:00:00+00:00,90.0,0.0,,400.0,95.0,,19.0
2014-12-23 19:00:00+00:00,89.0,0.0,,225.0,95.0,,18.0
2014-12-23 20:00:00+00:00,89.0,0.0,,67.0,95.0,,15.0
2014-12-23 21:00:00+00:00,87.0,0.0,,39.0,93.0,,17.0
2014-12-23 22:00:00+00:00,84.0,0.0,,3.0,90.0,,16.0
2014-12-23 23:00:00+00:00,84.0,0.0,,0.0,90.0,,17.0
2014-12-24 00:00:00+00:00,84.0,0.0,,0.0,91.0,,15.0
2014-12-24 01:00:00+00:00,84.0,0.0,,0.0,90.0,,14.0
2014-12-24 02:00:00+00:00,86.0,0.0,,0.0,93.0,,13.0
2014-12-24 03:00:00+00:00,88.0,0.0,,0.0,94.0,,14.0
2014-12-24 04:00:00+00:00,92.0,0.0,,1.0,95.0,,12.0
2014-12-24 05:00:00+00:00,92.0,0.0,,56.0,95.0,,15.0
2014-12-24 06:00:00+00:00,92.0,0.0,,143.0,94.0,,13.0
2014-12-24 07:00:00+00:00,91.0,0.0,,302.0,93.0,,10.0
2014-12-24 08:00:00+00:00,91.0,0.0,,353.0,93.0,,9.0
2014-12-24 09:00:00+00:00,89.0,0.0,,346.0,92.0,,10.0
2014-12-24 10:00:00+00:00,87.0,0.0,,334.0,90.0,,9.0
2014-12-24 11:00:00+00:00,88.0,0.0,,336.0,91.0,,5.0
2014-12-24 12:00:00+00:00,88.0,0.0,,336.0,92.0,,3.0
2014-12-24 13:00:00+00:00,92.0,0.0,,433.0,96.0,,1.0
2014-12-24 14:00:00+00:00,93.0,0.0,,687.0,98.0,,1.0
2014-12-24 15:00:00+00:00,96.0,0.0,,746.0,101.0,,2.0
2014-12-24 16:00:00+00:00,97.0,0.0,,604.0,102.0,,3.0
2014-12-24 17:00:00+00:00,99.0,0.0,,422.0,104.0,,1.0
2014-12-24 18:00:00+00:00,92.0,0.0,,333.0,97.0,,1.0
2014-12-24 19:00:00+00:00,103.0,0.0,,39.0,111.0,,4.0
2014-12-24 20:00:00+00:00,90.0,0.0,,41.0,95.0,,6.0
2014-12-24 21:00:00+00:00,88.0,0.0,,3.0,92.0,,9.0
2014-12-24 22:00:00+00:00,90.0,0.0,,41.0,95.0,,16.0
2014-12-24 23:00:00+00:00,87.0,0.0,,2.0,92.0,,13.0
2014-12-25 00:00:00+00:00,87.0,0.0,,0.0,92.0,,23.0
2014-12-25 01:00:00+00:00,87.0,0.0,,0.0,92.0,,14.0
2014-12-25 02:00:00+00:00,89.0,0.0,,0.0,94.0,,18.0
2014-12-25 03:00:00+00:00,92.0,0.0,,0.0,95.0,,18.0
2014-12-25 04:00:00+00:00,94.0,0.0,,0.0,95.0,,16.0
2014-12-25 05:00:00+00:00,94.0,0.0,,2.0,95.0,,10.0
2014-12-25 06:00:00+00:00,92.0,0.0,,179.0,94.0,,8.0
2014-12-25 07:00:00+00:00,92.0,0.0,,246.0,94.0,,10.0
2014-12-25 08:00:00+00:00,93.0,0.0,,249.0,94.0,,10.0
2014-12-25 09:00:00+00:00,93.0,0.0,,249.0,93.0,,8.0
2014-12-25 10:00:00+00:00,93.0,0.0,,146.0,93.0,,7.0
2014-12-25 11:00:00+00:00,94.0,0.0,,145.0,94.0,,8.0
2014-12-25 12:00:00+00:00,94.0,0.0,,103.0,94.0,,8.0
2014-12-25 13:00:00+00:00,94.0,0.0,,192.0,95.0,,7.0
2014-12-25 14:00:00+00:00,95.0,0.0,,505.0,96.0,,5.0
2014-12-25 15:00:00+00:00,96.0,0.0,,644.0,96.0,,3.0
2014-12-25 16:00:00+00:00,97.0,0.0,,767.0,97.0,,6.0
2014-12-25 17:00:00+00:00,97.0,0.0,,766.0,97.0,,4.0
2014-12-25 18:00:00+00:00,97.0,0.0,,347.0,97.0,,4.0
2014-12-25 19:00:00+00:00,98.0,0.0,,45.0,98.0,,3.0
2014-12-25 20:00:00+00:00,97.0,0.0,,27.0,97.0,,2.0
2014-12-25 21:00:00+00:00,95.0,0.0,,0.0,95.0,,1.0
2014-12-25 22:00:00+00:00,96.0,0.0,,15.0,94.0,,0.0
2014-12-25 23:00:00+00:00,97.0,0.0,,1.0,94.0,,0.0
2014-12-26 00:00:00+00:00,97.0,0.0,,0.0,94.0,,3.0
2014-12-26 01:00:00+00:00,96.0,0.0,,0.0,94.0,,4.0
2014-12-26 02:00:00+00:00,97.0,0.0,,0.0,95.0,,1.0
2014-12-26 03:00:00+00:00,97.0,0.0,,0.0,96.0,,5.0
2014-12-26 04:00:00+00:00,99.0,0.0,,0.0,96.0,,10.0
2014-12-26 05:00:00+00:00,99.0,0.0,,3.0,97.0,,7.0
2014-12-26 06:00:00+00:00,98.0,0.0,,93.0,96.0,,6.0
2014-12-26 07:00:00+00:00,98.0,0.0,,197.0,96.0,,10.0
2014-12-26 08:00:00+00:00,98.0,0.0,,296.0,96.0,,14.0
2014-12-26 09:00:00+00:00,96.0,0.0,,180.0,96.0,,16.0
2014-12-26 10:00:00+00:00,94.0,0.0,,157.0,96.0,,18.0
2014-12-26 11:00:00+00:00,94.0,0.0,,153.0,97.0,,20.0
2014-12-26 12:00:00+00:00,92.0,0.0,,123.0,95.0,,20.0
2014-12-26 13:00:00+00:00,94.0,0.0,,155.0,96.0,,19.0
2014-12-26 14:00:00+00:00,97.0,0.0,,518.0,97.0,,17.0
2014-12-26 15:00:00+00:00,99.0,0.0,,651.0,98.0,,17.0
2014-12-26 16:00:00+00:00,100.0,0.0,,725.0,98.0,,20.0
2014-12-26 17:00:00+00:00,101.0,0.0,,660.0,98.0,,20.0
2014-12-26 18:00:00+00:00,100.0,0.0,,283.0,98.0,,20.0
2014-12-26 19:00:00+00:00,102.0,0.0,,185.0,100.0,,19.0
2014-12-26 20:00:00+00:00,100.0,0.0,,17.0,98.0,,16.0
2014-12-26 21:00:00+00:00,98.0,0.0,,3.0,96.0,,16.0
2014-12-26 22:00:00+00:00,97.0,0.0,,0.0,94.0,,18.0
2014-12-26 23:00:00+00:00,92.0,0.0,,0.0,89.0,,14.0
2014-12-27 00:00:00+00:00,92.0,0.0,,0.0,88.0,,13.0
2014-12-27 01:00:00+00:00,92.0,0.0,,0.0,88.0,,16.0
2014-12-27 02:00:00+00:00,92.0,0.0,,0.0,90.0,,16.0
2014-12-27 03:00:00+00:00,93.0,0.0,,0.0,91.0,,22.0
2014-12-27 04:00:00+00:00,93.0,0.0,,0.0,93.0,,19.0
2014-12-27 05:00:00+00:00,93.0,0.0,,0.0,93.0,,19.0
2014-12-27 06:00:00+00:00,93.0,0.0,,33.0,94.0,,15.0
2014-12-27 07:00:00+00:00,94.0,0.0,,103.0,94.0,,19.0
2014-12-27 08:00:00+00:00,95.0,0.0,,124.0,93.0,,20.0
2014-12-27 09:00:00+00:00,95.0,0.0,,140.0,93.0,,16.0
2014-12-27 10:00:00+00:00,94.0,0.0,,141.0,92.0,,19.0
2014-12-27 11:00:00+00:00,94.0,0.0,,141.0,92.0,,20.0
2014-12-27 12:00:00+00:00,94.0,0.0,,124.0,91.0,,19.0
2014-12-27 13:00:00+00:00,93.0,0.0,,123.0,90.0,,17.0
2014-12-27 14:00:00+00:00,92.0,0.0,,143.0,91.0,,7.0
2014-12-27 15:00:00+00:00,92.0,0.0,,246.0,90.0,,10.0
2014-12-27 16:00:00+00:00,94.0,0.0,,54.0,92.0,,9.0
2014-12-27 17:00:00+00:00,95.0,0.0,,140.0,92.0,,10.0
2014-12-27 18:00:00+00:00,96.0,0.0,,171.0,93.0,,3.0
2014-12-27 19:00:00+00:00,96.0,0.0,,157.0,92.0,,2.0
2014-12-27 20:00:00+00:00,94.0,0.0,,51.0,91.0,,1.0
2014-12-27 21:00:00+00:00,93.0,0.0,,42.0,89.0,,0.0
2014-12-27 22:00:00+00:00,93.0,0.0,,42.0,89.0,,0.0
2014-12-27 23:00:00+00:00,90.0,0.0,,0.0,86.0,,0.0
2014-12-28 00:00:00+00:00,90.0,0.0,,0.0,86.0,,0.0
2014-12-28 01:00:00+00:00,89.0,0.0,,0.0,85.0,,0.0
2014-12-28 02:00:00+00:00,91.0,0.0,,0.0,88.0,,0.0
2014-12-28 03:00:00+00:00,91.0,0.0,,0.0,88.0,,0.0
2014-12-28 04:00:00+00:00,92.0,0.0,,5.0,89.0,,0.0
2014-12-28 05:00:00+00:00,91.0,0.0,,34.0,88.0,,3.0
2014-12-28 06:00:00+00:00,91.0,17.0,,46.0,88.0,,2.0
2014-12-28 07:00:00+00:00,92.0,18.0,,51.0,88.0,,1.0
2014-12-28 08:00:00+00:00,92.0,19.0,,125.0,88.0,,1.0
2014-12-28 09:00:00+00:00,92.0,48.0,,174.0,88.0,,2.0
2014-12-28 10:00:00+00:00,92.0,113.0,,43.0,88.0,,3.0
2014-12-28 11:00:00+00:00,93.0,177.0,,0.0,90.0,,4.0
2014-12-28 12:00:00+00:00,91.0,179.0,,0.0,88.0,,3.0
2014-12-28 13:00:00+00:00,92.0,196.0,,0.0,90.0,,6.0
2014-12-28 14:00:00+00:00,93.0,238.0,,0.0,90.0,,4.0
2014-12-28 15:00:00+00:00,94.0,258.0,,0.0,90.0,,4.0
2014-12-28 16:00:00+00:00,94.0,312.0,,0.0,91.0,,1.0
2014-12-28 17:00:00+00:00,94.0,316.0,,0.0,91.0,,3.0
2014-12-28 18:00:00+00:00,93.0,360.0,,0.0,90.0,,2.0
2014-12-28 19:00:00+00:00,92.0,360.0,,0.0,89.0,,4.0
2014-12-28 20:00:00+00:00,91.0,358.0,,0.0,88.0,,3.0
2014-12-28 21:00:00+00:00,88.0,232.0,,0.0,85.0,,2.0
2014-12-28 22:00:00+00:00,87.0,260.0,,0.0,84.0,,4.0
2014-12-28 23:00:00+00:00,86.0,223.0,,0.0,83.0,,4.0
2014-12-29 00:00:00+00:00,86.0,229.0,,0.0,83.0,,6.0
2014-12-29 01:00:00+00:00,86.0,245.0,,0.0,82.0,,6.0
2014-12-29 02:00:00+00:00,89.0,224.0,,0.0,85.0,,4.0
2014-12-29 03:00:00+00:00,91.0,275.0,,0.0,86.0,,3.0
2014-12-29 04:00:00+00:00,91.0,454.0,,0.0,87.0,,2.0
2014-12-29 05:00:00+00:00,92.0,684.0,,50.0,88.0,,2.0
2014-12-29 06:00:00+00:00,91.0,783.0,,331.0,87.0,,2.0
2014-12-29 07:00:00+00:00,90.0,824.0,,289.0,86.0,,1.0
2014-12-29 08:00:00+00:00,89.0,828.0,,250.0,85.0,,1.0
2014-12-29 09:00:00+00:00,89.0,647.0,,4.0,85.0,,3.0
2014-12-29 10:00:00+00:00,88.0,583.0,,0.0,84.0,,6.0
2014-12-29 11:00:00+00:00,88.0,563.0,,0.0,85.0,,3.0
2014-12-29 12:00:00+00:00,89.0,577.0,,0.0,85.0,,2.0
2014-12-29 13:00:00+00:00,90.0,878.0,,203.0,86.0,,1.0
2014-12-29 14:00:00+00:00,91.0,908.0,,366.0,87.0,,1.0
2014-12-29 15:00:00+00:00,91.0,913.0,,352.0,87.0,,0.0
2014-12-29 16:00:00+00:00,92.0,912.0,,232.0,88.0,,0.0
2014-12-29 17:00:00+00:00,91.0,820.0,,301.0,87.0,,0.0
2014-12-29 18:00:00+00:00,90.0,620.0,,2.0,86.0,,0.0
2014-12-29 19:00:00+00:00,91.0,345.0,,0.0,88.0,,0.0
2014-12-29 20:00:00+00:00,91.0,233.0,,0.0,87.0,,0.0
2014-12-29 21:00:00+00:00,89.0,229.0,,0.0,84.0,,1.0
2014-12-29 22:00:00+00:00,88.0,229.0,,0.0,84.0,,1.0
2014-12-29 23:00:00+00:00,89.0,229.0,,0.0,85.0,,6.0
2014-12-30 00:00:00+00:00,87.0,228.0,,0.0,83.0,,11.0
2014-12-30 01:00:00+00:00,89.0,229.0,,0.0,85.0,,18.0
2014-12-30 02:00:00+00:00,89.0,229.0,,0.0,87.0,,21.0
2014-12-30 03:00:00+00:00,89.0,238.0,,0.0,87.0,,20.0
2014-12-30 04:00:00+00:00,91.0,307.0,,0.0,88.0,,19.0
2014-12-30 05:00:00+00:00,91.0,459.0,,6.0,88.0,,22.0
2014-12-30 06:00:00+00:00,90.0,527.0,,86.0,87.0,,25.0
2014-12-30 07:00:00+00:00,90.0,529.0,,85.0,87.0,,26.0
2014-12-30 08:00:00+00:00,89.0,527.0,,90.0,86.0,,26.0
2014-12-30 09:00:00+00:00,89.0,529.0,,59.0,86.0,,26.0
2014-12-30 10:00:00+00:00,90.0,527.0,,43.0,86.0,,29.0
2014-12-30 11:00:00+00:00,90.0,528.0,,11.0,86.0,,34.0
2014-12-30 12:00:00+00:00,90.0,528.0,,13.0,86.0,,32.0
2014-12-30 13:00:00+00:00,92.0,527.0,,155.0,88.0,,28.0
2014-12-30 14:00:00+00:00,90.0,525.0,,529.0,88.0,,28.0
2014-12-30 15:00:00+00:00,91.0,525.0,,140.0,89.0,,23.0
2014-12-30 16:00:00+00:00,93.0,525.0,,88.0,89.0,,17.0
2014-12-30 17:00:00+00:00,93.0,526.0,,84.0,89.0,,15.0
2014-12-30 18:00:00+00:00,93.0,519.0,,18.0,90.0,,8.0
2014-12-30 19:00:00+00:00,93.0,328.0,,2.0,90.0,,7.0
2014-12-30 20:00:00+00:00,92.0,247.0,,0.0,90.0,,9.0
2014-12-30 21:00:00+00:00,89.0,228.0,,0.0,88.0,,16.0
2014-12-30 22:00:00+00:00,84.0,228.0,,0.0,85.0,,23.0
2014-12-30 23:00:00+00:00,84.0,228.0,,0.0,84.0,,26.0
2014-12-31 00:00:00+00:00,83.0,229.0,,0.0,84.0,,30.0
2014-12-31 01:00:00+00:00,83.0,229.0,,0.0,85.0,,34.0
2014-12-31 02:00:00+00:00,85.0,228.0,,0.0,87.0,,30.0
2014-12-31 03:00:00+00:00,86.0,229.0,,0.0,88.0,,27.0
2014-12-31 04:00:00+00:00,88.0,229.0,,0.0,89.0,,29.0
2014-12-31 05:00:00+00:00,88.0,234.0,,3.0,89.0,,25.0
2014-12-31 06:00:00+00:00,90.0,371.0,,90.0,89.0,,19.0
2014-12-31 07:00:00+00:00,91.0,434.0,,90.0,87.0,,10.0
2014-12-31 08:00:00+00:00,91.0,428.0,,89.0,87.0,,7.0
2014-12-31 09:00:00+00:00,89.0,422.0,,29.0,86.0,,7.0
2014-12-31 10:00:00+00:00,85.0,420.0,,36.0,85.0,,5.0
2014-12-31 11:00:00+00:00,86.0,417.0,,52.0,86.0,,7.0
2014-12-31 12:00:00+00:00,86.0,424.0,,50.0,86.0,,6.0
2014-12-31 13:00:00+00:00,89.0,276.0,,332.0,88.0,,8.0
2014-12-31 14:00:00+00:00,93.0,205.0,,414.0,89.0,,10.0
2014-12-31 15:00:00+00:00,93.0,7.0,,792.0,90.0,,10.0
2014-12-31 16:00:00+00:00,93.0,0.0,,804.0,90.0,,11.0
2014-12-31 17:00:00+00:00,94.0,0.0,,673.0,90.0,,14.0
2014-12-31 18:00:00+00:00,91.0,0.0,,548.0,90.0,,13.0
2014-12-31 19:00:00+00:00,89.0,0.0,,384.0,91.0,,9.0
2014-12-31 20:00:00+00:00,86.0,0.0,,232.0,90.0,,9.0
2014-12-31 21:00:00+00:00,83.0,0.0,,231.0,87.0,,15.0
2014-12-31 22:00:00+00:00,83.0,0.0,,248.0,88.0,,10.0
2014-12-31 23:00:00+00:00,81.0,0.0,,22.0,86.0,,11.0
2015-01-01 00:00:00+00:00,,,,,,,
2015-01-01 01:00:00+00:00,82.0,0.0,,0.0,86.0,,13.0
2015-01-01 02:00:00+00:00,84.0,0.0,,0.0,88.0,,15.0
2015-01-01 03:00:00+00:00,85.0,0.0,,0.0,89.0,,15.0
2015-01-01 04:00:00+00:00,86.0,0.0,,0.0,89.0,,17.0
2015-01-01 05:00:00+00:00,86.0,0.0,,0.0,89.0,,16.0
2015-01-01 06:00:00+00:00,84.0,0.0,,0.0,88.0,,18.0
2015-01-01 07:00:00+00:00,85.0,0.0,,16.0,88.0,,17.0
2015-01-01 08:00:00+00:00,84.0,0.0,,17.0,88.0,,21.0
2015-01-01 09:00:00+00:00,84.0,0.0,,17.0,87.0,,22.0
2015-01-01 10:00:00+00:00,84.0,0.0,,1.0,87.0,,20.0
2015-01-01 11:00:00+00:00,85.0,0.0,,17.0,87.0,,25.0
2015-01-01 12:00:00+00:00,86.0,0.0,,17.0,88.0,,17.0
2015-01-01 13:00:00+00:00,87.0,0.0,,17.0,88.0,,18.0
2015-01-01 14:00:00+00:00,87.0,0.0,,20.0,89.0,,23.0
2015-01-01 15:00:00+00:00,88.0,0.0,,107.0,90.0,,29.0
2015-01-01 16:00:00+00:00,88.0,0.0,,100.0,90.0,,36.0
2015-01-01 17:00:00+00:00,88.0,0.0,,65.0,91.0,,38.0
2015-01-01 18:00:00+00:00,89.0,0.0,,63.0,91.0,,36.0
2015-01-01 19:00:00+00:00,88.0,0.0,,8.0,91.0,,39.0
2015-01-01 20:00:00+00:00,86.0,0.0,,17.0,90.0,,39.0
2015-01-01 21:00:00+00:00,83.0,0.0,,16.0,89.0,,38.0
2015-01-01 22:00:00+00:00,82.0,0.0,,0.0,88.0,,36.0
2015-01-01 23:00:00+00:00,84.0,0.0,,0.0,91.0,,35.0
2015-01-02 00:00:00+00:00,81.0,0.0,,0.0,87.0,,35.0
2015-01-02 01:00:00+00:00,81.0,0.0,,0.0,87.0,,37.0
2015-01-02 02:00:00+00:00,81.0,0.0,,0.0,87.0,,39.0
2015-01-02 03:00:00+00:00,84.0,0.0,,0.0,90.0,,40.0
2015-01-02 04:00:00+00:00,86.0,0.0,,0.0,90.0,,41.0
2015-01-02 05:00:00+00:00,87.0,0.0,,0.0,91.0,,40.0
2015-01-02 06:00:00+00:00,87.0,0.0,,24.0,90.0,,42.0
2015-01-02 07:00:00+00:00,87.0,0.0,,140.0,90.0,,41.0
2015-01-02 08:00:00+00:00,88.0,0.0,,148.0,89.0,,43.0
2015-01-02 09:00:00+00:00,88.0,0.0,,139.0,89.0,,43.0
2015-01-02 10:00:00+00:00,88.0,0.0,,168.0,89.0,,43.0
2015-01-02 11:00:00+00:00,89.0,0.0,,174.0,89.0,,44.0
2015-01-02 12:00:00+00:00,88.0,0.0,,190.0,89.0,,44.0
2015-01-02 13:00:00+00:00,88.0,0.0,,266.0,90.0,,43.0
2015-01-02 14:00:00+00:00,87.0,0.0,,323.0,91.0,,42.0
2015-01-02 15:00:00+00:00,87.0,0.0,,384.0,92.0,,40.0
2015-01-02 16:00:00+00:00,86.0,0.0,,336.0,92.0,,41.0
2015-01-02 17:00:00+00:00,86.0,0.0,,266.0,92.0,,42.0
2015-01-02 18:00:00+00:00,84.0,0.0,,239.0,92.0,,41.0
2015-01-02 19:00:00+00:00,84.0,0.0,,243.0,93.0,,41.0
2015-01-02 20:00:00+00:00,84.0,0.0,,0.0,92.0,,42.0
2015-01-02 21:00:00+00:00,82.0,0.0,,0.0,90.0,,40.0
2015-01-02 22:00:00+00:00,82.0,0.0,,0.0,89.0,,41.0
2015-01-02 23:00:00+00:00,82.0,0.0,,0.0,88.0,,40.0
2015-01-03 00:00:00+00:00,83.0,0.0,,0.0,88.0,,40.0
2015-01-03 01:00:00+00:00,83.0,0.0,,0.0,88.0,,41.0
2015-01-03 02:00:00+00:00,85.0,0.0,,0.0,90.0,,39.0
2015-01-03 03:00:00+00:00,87.0,0.0,,0.0,91.0,,40.0
2015-01-03 04:00:00+00:00,87.0,0.0,,0.0,91.0,,37.0
2015-01-03 05:00:00+00:00,87.0,0.0,,0.0,91.0,,37.0
2015-01-03 06:00:00+00:00,88.0,0.0,,0.0,92.0,,39.0
2015-01-03 07:00:00+00:00,87.0,0.0,,119.0,91.0,,39.0
2015-01-03 08:00:00+00:00,87.0,0.0,,132.0,91.0,,39.0
2015-01-03 09:00:00+00:00,87.0,0.0,,285.0,91.0,,41.0
2015-01-03 10:00:00+00:00,87.0,0.0,,269.0,90.0,,40.0
2015-01-03 11:00:00+00:00,86.0,0.0,,302.0,90.0,,40.0
2015-01-03 12:00:00+00:00,86.0,0.0,,335.0,89.0,,39.0
2015-01-03 13:00:00+00:00,86.0,0.0,,336.0,89.0,,37.0
2015-01-03 14:00:00+00:00,86.0,0.0,,340.0,89.0,,37.0
2015-01-03 15:00:00+00:00,87.0,0.0,,555.0,90.0,,35.0
2015-01-03 16:00:00+00:00,89.0,0.0,,498.0,92.0,,36.0
2015-01-03 17:00:00+00:00,87.0,0.0,,494.0,90.0,,34.0
2015-01-03 18:00:00+00:00,88.0,0.0,,335.0,91.0,,32.0
2015-01-03 19:00:00+00:00,88.0,0.0,,284.0,91.0,,32.0
2015-01-03 20:00:00+00:00,89.0,0.0,,37.0,94.0,,30.0
2015-01-03 21:00:00+00:00,85.0,0.0,,36.0,89.0,,30.0
2015-01-03 22:00:00+00:00,83.0,0.0,,1.0,87.0,,33.0
2015-01-03 23:00:00+00:00,88.0,0.0,,1.0,93.0,,34.0
2015-01-04 00:00:00+00:00,85.0,0.0,,82.0,89.0,,34.0
2015-01-04 01:00:00+00:00,88.0,0.0,,83.0,93.0,,36.0
2015-01-04 02:00:00+00:00,90.0,0.0,,65.0,96.0,,34.0
2015-01-04 03:00:00+00:00,90.0,0.0,,194.0,96.0,,34.0
2015-01-04 04:00:00+00:00,91.0,0.0,,215.0,96.0,,36.0
2015-01-04 05:00:00+00:00,90.0,0.0,,269.0,96.0,,35.0
2015-01-04 06:00:00+00:00,90.0,0.0,,268.0,96.0,,38.0
2015-01-04 07:00:00+00:00,92.0,0.0,,475.0,96.0,,39.0
2015-01-04 08:00:00+00:00,93.0,0.0,,473.0,95.0,,40.0
2015-01-04 09:00:00+00:00,95.0,0.0,,491.0,96.0,,41.0
2015-01-04 10:00:00+00:00,96.0,0.0,,442.0,96.0,,38.0
2015-01-04 11:00:00+00:00,96.0,0.0,,401.0,96.0,,39.0
2015-01-04 12:00:00+00:00,95.0,0.0,,418.0,96.0,,39.0
2015-01-04 13:00:00+00:00,95.0,0.0,,562.0,96.0,,38.0
2015-01-04 14:00:00+00:00,95.0,0.0,,573.0,96.0,,38.0
2015-01-04 15:00:00+00:00,95.0,0.0,,609.0,96.0,,35.0
2015-01-04 16:00:00+00:00,95.0,0.0,,690.0,97.0,,34.0
2015-01-04 17:00:00+00:00,95.0,0.0,,685.0,97.0,,34.0
2015-01-04 18:00:00+00:00,96.0,0.0,,588.0,98.0,,34.0
2015-01-04 19:00:00+00:00,95.0,0.0,,318.0,97.0,,34.0
2015-01-04 20:00:00+00:00,93.0,0.0,,45.0,95.0,,34.0
2015-01-04 21:00:00+00:00,90.0,0.0,,8.0,92.0,,32.0
2015-01-04 22:00:00+00:00,89.0,0.0,,0.0,92.0,,30.0
2015-01-04 23:00:00+00:00,90.0,0.0,,0.0,94.0,,26.0
2015-01-05 00:00:00+00:00,89.0,0.0,,0.0,94.0,,27.0
2015-01-05 01:00:00+00:00,89.0,0.0,,0.0,93.0,,24.0
2015-01-05 02:00:00+00:00,92.0,0.0,,0.0,96.0,,23.0
2015-01-05 03:00:00+00:00,94.0,0.0,,10.0,97.0,,27.0
2015-01-05 04:00:00+00:00,97.0,0.0,,93.0,98.0,,26.0
2015-01-05 05:00:00+00:00,98.0,4.0,,284.0,99.0,,26.0
2015-01-05 06:00:00+00:00,98.0,54.0,,464.0,98.0,,19.0
2015-01-05 07:00:00+00:00,96.0,75.0,,472.0,96.0,,19.0
2015-01-05 08:00:00+00:00,96.0,76.0,,521.0,95.0,,17.0
2015-01-05 09:00:00+00:00,95.0,75.0,,522.0,96.0,,9.0
2015-01-05 10:00:00+00:00,92.0,118.0,,422.0,95.0,,10.0
2015-01-05 11:00:00+00:00,92.0,209.0,,277.0,95.0,,15.0
2015-01-05 12:00:00+00:00,94.0,228.0,,248.0,96.0,,16.0
2015-01-05 13:00:00+00:00,97.0,228.0,,273.0,96.0,,21.0
2015-01-05 14:00:00+00:00,99.0,228.0,,513.0,98.0,,11.0
2015-01-05 15:00:00+00:00,100.0,228.0,,889.0,98.0,,13.0
2015-01-05 16:00:00+00:00,101.0,239.0,,903.0,99.0,,11.0
2015-01-05 17:00:00+00:00,100.0,419.0,,995.0,98.0,,8.0
2015-01-05 18:00:00+00:00,100.0,301.0,,765.0,98.0,,6.0
2015-01-05 19:00:00+00:00,101.0,228.0,,238.0,98.0,,5.0
2015-01-05 20:00:00+00:00,100.0,228.0,,36.0,98.0,,4.0
2015-01-05 21:00:00+00:00,98.0,228.0,,6.0,95.0,,5.0
2015-01-05 22:00:00+00:00,97.0,228.0,,0.0,95.0,,4.0
2015-01-05 23:00:00+00:00,100.0,228.0,,0.0,98.0,,3.0
2015-01-06 00:00:00+00:00,99.0,228.0,,0.0,97.0,,3.0
2015-01-06 01:00:00+00:00,98.0,227.0,,0.0,98.0,,3.0
2015-01-06 02:00:00+00:00,100.0,228.0,,0.0,100.0,,1.0
2015-01-06 03:00:00+00:00,101.0,228.0,,0.0,100.0,,2.0
2015-01-06 04:00:00+00:00,102.0,228.0,,8.0,101.0,,1.0
2015-01-06 05:00:00+00:00,103.0,227.0,,242.0,101.0,,2.0
2015-01-06 06:00:00+00:00,102.0,228.0,,362.0,100.0,,2.0
2015-01-06 07:00:00+00:00,101.0,233.0,,322.0,100.0,,2.0
2015-01-06 08:00:00+00:00,101.0,236.0,,316.0,99.0,,1.0
2015-01-06 09:00:00+00:00,100.0,235.0,,316.0,99.0,,0.0
2015-01-06 10:00:00+00:00,100.0,235.0,,267.0,99.0,,0.0
2015-01-06 11:00:00+00:00,100.0,235.0,,250.0,99.0,,0.0
2015-01-06 12:00:00+00:00,100.0,235.0,,375.0,99.0,,0.0
2015-01-06 13:00:00+00:00,102.0,237.0,,380.0,102.0,,0.0
2015-01-06 14:00:00+00:00,101.0,237.0,,453.0,101.0,,1.0
2015-01-06 15:00:00+00:00,102.0,236.0,,552.0,102.0,,5.0
2015-01-06 16:00:00+00:00,102.0,235.0,,561.0,103.0,,6.0
2015-01-06 17:00:00+00:00,102.0,236.0,,561.0,103.0,,7.0
2015-01-06 18:00:00+00:00,98.0,236.0,,559.0,99.0,,7.0
2015-01-06 19:00:00+00:00,97.0,236.0,,212.0,99.0,,9.0
2015-01-06 20:00:00+00:00,96.0,236.0,,26.0,98.0,,10.0
2015-01-06 21:00:00+00:00,95.0,236.0,,35.0,96.0,,11.0
2015-01-06 22:00:00+00:00,92.0,228.0,,35.0,93.0,,10.0
2015-01-06 23:00:00+00:00,90.0,228.0,,23.0,90.0,,13.0
2015-01-07 00:00:00+00:00,89.0,228.0,,2.0,90.0,,14.0
2015-01-07 01:00:00+00:00,90.0,228.0,,0.0,90.0,,14.0
2015-01-07 02:00:00+00:00,92.0,228.0,,0.0,93.0,,14.0
2015-01-07 03:00:00+00:00,91.0,228.0,,0.0,94.0,,17.0
2015-01-07 04:00:00+00:00,91.0,234.0,,2.0,95.0,,21.0
2015-01-07 05:00:00+00:00,91.0,285.0,,203.0,95.0,,21.0
2015-01-07 06:00:00+00:00,90.0,240.0,,442.0,93.0,,20.0
2015-01-07 07:00:00+00:00,90.0,235.0,,303.0,93.0,,18.0
2015-01-07 08:00:00+00:00,89.0,235.0,,282.0,92.0,,20.0
