,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore
2018-01-01 00:00:00+00:00,,347.22,,973.25,12195.31,50.34,,,,731.07
2018-01-01 01:00:00+00:00,,347.05,,970.24,11289.84,49.91,,,,707.73
2018-01-01 02:00:00+00:00,,346.74,,970.61,10028.33,49.67,,,,680.36
2018-01-01 03:00:00+00:00,,346.94,,976.09,10036.25,49.55,,,,674.14
2018-01-01 04:00:00+00:00,,347.6,,976.44,10143.38,49.37,,,,641.33
2018-01-01 05:00:00+00:00,,347.04,,977.57,10623.61,49.3,,,,631.08
2018-01-01 06:00:00+00:00,,346.87,,969.78,11287.65,49.22,,,,623.56
2018-01-01 07:00:00+00:00,,348.42,,972.27,10873.98,48.95,,,,597.29
2018-01-01 08:00:00+00:00,,347.68,,991.01,11113.12,48.72,,,,529.42
2018-01-01 09:00:00+00:00,,350.45,,998.17,12063.47,48.58,,,,490.7
2018-01-01 10:00:00+00:00,,349.39,,1002.25,12598.38,48.59,,,,465.0
2018-01-01 11:00:00+00:00,,349.7,,1004.93,12857.35,48.62,,,,433.91
2018-01-01 12:00:00+00:00,,350.17,,1004.94,12844.08,48.69,,,,416.42
2018-01-01 13:00:00+00:00,,349.12,,1004.45,13106.37,48.8,,,,421.6
2018-01-01 14:00:00+00:00,,348.35,,1005.46,14094.01,48.93,,,,401.83
2018-01-01 15:00:00+00:00,,348.08,,1003.74,14914.91,49.01,,,,386.8
2018-01-01 16:00:00+00:00,,350.21,,1015.48,15691.32,48.91,,,,370.57
2018-01-01 17:00:00+00:00,,350.17,,1012.62,15458.61,48.76,,,,350.2
2018-01-01 18:00:00+00:00,,349.78,,1009.12,14631.24,48.65,,,,336.85
2018-01-01 19:00:00+00:00,,349.3,,1010.96,13870.62,48.45,,,,310.67
2018-01-01 20:00:00+00:00,,350.14,,1012.21,13357.99,48.41,,,,291.92
2018-01-01 21:00:00+00:00,,350.44,,1006.08,12117.34,48.29,,,,278.06
2018-01-01 22:00:00+00:00,,349.43,,1006.4,10883.84,48.28,,,,266.35
2018-01-01 23:00:00+00:00,,350.09,,993.61,9912.47,49.84,,,,340.86
2018-01-02 00:00:00+00:00,,352.03,,1002.28,9317.37,49.88,,,,299.32
2018-01-02 01:00:00+00:00,,352.11,,1010.96,9624.82,49.76,,,,285.24
2018-01-02 02:00:00+00:00,,352.55,,1012.1,9691.81,49.74,,,,305.22
2018-01-02 03:00:00+00:00,,352.19,,1005.55,10856.6,49.62,,,,294.79
2018-01-02 04:00:00+00:00,,351.24,,1003.28,12865.05,49.59,,,,297.05
2018-01-02 05:00:00+00:00,,353.1,,1027.93,15670.23,53.39,,,,287.27
2018-01-02 06:00:00+00:00,,352.67,,1067.47,20266.55,58.26,,,,241.95
2018-01-02 07:00:00+00:00,,352.83,,1090.5,21879.77,67.13,,,,212.28
2018-01-02 08:00:00+00:00,,347.03,,1112.96,22364.23,70.83,,,,170.03
2018-01-02 09:00:00+00:00,,352.43,,1117.13,23014.97,72.55,,,,162.41
2018-01-02 10:00:00+00:00,,354.04,,1119.13,23242.18,72.5,,,,177.88
2018-01-02 11:00:00+00:00,,355.86,,1118.37,23487.2,72.44,,,,120.17
2018-01-02 12:00:00+00:00,,373.54,,1117.07,23501.79,72.27,,,,115.66
2018-01-02 13:00:00+00:00,,372.52,,1116.38,23531.72,72.18,,,,100.41
2018-01-02 14:00:00+00:00,,369.11,,1115.58,23647.21,72.75,,,,141.11
2018-01-02 15:00:00+00:00,,377.31,,1117.11,23742.24,73.44,,,,95.42
2018-01-02 16:00:00+00:00,,374.37,,1120.89,23767.26,73.62,,,,113.97
2018-01-02 17:00:00+00:00,,376.48,,1115.15,23565.65,73.27,,,,128.9
2018-01-02 18:00:00+00:00,,373.36,,1109.49,23025.6,73.48,,,,158.78
2018-01-02 19:00:00+00:00,,372.68,,1106.85,21069.29,70.05,,,,176.37
2018-01-02 20:00:00+00:00,,374.59,,1106.08,18586.94,70.28,,,,205.61
2018-01-02 21:00:00+00:00,,371.41,,1100.78,16572.21,69.3,,,,247.72
2018-01-02 22:00:00+00:00,,370.85,,1103.94,15535.54,69.54,,,,284.48
2018-01-02 23:00:00+00:00,,370.98,,1084.25,14417.34,68.32,,,,344.09
2018-01-03 00:00:00+00:00,,365.96,,1084.76,12951.1,68.69,,,,385.16
2018-01-03 01:00:00+00:00,,362.28,,1088.87,11815.56,68.93,,,,424.01
2018-01-03 02:00:00+00:00,,367.81,,1081.61,11621.68,69.01,,,,510.07
2018-01-03 03:00:00+00:00,,369.06,,1083.55,11740.37,69.37,,,,532.45
2018-01-03 04:00:00+00:00,,366.14,,1081.9,13544.56,69.37,,,,479.17
2018-01-03 05:00:00+00:00,,368.79,,1109.1,16190.0,69.12,,,,493.72
2018-01-03 06:00:00+00:00,,368.91,,1137.99,18341.46,69.06,,,,495.9
2018-01-03 07:00:00+00:00,,361.31,,1144.13,19020.19,70.5,,,,501.22
2018-01-03 08:00:00+00:00,,365.9,,1156.18,19075.49,70.37,,,,480.07
2018-01-03 09:00:00+00:00,,368.99,,1165.29,19986.9,70.23,,,,456.8
2018-01-03 10:00:00+00:00,,367.0,,1162.93,20341.37,70.05,,,,388.64
2018-01-03 11:00:00+00:00,,364.92,,1160.59,20663.77,71.18,,,,366.52
2018-01-03 12:00:00+00:00,,362.39,,1162.21,21215.09,70.82,,,,333.88
2018-01-03 13:00:00+00:00,,365.91,,1165.45,21868.86,70.46,,,,332.19
2018-01-03 14:00:00+00:00,,361.83,,1165.27,22374.26,70.15,,,,320.36
2018-01-03 15:00:00+00:00,,333.87,,1167.17,22701.22,69.96,,,,352.7
2018-01-03 16:00:00+00:00,,334.43,,1166.9,22798.87,69.83,,,,333.95
2018-01-03 17:00:00+00:00,,342.39,,1164.82,22438.16,69.81,,,,320.83
2018-01-03 18:00:00+00:00,,340.56,,1161.64,21818.76,69.7,,,,316.16
2018-01-03 19:00:00+00:00,,346.86,,1161.77,20720.03,69.66,,,,275.65
2018-01-03 20:00:00+00:00,,339.89,,1164.92,19775.5,69.64,,,,263.98
2018-01-03 21:00:00+00:00,,342.0,,1160.04,18301.35,68.32,,,,248.56
2018-01-03 22:00:00+00:00,,343.82,,1160.7,16440.59,66.96,,,,242.95
2018-01-03 23:00:00+00:00,,341.6,,1159.96,15022.24,61.45,,,,230.95
2018-01-04 00:00:00+00:00,,342.45,,1157.82,13881.71,61.5,,,,245.21
2018-01-04 01:00:00+00:00,,346.47,,1159.81,13096.88,61.45,,,,243.76
2018-01-04 02:00:00+00:00,,344.26,,1153.48,12873.67,61.34,,,,258.47
2018-01-04 03:00:00+00:00,,344.02,,1153.51,13000.2,61.32,,,,262.43
2018-01-04 04:00:00+00:00,,340.97,,1157.8,14318.29,61.23,,,,252.38
2018-01-04 05:00:00+00:00,,346.38,,1164.37,17898.77,64.11,,,,252.57
2018-01-04 06:00:00+00:00,,346.6,,1169.62,21315.08,65.36,,,,287.38
2018-01-04 07:00:00+00:00,,346.05,,1173.28,23074.78,68.29,,,,237.2
2018-01-04 08:00:00+00:00,,340.38,,1172.18,23302.89,68.68,,,,231.63
2018-01-04 09:00:00+00:00,,346.1,,1178.65,23536.98,68.66,,,,245.62
2018-01-04 10:00:00+00:00,,344.36,,1179.64,23566.34,68.59,,,,262.62
2018-01-04 11:00:00+00:00,,346.62,,1179.15,23583.2,68.61,,,,306.02
2018-01-04 12:00:00+00:00,,345.36,,1181.52,23649.68,61.71,,,,349.73
2018-01-04 13:00:00+00:00,,345.91,,1182.57,23651.91,68.67,,,,417.81
2018-01-04 14:00:00+00:00,,342.07,,1187.61,23826.63,68.62,,,,434.85
2018-01-04 15:00:00+00:00,,345.25,,1185.8,23832.3,68.62,,,,431.65
2018-01-04 16:00:00+00:00,,347.61,,1183.77,23550.02,68.68,,,,411.46
2018-01-04 17:00:00+00:00,,347.65,,1180.59,23473.32,68.73,,,,444.57
2018-01-04 18:00:00+00:00,,348.43,,1176.48,23039.68,65.78,,,,422.45
2018-01-04 19:00:00+00:00,,344.21,,1170.1,21682.89,63.9,,,,426.54
2018-01-04 20:00:00+00:00,,350.16,,1171.51,20582.0,63.89,,,,415.48
2018-01-04 21:00:00+00:00,,350.35,,1164.83,19391.15,64.85,,,,456.03
2018-01-04 22:00:00+00:00,,348.65,,1157.69,16584.55,63.5,,,,427.78
2018-01-04 23:00:00+00:00,,349.09,,1145.93,13921.58,63.71,,,,434.14
2018-01-05 00:00:00+00:00,,349.34,,1144.13,12182.85,63.64,,,,389.9
2018-01-05 01:00:00+00:00,,345.96,,1151.36,11152.3,64.32,,,,386.88
2018-01-05 02:00:00+00:00,,344.62,,1145.25,11036.94,64.85,,,,393.42
2018-01-05 03:00:00+00:00,,345.96,,1146.71,11534.85,64.93,,,,381.71
2018-01-05 04:00:00+00:00,,347.16,,1142.47,12636.0,64.93,,,,337.77
2018-01-05 05:00:00+00:00,,351.48,,1151.27,15999.01,64.77,,,,317.9
2018-01-05 06:00:00+00:00,,350.14,,1170.02,20313.15,65.16,,,,199.2
2018-01-05 07:00:00+00:00,,346.89,,1168.82,22155.07,65.83,,,,204.43
2018-01-05 08:00:00+00:00,,347.43,,1173.75,22915.59,69.19,,,,167.56
2018-01-05 09:00:00+00:00,,346.43,,1172.39,23379.94,68.8,,,,186.52
2018-01-05 10:00:00+00:00,,347.81,,1166.44,23247.67,68.83,,,,102.13
2018-01-05 11:00:00+00:00,,343.82,,1154.51,23107.84,68.76,,,,83.39
2018-01-05 12:00:00+00:00,,342.87,,1150.19,23038.5,68.76,,,,75.57
2018-01-05 13:00:00+00:00,,342.22,,1150.07,23184.93,68.85,,,,90.38
2018-01-05 14:00:00+00:00,,347.82,,1152.36,23687.27,69.22,,,,78.51
2018-01-05 15:00:00+00:00,,344.61,,1151.62,23955.76,69.13,,,,64.15
2018-01-05 16:00:00+00:00,,353.93,,1152.86,23792.64,68.89,,,,39.5
2018-01-05 17:00:00+00:00,,365.99,,1150.36,23316.83,68.97,,,,30.0
2018-01-05 18:00:00+00:00,,366.21,,1148.24,22655.53,65.62,,,,35.79
2018-01-05 19:00:00+00:00,,368.67,,1144.24,21930.77,56.69,,,,46.13
2018-01-05 20:00:00+00:00,,367.96,,1139.8,21172.54,56.75,,,,60.45
2018-01-05 21:00:00+00:00,,370.66,,1137.81,20231.86,56.64,,,,79.32
2018-01-05 22:00:00+00:00,,367.02,,1141.83,19070.62,55.12,,,,110.93
2018-01-05 23:00:00+00:00,,371.02,,1136.27,17945.13,55.41,,,,115.06
2018-01-06 00:00:00+00:00,,370.34,,1141.15,16008.95,55.53,,,,124.03
2018-01-06 01:00:00+00:00,,369.08,,1151.5,14244.08,55.5,,,,187.1
2018-01-06 02:00:00+00:00,,369.68,,1155.86,13436.13,55.57,,,,184.96
2018-01-06 03:00:00+00:00,,369.12,,1155.19,14229.01,55.5,,,,183.91
2018-01-06 04:00:00+00:00,,374.26,,1152.21,15690.33,55.6,,,,169.15
2018-01-06 05:00:00+00:00,,373.34,,1156.02,17244.94,55.59,,,,190.86
2018-01-06 06:00:00+00:00,,367.2,,1160.67,18879.77,57.54,,,,255.03
2018-01-06 07:00:00+00:00,,371.58,,1161.5,19793.72,57.56,,,,234.53
2018-01-06 08:00:00+00:00,,372.18,,1160.4,20595.68,57.68,,,,254.43
2018-01-06 09:00:00+00:00,,351.48,,1166.0,21566.12,57.7,,,,236.98
2018-01-06 10:00:00+00:00,,372.08,,1165.8,21847.01,58.68,,,,262.41
2018-01-06 11:00:00+00:00,,370.58,,1177.27,21437.87,57.61,,,,304.66
2018-01-06 12:00:00+00:00,,372.88,,1183.32,21233.34,57.61,,,,327.17
2018-01-06 13:00:00+00:00,,371.68,,1184.56,21135.02,57.59,,,,282.17
2018-01-06 14:00:00+00:00,,370.88,,1198.02,21841.36,59.67,,,,288.83
2018-01-06 15:00:00+00:00,,373.78,,1196.13,22891.36,59.97,,,,281.78
2018-01-06 16:00:00+00:00,,371.88,,1195.05,23159.04,59.97,,,,211.03
2018-01-06 17:00:00+00:00,,371.48,,1190.68,22694.19,60.05,,,,202.71
2018-01-06 18:00:00+00:00,,371.48,,1181.09,22003.17,57.89,,,,217.01
2018-01-06 19:00:00+00:00,,374.28,,1178.32,20797.97,57.88,,,,224.96
2018-01-06 20:00:00+00:00,,372.28,,1180.91,20005.52,57.95,,,,220.39
2018-01-06 21:00:00+00:00,,375.88,,1178.28,18512.05,52.33,,,,241.18
2018-01-06 22:00:00+00:00,,368.88,,1175.02,16829.63,51.67,,,,298.92
2018-01-06 23:00:00+00:00,,371.48,,1159.85,14371.76,45.3,,,,302.73
2018-01-07 00:00:00+00:00,,372.48,,1161.25,12871.27,45.4,,,,379.4
2018-01-07 01:00:00+00:00,,371.38,,1166.77,12218.39,45.24,,,,459.52
2018-01-07 02:00:00+00:00,,374.88,,1161.42,11828.63,45.27,,,,444.81
2018-01-07 03:00:00+00:00,,370.68,,1159.32,11873.93,45.31,,,,478.78
2018-01-07 04:00:00+00:00,,374.98,,1156.16,12425.55,45.25,,,,507.88
2018-01-07 05:00:00+00:00,,375.88,,1161.55,13098.65,45.29,,,,425.87
2018-01-07 06:00:00+00:00,,373.38,,1160.07,13953.35,45.18,,,,388.09
2018-01-07 07:00:00+00:00,,373.38,,1162.57,15092.2,45.07,,,,476.21
2018-01-07 08:00:00+00:00,,370.88,,1162.57,16401.5,45.12,,,,337.98
2018-01-07 09:00:00+00:00,,368.08,,1158.62,17388.54,44.95,,,,482.26
2018-01-07 10:00:00+00:00,,372.58,,1162.98,17846.17,46.36,,,,500.53
2018-01-07 11:00:00+00:00,,369.68,,1158.87,17609.6,46.75,,,,572.89
2018-01-07 12:00:00+00:00,,370.68,,1154.17,16125.41,47.32,,,,688.4
2018-01-07 13:00:00+00:00,,370.58,,1155.47,15858.6,47.54,,,,746.12
2018-01-07 14:00:00+00:00,,376.38,,1160.57,17311.53,47.68,,,,747.7
2018-01-07 15:00:00+00:00,,376.88,,1152.97,19102.61,47.82,,,,756.46
2018-01-07 16:00:00+00:00,,374.18,,1152.57,21099.78,48.31,,,,696.32
2018-01-07 17:00:00+00:00,,373.88,,1149.44,21522.97,48.16,,,,732.48
2018-01-07 18:00:00+00:00,,372.28,,1148.52,21006.4,47.74,,,,692.82
2018-01-07 19:00:00+00:00,,373.18,,1149.06,19633.44,47.36,,,,638.83
2018-01-07 20:00:00+00:00,,372.68,,1148.88,17662.21,46.83,,,,610.34
2018-01-07 21:00:00+00:00,,372.88,,1150.65,16803.99,53.02,,,,579.66
2018-01-07 22:00:00+00:00,,353.78,,897.33,13727.5,52.88,,,,529.64
2018-01-07 23:00:00+00:00,,347.01,,1130.4,10988.09,41.78,,,,540.1
2018-01-08 00:00:00+00:00,,352.31,,1132.9,9968.83,41.7,,,,507.97
2018-01-08 01:00:00+00:00,,354.31,,1136.43,9702.86,41.65,,,,510.81
2018-01-08 02:00:00+00:00,,351.01,,1137.04,10118.04,41.85,,,,478.68
2018-01-08 03:00:00+00:00,,351.61,,1129.38,10875.43,41.78,,,,492.35
2018-01-08 04:00:00+00:00,,352.81,,1129.8,13726.01,41.55,,,,506.84
2018-01-08 05:00:00+00:00,,353.21,,1128.72,18914.06,59.26,,,,485.15
2018-01-08 06:00:00+00:00,,350.21,,1149.51,22198.61,70.4,,,,456.15
2018-01-08 07:00:00+00:00,,349.61,,1171.25,23263.19,71.99,,,,440.87
2018-01-08 08:00:00+00:00,,350.31,,1214.15,22784.47,72.58,,,,451.48
2018-01-08 09:00:00+00:00,,350.31,,1246.04,22683.57,73.23,,,,481.3
2018-01-08 10:00:00+00:00,,348.81,,1255.24,22562.51,75.46,,,,418.58
2018-01-08 11:00:00+00:00,,347.81,,1248.13,22442.56,75.22,,,,408.52
2018-01-08 12:00:00+00:00,,349.61,,1241.94,22249.62,75.33,,,,392.95
2018-01-08 13:00:00+00:00,,348.11,,1249.5,22581.48,75.64,,,,401.56
2018-01-08 14:00:00+00:00,,347.51,,1259.94,22918.64,77.3,,,,381.55
2018-01-08 15:00:00+00:00,,343.51,,1262.25,23202.07,77.36,,,,398.12
2018-01-08 16:00:00+00:00,,346.21,,1253.83,23398.5,77.21,,,,410.2
2018-01-08 17:00:00+00:00,,345.51,,1248.05,22737.29,77.11,,,,411.76
2018-01-08 18:00:00+00:00,,350.01,,1243.66,21188.11,74.14,,,,429.31
2018-01-08 19:00:00+00:00,,345.71,,1241.41,19202.52,72.03,,,,433.36
2018-01-08 20:00:00+00:00,,349.41,,1244.68,17676.11,72.26,,,,480.58
2018-01-08 21:00:00+00:00,,345.71,,1239.56,16356.21,72.64,,,,519.8
2018-01-08 22:00:00+00:00,,347.01,,1232.94,13996.79,72.7,,,,533.53
2018-01-08 23:00:00+00:00,,343.39,,1236.62,12614.31,69.94,,,,564.17
2018-01-09 00:00:00+00:00,,342.04,,1233.95,11959.18,70.24,,,,580.54
2018-01-09 01:00:00+00:00,,341.66,,1231.01,11822.69,70.32,,,,554.37
2018-01-09 02:00:00+00:00,,340.18,,1232.59,12071.72,70.46,,,,567.37
2018-01-09 03:00:00+00:00,,342.29,,1231.61,12765.14,70.66,,,,585.21
2018-01-09 04:00:00+00:00,,340.19,,1232.19,14979.53,70.63,,,,601.3
2018-01-09 05:00:00+00:00,,339.58,,1252.48,18047.51,70.48,,,,578.75
2018-01-09 06:00:00+00:00,,336.63,,1252.47,21553.58,72.88,,,,618.85
2018-01-09 07:00:00+00:00,,333.2,,1250.42,22192.25,73.35,,,,659.79
2018-01-09 08:00:00+00:00,,332.53,,1251.86,22035.12,73.45,,,,645.29
2018-01-09 09:00:00+00:00,,335.44,,1257.31,21983.27,73.46,,,,636.66
2018-01-09 10:00:00+00:00,,315.32,,1253.04,21809.62,73.44,,,,625.01
2018-01-09 11:00:00+00:00,,314.36,,1259.0,21459.15,73.42,,,,618.07
2018-01-09 12:00:00+00:00,,314.52,,1258.32,21440.13,72.94,,,,622.23
2018-01-09 13:00:00+00:00,,311.94,,1259.21,21318.54,72.91,,,,572.17
2018-01-09 14:00:00+00:00,,317.06,,1261.94,21754.02,72.9,,,,572.64
2018-01-09 15:00:00+00:00,,316.3,,1261.47,22568.03,73.39,,,,554.04
2018-01-09 16:00:00+00:00,,315.22,,1255.22,23048.46,75.46,,,,540.45
2018-01-09 17:00:00+00:00,,317.96,,1256.29,22735.69,74.44,,,,536.86
2018-01-09 18:00:00+00:00,,318.25,,1252.96,22313.6,73.92,,,,524.13
2018-01-09 19:00:00+00:00,,306.64,,1246.33,21480.83,74.07,,,,549.64
2018-01-09 20:00:00+00:00,,314.64,,1251.61,20683.16,72.67,,,,568.3
2018-01-09 21:00:00+00:00,,317.0,,1239.39,18969.79,72.18,,,,573.22
2018-01-09 22:00:00+00:00,,318.19,,1242.88,17566.77,72.22,,,,575.82
2018-01-09 23:00:00+00:00,,316.6,,1223.82,17112.35,70.86,,,,596.4
2018-01-10 00:00:00+00:00,,321.37,,1225.03,15755.61,70.81,,,,598.88
2018-01-10 01:00:00+00:00,,313.55,,1222.5,14940.69,70.8,,,,597.49
2018-01-10 02:00:00+00:00,,321.12,,1225.76,14906.85,70.83,,,,587.16
2018-01-10 03:00:00+00:00,,323.51,,1222.24,16239.43,70.84,,,,551.71
2018-01-10 04:00:00+00:00,,323.48,,1231.64,19619.2,71.32,,,,566.79
2018-01-10 05:00:00+00:00,,327.32,,1244.98,22825.91,76.72,,,,586.68
2018-01-10 06:00:00+00:00,,323.69,,1253.44,24384.73,76.97,,,,587.98
2018-01-10 07:00:00+00:00,,322.89,,1246.57,24094.78,76.92,,,,568.17
2018-01-10 08:00:00+00:00,,323.1,,1230.61,23902.88,76.92,,,,548.38
2018-01-10 09:00:00+00:00,,322.91,,1235.54,23975.84,76.95,,,,537.87
2018-01-10 10:00:00+00:00,,320.8,,1238.04,23855.6,76.96,,,,535.59
2018-01-10 11:00:00+00:00,,320.16,,1249.21,23442.42,76.98,,,,524.76
2018-01-10 12:00:00+00:00,,325.17,,1259.88,23682.12,76.88,,,,526.16
2018-01-10 13:00:00+00:00,,332.33,,1267.41,24201.58,76.78,,,,506.58
2018-01-10 14:00:00+00:00,,324.08,,1261.68,24173.52,76.78,,,,462.59
2018-01-10 15:00:00+00:00,,330.39,,1256.83,23825.99,76.77,,,,467.89
2018-01-10 16:00:00+00:00,,331.56,,1254.97,23501.92,76.76,,,,488.12
2018-01-10 17:00:00+00:00,,326.25,,1256.18,23791.7,76.86,,,,493.06
2018-01-10 18:00:00+00:00,,319.24,,1258.07,23879.55,76.79,,,,495.95
2018-01-10 19:00:00+00:00,,307.33,,1254.88,23319.8,74.18,,,,499.64
2018-01-10 20:00:00+00:00,,313.13,,1253.24,22760.73,74.09,,,,516.02
2018-01-10 21:00:00+00:00,,323.43,,1236.08,22228.28,72.79,,,,449.4
2018-01-10 22:00:00+00:00,,321.84,,1226.84,20672.57,72.19,,,,534.61
2018-01-10 23:00:00+00:00,,322.18,,1234.56,20389.26,71.89,,,,569.87
2018-01-11 00:00:00+00:00,,326.62,,1232.86,19334.82,71.85,,,,588.12
2018-01-11 01:00:00+00:00,,325.54,,1235.91,18930.31,71.45,,,,557.47
2018-01-11 02:00:00+00:00,,323.03,,1236.45,19193.09,71.67,,,,565.3
2018-01-11 03:00:00+00:00,,330.57,,1237.1,20019.04,71.7,,,,569.18
2018-01-11 04:00:00+00:00,,328.29,,1236.96,21107.84,75.02,,,,495.34
2018-01-11 05:00:00+00:00,,323.15,,1245.44,22405.43,75.8,,,,447.0
2018-01-11 06:00:00+00:00,,326.21,,1249.9,23219.1,75.82,,,,471.34
2018-01-11 07:00:00+00:00,,321.47,,1243.96,23840.09,75.81,,,,423.66
2018-01-11 08:00:00+00:00,,322.09,,1203.99,24061.53,75.78,,,,358.17
2018-01-11 09:00:00+00:00,,326.51,,1216.39,24145.87,75.58,,,,317.03
2018-01-11 10:00:00+00:00,,322.35,,1244.22,24256.01,75.48,,,,277.78
2018-01-11 11:00:00+00:00,,321.55,,1255.61,24032.37,75.26,,,,247.48
2018-01-11 12:00:00+00:00,,315.43,,1257.38,24095.86,75.02,,,,227.18
2018-01-11 13:00:00+00:00,,327.29,,1257.86,24198.53,74.62,,,,294.45
2018-01-11 14:00:00+00:00,,323.4,,1257.01,24306.13,74.39,,,,294.36
2018-01-11 15:00:00+00:00,,326.27,,1253.1,23902.74,74.34,,,,285.58
2018-01-11 16:00:00+00:00,,323.67,,1254.38,23784.7,74.33,,,,278.07
2018-01-11 17:00:00+00:00,,327.99,,1252.87,23728.06,74.43,,,,272.11
2018-01-11 18:00:00+00:00,,325.5,,1256.56,23668.16,74.32,,,,257.38
2018-01-11 19:00:00+00:00,,324.8,,1253.94,23595.92,74.18,,,,236.3
2018-01-11 20:00:00+00:00,,329.9,,1249.78,23153.28,73.39,,,,209.58
2018-01-11 21:00:00+00:00,,334.11,,1238.94,21663.12,70.37,,,,201.54
2018-01-11 22:00:00+00:00,,324.0,,1237.23,20483.75,70.28,,,,230.18
2018-01-11 23:00:00+00:00,,323.89,,1230.73,19561.6,69.49,,,,220.54
2018-01-12 00:00:00+00:00,,325.26,,1229.33,18687.52,69.13,,,,203.97
2018-01-12 01:00:00+00:00,,325.64,,1229.83,18137.08,69.17,,,,235.93
2018-01-12 02:00:00+00:00,,322.51,,1229.89,18270.68,69.42,,,,268.76
2018-01-12 03:00:00+00:00,,327.81,,1227.41,18933.46,69.68,,,,284.35
2018-01-12 04:00:00+00:00,,323.3,,1231.74,21021.04,70.42,,,,288.53
2018-01-12 05:00:00+00:00,,328.15,,1238.56,22673.58,74.32,,,,358.05
2018-01-12 06:00:00+00:00,,322.55,,1247.79,24178.5,75.24,,,,389.52
2018-01-12 07:00:00+00:00,,322.56,,1243.53,23758.88,75.32,,,,377.33
2018-01-12 08:00:00+00:00,,321.6,,1242.58,23628.47,75.32,,,,382.26
2018-01-12 09:00:00+00:00,,322.98,,1254.86,24089.58,75.38,,,,388.49
2018-01-12 10:00:00+00:00,,327.13,,1241.0,23866.32,75.58,,,,423.29
2018-01-12 11:00:00+00:00,,322.49,,1239.89,23801.76,75.73,,,,427.35
2018-01-12 12:00:00+00:00,,323.39,,1229.83,23694.54,76.05,,,,435.15
2018-01-12 13:00:00+00:00,,322.52,,1229.07,23503.49,76.05,,,,460.44
2018-01-12 14:00:00+00:00,,322.62,,1229.41,23675.35,63.09,,,,478.63
2018-01-12 15:00:00+00:00,,323.97,,1232.18,23750.14,63.13,,,,496.29
2018-01-12 16:00:00+00:00,,323.99,,1232.77,23939.82,63.08,,,,508.3
2018-01-12 17:00:00+00:00,,341.61,,1231.4,23834.83,63.16,,,,520.84
2018-01-12 18:00:00+00:00,,342.0,,1227.56,23154.34,57.96,,,,537.37
2018-01-12 19:00:00+00:00,,341.83,,1224.97,22131.69,57.95,,,,537.35
2018-01-12 20:00:00+00:00,,340.84,,1216.68,21699.38,50.77,,,,553.6
2018-01-12 21:00:00+00:00,,350.33,,1202.08,20430.31,50.83,,,,552.93
2018-01-12 22:00:00+00:00,,350.1,,1202.37,19168.66,50.46,,,,580.7
2018-01-12 23:00:00+00:00,,350.64,,1190.52,19003.64,50.52,,,,562.58
2018-01-13 00:00:00+00:00,,350.94,,1191.51,18396.21,50.16,,,,550.95
2018-01-13 01:00:00+00:00,,349.88,,1196.68,17459.03,50.15,,,,570.87
2018-01-13 02:00:00+00:00,,349.49,,1189.52,16788.01,50.13,,,,586.71
2018-01-13 03:00:00+00:00,,351.16,,1189.46,15911.72,50.2,,,,551.27
2018-01-13 04:00:00+00:00,,350.95,,1192.43,16721.77,50.28,,,,584.53
2018-01-13 05:00:00+00:00,,350.74,,1190.98,17756.12,50.37,,,,591.02
2018-01-13 06:00:00+00:00,,345.38,,1196.46,19962.52,50.79,,,,613.21
2018-01-13 07:00:00+00:00,,336.77,,1193.12,20822.3,50.8,,,,589.45
2018-01-13 08:00:00+00:00,,336.58,,1200.25,21489.65,47.8,,,,587.74
2018-01-13 09:00:00+00:00,,343.83,,1203.22,22091.56,47.22,,,,562.83
2018-01-13 10:00:00+00:00,,340.96,,1201.0,22050.81,46.17,,,,605.97
2018-01-13 11:00:00+00:00,,343.01,,1199.27,22103.62,45.57,,,,585.49
2018-01-13 12:00:00+00:00,,339.59,,1195.39,21851.16,43.83,,,,567.43
2018-01-13 13:00:00+00:00,,337.48,,1195.28,21495.9,42.62,,,,562.71
2018-01-13 14:00:00+00:00,,342.77,,1197.24,21438.87,41.78,,,,571.41
2018-01-13 15:00:00+00:00,,340.8,,1198.64,22080.02,42.02,,,,581.86
2018-01-13 16:00:00+00:00,,345.5,,1201.56,22514.19,41.95,,,,606.6
2018-01-13 17:00:00+00:00,,341.78,,1199.2,22309.58,41.98,,,,597.31
2018-01-13 18:00:00+00:00,,342.14,,1192.59,21411.31,41.76,,,,581.28
2018-01-13 19:00:00+00:00,,348.23,,1189.71,19889.89,41.78,,,,550.4
2018-01-13 20:00:00+00:00,,347.36,,1182.18,18572.2,41.54,,,,549.44
2018-01-13 21:00:00+00:00,,347.35,,1183.88,17303.58,41.68,,,,560.48
2018-01-13 22:00:00+00:00,,346.72,,1184.17,15160.53,41.58,,,,547.96
2018-01-13 23:00:00+00:00,,347.26,,1186.2,13803.99,40.91,,,,530.33
2018-01-14 00:00:00+00:00,,347.26,,1183.71,12926.16,41.0,,,,530.57
2018-01-14 01:00:00+00:00,,347.26,,1184.94,12482.78,40.93,,,,539.94
2018-01-14 02:00:00+00:00,,347.26,,1182.9,12566.98,40.95,,,,622.69
2018-01-14 03:00:00+00:00,,347.26,,1179.24,12074.56,40.96,,,,599.22
