,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore,Hydro Pumped Storage Net
2014-12-08 00:00:00+00:00,302.0,383.0,1757.0,1033.0,294.0,28.0,0.0,,655.0,
2014-12-08 01:00:00+00:00,294.0,382.0,1755.0,608.0,281.0,26.0,0.0,,638.0,
2014-12-08 02:00:00+00:00,300.0,380.0,1738.0,538.0,239.0,26.0,0.0,,828.0,
2014-12-08 03:00:00+00:00,301.0,378.0,1707.0,512.0,216.0,26.0,0.0,,982.0,
2014-12-08 04:00:00+00:00,300.0,378.0,1707.0,514.0,233.0,25.0,0.0,,987.0,
2014-12-08 05:00:00+00:00,305.0,379.0,1750.0,491.0,354.0,26.0,0.0,,1104.0,
2014-12-08 06:00:00+00:00,304.0,378.0,1756.0,803.0,435.0,27.0,0.0,,1137.0,
2014-12-08 07:00:00+00:00,304.0,379.0,1722.0,804.0,384.0,28.0,8.0,,1299.0,
2014-12-08 08:00:00+00:00,307.0,381.0,1649.0,813.0,503.0,28.0,74.0,,1689.0,
2014-12-08 09:00:00+00:00,303.0,380.0,1589.0,945.0,604.0,28.0,153.0,,1734.0,
2014-12-08 10:00:00+00:00,307.0,378.0,1512.0,1099.0,739.0,28.0,201.0,,1438.0,
2014-12-08 11:00:00+00:00,314.0,376.0,1645.0,1063.0,721.0,28.0,228.0,,1048.0,
2014-12-08 12:00:00+00:00,314.0,406.0,1676.0,1029.0,748.0,30.0,285.0,,1031.0,
2014-12-08 13:00:00+00:00,318.0,408.0,1708.0,990.0,477.0,31.0,277.0,,1190.0,
2014-12-08 14:00:00+00:00,317.0,409.0,1717.0,862.0,448.0,31.0,249.0,,1309.0,
2014-12-08 15:00:00+00:00,316.0,411.0,1559.0,760.0,386.0,33.0,180.0,,1546.0,
2014-12-08 16:00:00+00:00,315.0,413.0,1473.0,856.0,366.0,28.0,52.0,,1736.0,
2014-12-08 17:00:00+00:00,318.0,412.0,1738.0,900.0,606.0,30.0,0.0,,1965.0,
2014-12-08 18:00:00+00:00,315.0,413.0,1757.0,959.0,862.0,29.0,0.0,,2185.0,
2014-12-08 19:00:00+00:00,324.0,414.0,1757.0,1241.0,713.0,36.0,0.0,,2263.0,
2014-12-08 20:00:00+00:00,325.0,415.0,1756.0,1358.0,376.0,37.0,0.0,,2062.0,
2014-12-08 21:00:00+00:00,327.0,415.0,1756.0,1479.0,704.0,37.0,0.0,,2035.0,
2014-12-08 22:00:00+00:00,329.0,423.0,1708.0,1056.0,330.0,38.0,0.0,,2151.0,
2014-12-08 23:00:00+00:00,325.0,424.0,1032.0,726.0,321.0,37.0,0.0,,2316.0,
2014-12-09 00:00:00+00:00,322.0,464.0,577.0,459.0,212.0,38.0,0.0,,2492.0,-795.0
2014-12-09 01:00:00+00:00,317.0,464.0,473.0,379.0,40.0,38.0,0.0,,2504.0,-859.0
2014-12-09 02:00:00+00:00,305.0,463.0,472.0,313.0,0.0,38.0,0.0,,2416.0,-955.0
2014-12-09 03:00:00+00:00,305.0,465.0,474.0,296.0,2.0,38.0,0.0,,2454.0,-981.0
2014-12-09 04:00:00+00:00,303.0,468.0,548.0,433.0,165.0,39.0,0.0,,2417.0,-954.0
2014-12-09 05:00:00+00:00,301.0,477.0,988.0,515.0,175.0,38.0,0.0,,2607.0,-708.0
2014-12-09 06:00:00+00:00,303.0,507.0,1320.0,847.0,302.0,34.0,0.0,,2662.0,-1.0
2014-12-09 07:00:00+00:00,300.0,659.0,1413.0,873.0,687.0,41.0,1.0,,2588.0,426.0
2014-12-09 08:00:00+00:00,300.0,685.0,1558.0,1121.0,714.0,42.0,52.0,,2330.0,551.0
2014-12-09 09:00:00+00:00,312.0,693.0,1626.0,1147.0,775.0,43.0,158.0,,1950.0,586.0
2014-12-09 10:00:00+00:00,309.0,697.0,1756.0,1222.0,723.0,41.0,228.0,,1505.0,511.0
2014-12-09 11:00:00+00:00,305.0,696.0,1757.0,1401.0,572.0,43.0,255.0,,1167.0,242.0
2014-12-09 12:00:00+00:00,313.0,691.0,1757.0,1423.0,412.0,44.0,244.0,,967.0,192.0
2014-12-09 13:00:00+00:00,312.0,693.0,1678.0,1372.0,420.0,43.0,231.0,,880.0,147.0
2014-12-09 14:00:00+00:00,313.0,723.0,1748.0,1807.0,447.0,43.0,193.0,,760.0,300.0
2014-12-09 15:00:00+00:00,316.0,879.0,1755.0,1724.0,423.0,44.0,127.0,,810.0,296.0
2014-12-09 16:00:00+00:00,317.0,1026.0,1755.0,1859.0,569.0,43.0,29.0,,820.0,435.0
2014-12-09 17:00:00+00:00,317.0,1232.0,1755.0,1847.0,815.0,43.0,0.0,,960.0,681.0
2014-12-09 18:00:00+00:00,313.0,1250.0,1757.0,1835.0,965.0,43.0,0.0,,1015.0,830.0
2014-12-09 19:00:00+00:00,313.0,1256.0,1758.0,1802.0,945.0,43.0,0.0,,1174.0,783.0
2014-12-09 20:00:00+00:00,317.0,1107.0,1758.0,1752.0,1037.0,43.0,0.0,,1175.0,841.0
2014-12-09 21:00:00+00:00,310.0,1042.0,1757.0,1808.0,1093.0,44.0,0.0,,978.0,911.0
2014-12-09 22:00:00+00:00,312.0,1045.0,1757.0,1555.0,559.0,45.0,0.0,,815.0,549.0
2014-12-09 23:00:00+00:00,312.0,844.0,1757.0,1060.0,241.0,46.0,0.0,,782.0,83.0
2014-12-10 00:00:00+00:00,317.0,488.0,1727.0,735.0,184.0,38.0,0.0,,922.0,6.0
2014-12-10 01:00:00+00:00,321.0,479.0,1690.0,651.0,184.0,39.0,0.0,,1145.0,-126.0
2014-12-10 02:00:00+00:00,323.0,477.0,1612.0,626.0,183.0,47.0,0.0,,1376.0,-754.0
2014-12-10 03:00:00+00:00,323.0,476.0,1460.0,681.0,183.0,48.0,0.0,,1481.0,-710.0
2014-12-10 04:00:00+00:00,329.0,475.0,1652.0,683.0,184.0,48.0,0.0,,1244.0,-392.0
2014-12-10 05:00:00+00:00,325.0,475.0,1755.0,740.0,186.0,48.0,0.0,,1239.0,46.0
2014-12-10 06:00:00+00:00,324.0,496.0,1756.0,1083.0,542.0,48.0,0.0,,1220.0,218.0
2014-12-10 07:00:00+00:00,322.0,741.0,1757.0,1476.0,833.0,48.0,2.0,,1162.0,691.0
2014-12-10 08:00:00+00:00,319.0,956.0,1756.0,1474.0,791.0,48.0,64.0,,1069.0,654.0
2014-12-10 09:00:00+00:00,312.0,994.0,1755.0,1513.0,776.0,38.0,175.0,,937.0,620.0
2014-12-10 10:00:00+00:00,307.0,909.0,1755.0,1524.0,825.0,38.0,236.0,,711.0,278.0
2014-12-10 11:00:00+00:00,306.0,902.0,1756.0,1413.0,759.0,38.0,263.0,,586.0,163.0
2014-12-10 12:00:00+00:00,304.0,885.0,1756.0,1400.0,599.0,38.0,268.0,,418.0,229.0
2014-12-10 13:00:00+00:00,296.0,865.0,1756.0,1394.0,572.0,38.0,257.0,,289.0,184.0
2014-12-10 14:00:00+00:00,309.0,995.0,1755.0,1196.0,845.0,38.0,228.0,,285.0,301.0
2014-12-10 15:00:00+00:00,305.0,1068.0,1755.0,1159.0,785.0,38.0,159.0,,376.0,298.0
2014-12-10 16:00:00+00:00,309.0,1084.0,1755.0,1358.0,1106.0,37.0,38.0,,591.0,447.0
2014-12-10 17:00:00+00:00,308.0,1231.0,1755.0,1737.0,1152.0,37.0,0.0,,865.0,725.0
2014-12-10 18:00:00+00:00,312.0,1301.0,1756.0,1552.0,1004.0,37.0,0.0,,1036.0,724.0
2014-12-10 19:00:00+00:00,312.0,1306.0,1757.0,1598.0,1047.0,37.0,0.0,,1200.0,682.0
2014-12-10 20:00:00+00:00,318.0,1331.0,1757.0,1565.0,1194.0,37.0,0.0,,1277.0,902.0
2014-12-10 21:00:00+00:00,319.0,1301.0,1758.0,1480.0,972.0,38.0,0.0,,1265.0,416.0
2014-12-10 22:00:00+00:00,322.0,1106.0,1757.0,1250.0,570.0,45.0,0.0,,1451.0,252.0
2014-12-10 23:00:00+00:00,325.0,781.0,1610.0,738.0,212.0,47.0,0.0,,1780.0,-51.0
2014-12-11 00:00:00+00:00,327.0,482.0,1384.0,518.0,183.0,41.0,0.0,,2010.0,-164.0
2014-12-11 01:00:00+00:00,329.0,475.0,1383.0,533.0,183.0,39.0,0.0,,2023.0,-440.0
2014-12-11 02:00:00+00:00,327.0,476.0,1427.0,450.0,183.0,38.0,0.0,,2014.0,-824.0
2014-12-11 03:00:00+00:00,329.0,476.0,1428.0,460.0,191.0,38.0,0.0,,1804.0,-842.0
2014-12-11 04:00:00+00:00,327.0,491.0,1428.0,502.0,222.0,35.0,0.0,,1616.0,-627.0
2014-12-11 05:00:00+00:00,319.0,540.0,1536.0,562.0,222.0,34.0,0.0,,1450.0,-56.0
2014-12-11 06:00:00+00:00,314.0,730.0,1660.0,1085.0,410.0,39.0,0.0,,1215.0,164.0
2014-12-11 07:00:00+00:00,306.0,1246.0,1754.0,1142.0,551.0,47.0,1.0,,949.0,518.0
2014-12-11 08:00:00+00:00,317.0,1775.0,1753.0,1421.0,659.0,48.0,34.0,,748.0,629.0
2014-12-11 09:00:00+00:00,323.0,1917.0,1753.0,1375.0,1005.0,48.0,121.0,,508.0,703.0
2014-12-11 10:00:00+00:00,321.0,2161.0,1752.0,1313.0,504.0,44.0,200.0,,328.0,452.0
2014-12-11 11:00:00+00:00,326.0,2202.0,1753.0,1323.0,486.0,44.0,235.0,,164.0,190.0
2014-12-11 12:00:00+00:00,329.0,2148.0,1754.0,1242.0,460.0,47.0,233.0,,69.0,257.0
2014-12-11 13:00:00+00:00,329.0,2126.0,1755.0,1215.0,448.0,47.0,218.0,,47.0,225.0
2014-12-11 14:00:00+00:00,322.0,2127.0,1756.0,1301.0,516.0,47.0,188.0,,31.0,200.0
2014-12-11 15:00:00+00:00,321.0,2127.0,1754.0,1199.0,717.0,47.0,135.0,,35.0,261.0
2014-12-11 16:00:00+00:00,323.0,2178.0,1754.0,1228.0,882.0,48.0,42.0,,52.0,314.0
2014-12-11 17:00:00+00:00,331.0,2286.0,1754.0,1597.0,1261.0,48.0,1.0,,83.0,879.0
2014-12-11 18:00:00+00:00,332.0,2311.0,1754.0,1618.0,1251.0,47.0,0.0,,107.0,1037.0
2014-12-11 19:00:00+00:00,338.0,2438.0,1757.0,1743.0,1271.0,47.0,0.0,,117.0,1037.0
2014-12-11 20:00:00+00:00,336.0,2474.0,1757.0,1568.0,1347.0,46.0,0.0,,121.0,1049.0
2014-12-11 21:00:00+00:00,340.0,2412.0,1757.0,1459.0,1206.0,47.0,0.0,,139.0,822.0
2014-12-11 22:00:00+00:00,338.0,1969.0,1757.0,1323.0,1026.0,47.0,0.0,,216.0,744.0
2014-12-11 23:00:00+00:00,340.0,1275.0,1756.0,983.0,841.0,46.0,0.0,,323.0,394.0
2014-12-12 00:00:00+00:00,338.0,548.0,1756.0,600.0,575.0,40.0,0.0,,400.0,195.0
2014-12-12 01:00:00+00:00,336.0,483.0,1757.0,506.0,207.0,39.0,0.0,,413.0,161.0
2014-12-12 02:00:00+00:00,332.0,481.0,1758.0,487.0,207.0,38.0,0.0,,454.0,158.0
2014-12-12 03:00:00+00:00,338.0,479.0,1758.0,551.0,186.0,39.0,0.0,,465.0,-38.0
2014-12-12 04:00:00+00:00,338.0,479.0,1757.0,596.0,186.0,38.0,0.0,,562.0,-123.0
2014-12-12 05:00:00+00:00,334.0,479.0,1758.0,742.0,211.0,39.0,0.0,,647.0,-54.0
2014-12-12 06:00:00+00:00,335.0,643.0,1757.0,1108.0,683.0,42.0,0.0,,811.0,152.0
2014-12-12 07:00:00+00:00,332.0,886.0,1756.0,1270.0,834.0,48.0,1.0,,941.0,284.0
2014-12-12 08:00:00+00:00,328.0,912.0,1757.0,1391.0,1045.0,48.0,41.0,,968.0,684.0
2014-12-12 09:00:00+00:00,321.0,921.0,1757.0,1329.0,1030.0,48.0,108.0,,1069.0,603.0
2014-12-12 10:00:00+00:00,325.0,925.0,1757.0,1341.0,854.0,47.0,122.0,,1224.0,379.0
2014-12-12 11:00:00+00:00,322.0,812.0,1757.0,1449.0,900.0,47.0,140.0,,1244.0,373.0
2014-12-12 12:00:00+00:00,322.0,709.0,1756.0,1533.0,1005.0,45.0,120.0,,1238.0,433.0
2014-12-12 13:00:00+00:00,317.0,706.0,1755.0,1366.0,832.0,47.0,115.0,,1319.0,282.0
2014-12-12 14:00:00+00:00,321.0,705.0,1756.0,1536.0,710.0,48.0,96.0,,1491.0,502.0
2014-12-12 15:00:00+00:00,322.0,709.0,1755.0,1737.0,757.0,47.0,42.0,,1540.0,451.0
2014-12-12 16:00:00+00:00,323.0,896.0,1756.0,1657.0,1066.0,47.0,7.0,,1667.0,408.0
2014-12-12 17:00:00+00:00,320.0,1296.0,1757.0,1375.0,1021.0,46.0,0.0,,1965.0,481.0
2014-12-12 18:00:00+00:00,322.0,1316.0,1755.0,1333.0,970.0,47.0,0.0,,2290.0,379.0
2014-12-12 19:00:00+00:00,320.0,1132.0,1757.0,1300.0,973.0,47.0,0.0,,2688.0,278.0
2014-12-12 20:00:00+00:00,329.0,959.0,1757.0,1263.0,924.0,48.0,0.0,,2830.0,346.0
2014-12-12 21:00:00+00:00,327.0,916.0,1757.0,1056.0,587.0,47.0,0.0,,2977.0,224.0
2014-12-12 22:00:00+00:00,322.0,932.0,1756.0,897.0,392.0,48.0,0.0,,3161.0,108.0
2014-12-12 23:00:00+00:00,312.0,753.0,1756.0,735.0,263.0,47.0,0.0,,3304.0,-50.0
2014-12-13 00:00:00+00:00,309.0,468.0,1754.0,760.0,205.0,46.0,0.0,,3426.0,-195.0
2014-12-13 01:00:00+00:00,315.0,454.0,1601.0,569.0,201.0,48.0,0.0,,3428.0,-491.0
2014-12-13 02:00:00+00:00,312.0,453.0,1578.0,519.0,235.0,47.0,0.0,,3410.0,-589.0
2014-12-13 03:00:00+00:00,314.0,453.0,1395.0,436.0,186.0,47.0,0.0,,3379.0,-746.0
2014-12-13 04:00:00+00:00,318.0,455.0,1358.0,554.0,186.0,45.0,0.0,,3165.0,-801.0
2014-12-13 05:00:00+00:00,327.0,455.0,1590.0,622.0,326.0,46.0,0.0,,2397.0,-203.0
2014-12-13 06:00:00+00:00,335.0,453.0,1758.0,621.0,584.0,46.0,0.0,,1798.0,157.0
2014-12-13 07:00:00+00:00,334.0,457.0,1757.0,695.0,572.0,45.0,0.0,,1385.0,457.0
2014-12-13 08:00:00+00:00,342.0,459.0,1757.0,818.0,448.0,39.0,7.0,,1102.0,409.0
2014-12-13 09:00:00+00:00,327.0,552.0,1757.0,926.0,909.0,38.0,11.0,,885.0,521.0
2014-12-13 10:00:00+00:00,308.0,620.0,1757.0,1084.0,811.0,38.0,23.0,,693.0,589.0
2014-12-13 11:00:00+00:00,314.0,646.0,1758.0,1059.0,809.0,39.0,44.0,,760.0,446.0
2014-12-13 12:00:00+00:00,318.0,839.0,1696.0,1113.0,619.0,39.0,56.0,,750.0,468.0
2014-12-13 13:00:00+00:00,331.0,824.0,1569.0,1136.0,754.0,39.0,53.0,,512.0,628.0
2014-12-13 14:00:00+00:00,332.0,815.0,1568.0,1169.0,867.0,37.0,51.0,,442.0,416.0
2014-12-13 15:00:00+00:00,332.0,956.0,1569.0,915.0,769.0,37.0,47.0,,466.0,349.0
2014-12-13 16:00:00+00:00,334.0,1169.0,1569.0,905.0,757.0,37.0,10.0,,583.0,291.0
2014-12-13 17:00:00+00:00,330.0,1173.0,1568.0,1134.0,735.0,33.0,0.0,,737.0,477.0
2014-12-13 18:00:00+00:00,332.0,1266.0,1569.0,1151.0,796.0,31.0,0.0,,907.0,520.0
2014-12-13 19:00:00+00:00,340.0,1325.0,1569.0,1157.0,791.0,33.0,0.0,,946.0,427.0
2014-12-13 20:00:00+00:00,334.0,1328.0,1567.0,1285.0,793.0,31.0,0.0,,954.0,680.0
2014-12-13 21:00:00+00:00,341.0,1323.0,1568.0,893.0,595.0,33.0,0.0,,976.0,247.0
2014-12-13 22:00:00+00:00,339.0,1184.0,1670.0,947.0,493.0,34.0,0.0,,852.0,258.0
2014-12-13 23:00:00+00:00,331.0,1169.0,1757.0,900.0,476.0,36.0,0.0,,705.0,193.0
2014-12-14 00:00:00+00:00,327.0,947.0,1757.0,792.0,253.0,35.0,0.0,,742.0,130.0
2014-12-14 01:00:00+00:00,330.0,811.0,1757.0,885.0,370.0,37.0,0.0,,867.0,215.0
2014-12-14 02:00:00+00:00,330.0,659.0,1756.0,709.0,228.0,35.0,0.0,,1035.0,-335.0
2014-12-14 03:00:00+00:00,332.0,654.0,1676.0,651.0,188.0,36.0,0.0,,1217.0,-627.0
2014-12-14 04:00:00+00:00,330.0,653.0,1704.0,507.0,235.0,35.0,0.0,,1369.0,-675.0
2014-12-14 05:00:00+00:00,325.0,643.0,1632.0,566.0,186.0,37.0,0.0,,1733.0,-742.0
2014-12-14 06:00:00+00:00,327.0,644.0,1753.0,756.0,187.0,36.0,0.0,,1844.0,-653.0
2014-12-14 07:00:00+00:00,324.0,643.0,1757.0,890.0,360.0,35.0,0.0,,1721.0,-473.0
2014-12-14 08:00:00+00:00,330.0,643.0,1757.0,748.0,399.0,36.0,17.0,,1593.0,-179.0
2014-12-14 09:00:00+00:00,334.0,645.0,1758.0,746.0,408.0,37.0,61.0,,1722.0,-67.0
2014-12-14 10:00:00+00:00,331.0,645.0,1758.0,920.0,465.0,37.0,81.0,,1445.0,98.0
2014-12-14 11:00:00+00:00,328.0,642.0,1758.0,847.0,624.0,37.0,102.0,,1383.0,236.0
2014-12-14 12:00:00+00:00,324.0,643.0,1757.0,926.0,692.0,35.0,108.0,,1206.0,417.0
2014-12-14 13:00:00+00:00,335.0,806.0,1757.0,984.0,753.0,36.0,147.0,,662.0,589.0
2014-12-14 14:00:00+00:00,334.0,833.0,1757.0,961.0,713.0,37.0,142.0,,701.0,486.0
2014-12-14 15:00:00+00:00,330.0,1000.0,1757.0,1041.0,616.0,37.0,76.0,,676.0,252.0
2014-12-14 16:00:00+00:00,332.0,1156.0,1757.0,1061.0,563.0,38.0,27.0,,823.0,224.0
2014-12-14 17:00:00+00:00,332.0,1159.0,1757.0,1382.0,859.0,38.0,0.0,,1066.0,569.0
2014-12-14 18:00:00+00:00,330.0,1091.0,1757.0,1379.0,859.0,38.0,0.0,,1484.0,623.0
2014-12-14 19:00:00+00:00,331.0,972.0,1758.0,1457.0,750.0,38.0,0.0,,1740.0,472.0
2014-12-14 20:00:00+00:00,332.0,942.0,1756.0,1522.0,947.0,38.0,0.0,,1750.0,434.0
2014-12-14 21:00:00+00:00,335.0,892.0,1756.0,1457.0,878.0,38.0,0.0,,1692.0,430.0
2014-12-14 22:00:00+00:00,334.0,730.0,1757.0,1348.0,590.0,38.0,0.0,,1554.0,93.0
2014-12-14 23:00:00+00:00,337.0,580.0,1758.0,1150.0,272.0,38.0,0.0,,1476.0,17.0
2014-12-15 00:00:00+00:00,325.0,456.0,1758.0,900.0,261.0,39.0,0.0,,1544.0,-483.0
2014-12-15 01:00:00+00:00,325.0,455.0,1655.0,592.0,200.0,37.0,0.0,,1702.0,-878.0
2014-12-15 02:00:00+00:00,328.0,456.0,1389.0,591.0,186.0,36.0,0.0,,1722.0,-927.0
2014-12-15 03:00:00+00:00,323.0,456.0,1472.0,631.0,200.0,36.0,0.0,,1683.0,-870.0
2014-12-15 04:00:00+00:00,325.0,457.0,1730.0,645.0,186.0,37.0,0.0,,1722.0,-824.0
2014-12-15 05:00:00+00:00,322.0,463.0,1757.0,779.0,203.0,36.0,0.0,,1692.0,-53.0
2014-12-15 06:00:00+00:00,323.0,623.0,1757.0,1045.0,333.0,39.0,0.0,,1763.0,52.0
2014-12-15 07:00:00+00:00,325.0,1072.0,1752.0,1269.0,596.0,45.0,0.0,,1901.0,260.0
2014-12-15 08:00:00+00:00,324.0,1311.0,1682.0,1323.0,826.0,44.0,51.0,,1868.0,405.0
2014-12-15 09:00:00+00:00,321.0,1396.0,1667.0,1355.0,873.0,46.0,164.0,,1706.0,598.0
2014-12-15 10:00:00+00:00,323.0,1489.0,1700.0,1593.0,946.0,45.0,230.0,,1365.0,494.0
2014-12-15 11:00:00+00:00,323.0,1576.0,1754.0,1547.0,813.0,45.0,258.0,,1239.0,483.0
2014-12-15 12:00:00+00:00,329.0,1495.0,1739.0,1551.0,712.0,46.0,258.0,,1244.0,363.0
2014-12-15 13:00:00+00:00,333.0,1470.0,1524.0,1528.0,616.0,45.0,254.0,,1408.0,156.0
2014-12-15 14:00:00+00:00,332.0,1469.0,1585.0,1635.0,650.0,47.0,225.0,,1499.0,326.0
2014-12-15 15:00:00+00:00,336.0,1479.0,1554.0,1656.0,676.0,47.0,151.0,,1671.0,328.0
2014-12-15 16:00:00+00:00,338.0,1536.0,1503.0,1640.0,734.0,47.0,39.0,,1880.0,609.0
2014-12-15 17:00:00+00:00,334.0,1624.0,1588.0,1619.0,1016.0,46.0,0.0,,2096.0,964.0
2014-12-15 18:00:00+00:00,331.0,1611.0,1744.0,1473.0,1085.0,45.0,0.0,,2284.0,883.0
2014-12-15 19:00:00+00:00,332.0,1617.0,1756.0,1597.0,863.0,46.0,0.0,,2225.0,601.0
2014-12-15 20:00:00+00:00,338.0,1693.0,1756.0,1525.0,622.0,47.0,0.0,,2138.0,350.0
2014-12-15 21:00:00+00:00,341.0,1613.0,1756.0,1545.0,653.0,46.0,0.0,,2229.0,236.0
2014-12-15 22:00:00+00:00,336.0,1299.0,1755.0,1366.0,481.0,47.0,0.0,,2340.0,-171.0
2014-12-15 23:00:00+00:00,336.0,785.0,1755.0,1032.0,203.0,47.0,0.0,,2389.0,-422.0
2014-12-16 00:00:00+00:00,336.0,479.0,1756.0,813.0,173.0,41.0,0.0,,2375.0,-688.0
2014-12-16 01:00:00+00:00,334.0,469.0,1651.0,690.0,173.0,39.0,0.0,,2481.0,-834.0
2014-12-16 02:00:00+00:00,337.0,467.0,1197.0,455.0,173.0,39.0,0.0,,2717.0,-833.0
2014-12-16 03:00:00+00:00,335.0,464.0,860.0,426.0,173.0,39.0,0.0,,2999.0,-833.0
2014-12-16 04:00:00+00:00,335.0,462.0,1016.0,465.0,173.0,38.0,0.0,,3158.0,-833.0
2014-12-16 05:00:00+00:00,334.0,462.0,1353.0,627.0,174.0,38.0,0.0,,3206.0,-661.0
2014-12-16 06:00:00+00:00,337.0,482.0,1382.0,906.0,331.0,41.0,0.0,,3279.0,-270.0
2014-12-16 07:00:00+00:00,333.0,665.0,1380.0,1217.0,403.0,48.0,0.0,,3248.0,-132.0
2014-12-16 08:00:00+00:00,326.0,686.0,1385.0,1337.0,482.0,39.0,7.0,,3117.0,169.0
2014-12-16 09:00:00+00:00,327.0,689.0,1513.0,1454.0,484.0,37.0,27.0,,2835.0,235.0
2014-12-16 10:00:00+00:00,321.0,700.0,1681.0,1407.0,365.0,27.0,78.0,,2724.0,132.0
2014-12-16 11:00:00+00:00,331.0,697.0,1682.0,1203.0,290.0,39.0,107.0,,2703.0,127.0
2014-12-16 12:00:00+00:00,332.0,693.0,1593.0,1156.0,296.0,42.0,129.0,,2728.0,127.0
2014-12-16 13:00:00+00:00,332.0,691.0,1391.0,1246.0,252.0,41.0,112.0,,2810.0,73.0
2014-12-16 14:00:00+00:00,329.0,688.0,1383.0,1269.0,242.0,40.0,107.0,,2700.0,143.0
2014-12-16 15:00:00+00:00,332.0,690.0,1382.0,1314.0,334.0,42.0,73.0,,2611.0,100.0
2014-12-16 16:00:00+00:00,333.0,698.0,1402.0,1339.0,465.0,46.0,23.0,,2535.0,190.0
2014-12-16 17:00:00+00:00,319.0,701.0,1551.0,1278.0,741.0,46.0,0.0,,2538.0,405.0
2014-12-16 18:00:00+00:00,341.0,701.0,1581.0,1185.0,845.0,47.0,0.0,,2501.0,380.0
2014-12-16 19:00:00+00:00,340.0,702.0,1500.0,1126.0,738.0,48.0,0.0,,2512.0,265.0
2014-12-16 20:00:00+00:00,340.0,708.0,1576.0,1159.0,427.0,46.0,0.0,,2478.0,114.0
2014-12-16 21:00:00+00:00,339.0,704.0,1531.0,1189.0,327.0,47.0,0.0,,2439.0,116.0
2014-12-16 22:00:00+00:00,334.0,704.0,1490.0,910.0,227.0,47.0,0.0,,2407.0,94.0
2014-12-16 23:00:00+00:00,329.0,690.0,1365.0,876.0,207.0,47.0,0.0,,2380.0,-344.0
2014-12-17 00:00:00+00:00,329.0,480.0,1095.0,660.0,165.0,42.0,0.0,,2407.0,-743.0
2014-12-17 01:00:00+00:00,331.0,466.0,777.0,664.0,155.0,39.0,0.0,,2340.0,-824.0
2014-12-17 02:00:00+00:00,333.0,465.0,560.0,536.0,2.0,39.0,0.0,,2245.0,-924.0
2014-12-17 03:00:00+00:00,329.0,462.0,562.0,524.0,29.0,38.0,0.0,,2153.0,-858.0
2014-12-17 04:00:00+00:00,330.0,460.0,577.0,495.0,83.0,40.0,0.0,,2113.0,-629.0
2014-12-17 05:00:00+00:00,332.0,462.0,1117.0,620.0,154.0,39.0,0.0,,2129.0,-363.0
2014-12-17 06:00:00+00:00,323.0,483.0,1727.0,896.0,165.0,38.0,0.0,,1961.0,-69.0
2014-12-17 07:00:00+00:00,274.0,627.0,1756.0,997.0,554.0,36.0,0.0,,1893.0,211.0
2014-12-17 08:00:00+00:00,267.0,622.0,1756.0,1191.0,715.0,40.0,23.0,,1678.0,261.0
2014-12-17 09:00:00+00:00,264.0,636.0,1754.0,1362.0,912.0,41.0,82.0,,1335.0,431.0
2014-12-17 10:00:00+00:00,250.0,635.0,1624.0,1289.0,627.0,41.0,128.0,,1168.0,515.0
2014-12-17 11:00:00+00:00,252.0,637.0,1541.0,1201.0,635.0,38.0,168.0,,1100.0,500.0
2014-12-17 12:00:00+00:00,248.0,637.0,1508.0,1235.0,635.0,31.0,177.0,,887.0,515.0
2014-12-17 13:00:00+00:00,250.0,658.0,1486.0,1286.0,630.0,38.0,169.0,,782.0,325.0
2014-12-17 14:00:00+00:00,245.0,683.0,1526.0,1256.0,625.0,38.0,163.0,,722.0,326.0
2014-12-17 15:00:00+00:00,242.0,700.0,1580.0,1187.0,627.0,39.0,100.0,,809.0,261.0
2014-12-17 16:00:00+00:00,244.0,696.0,1524.0,1159.0,677.0,40.0,26.0,,1056.0,299.0
2014-12-17 17:00:00+00:00,247.0,696.0,1532.0,1476.0,988.0,43.0,0.0,,1275.0,604.0
2014-12-17 18:00:00+00:00,235.0,681.0,1587.0,1516.0,1079.0,46.0,0.0,,1409.0,709.0
2014-12-17 19:00:00+00:00,243.0,668.0,1689.0,1495.0,1097.0,46.0,0.0,,1455.0,614.0
2014-12-17 20:00:00+00:00,245.0,668.0,1759.0,1354.0,750.0,45.0,0.0,,1386.0,321.0
2014-12-17 21:00:00+00:00,249.0,668.0,1756.0,1244.0,487.0,46.0,0.0,,1401.0,246.0
2014-12-17 22:00:00+00:00,255.0,675.0,1747.0,948.0,265.0,46.0,0.0,,1512.0,-77.0
2014-12-17 23:00:00+00:00,251.0,683.0,1570.0,689.0,241.0,47.0,0.0,,1535.0,-551.0
2014-12-18 00:00:00+00:00,254.0,480.0,1542.0,657.0,172.0,42.0,0.0,,1504.0,-832.0
2014-12-18 01:00:00+00:00,254.0,471.0,1391.0,567.0,170.0,38.0,0.0,,1556.0,-909.0
2014-12-18 02:00:00+00:00,255.0,470.0,997.0,548.0,163.0,39.0,0.0,,1622.0,-924.0
2014-12-18 03:00:00+00:00,257.0,470.0,1040.0,559.0,115.0,38.0,0.0,,1690.0,-924.0
2014-12-18 04:00:00+00:00,255.0,472.0,1240.0,632.0,152.0,37.0,0.0,,1721.0,-911.0
