,Fossil Brown coal/Lignite,Hydro Water Reservoir,Other renewable,Solar,Wind Onshore
2018-01-01 00:00:00+00:00,154.61,0.0,,,
2018-01-01 01:00:00+00:00,154.66,0.0,,,
2018-01-01 02:00:00+00:00,154.61,0.0,,,
2018-01-01 03:00:00+00:00,154.99,0.0,,,
2018-01-01 04:00:00+00:00,155.32,0.0,,,
2018-01-01 05:00:00+00:00,154.66,0.0,,,
2018-01-01 06:00:00+00:00,153.89,0.0,,,
2018-01-01 07:00:00+00:00,155.49,0.0,,,
2018-01-01 08:00:00+00:00,155.1,0.0,,,
2018-01-01 09:00:00+00:00,154.55,0.0,,,
2018-01-01 10:00:00+00:00,155.16,0.0,,,
2018-01-01 11:00:00+00:00,154.72,0.0,,,
2018-01-01 12:00:00+00:00,155.27,0.0,,,
2018-01-01 13:00:00+00:00,153.89,0.0,,,
2018-01-01 14:00:00+00:00,154.83,0.0,,,
2018-01-01 15:00:00+00:00,156.97,0.0,,,
2018-01-01 16:00:00+00:00,179.41,0.0,,,
2018-01-01 17:00:00+00:00,204.77,0.0,,,
2018-01-01 18:00:00+00:00,204.93,0.0,,,
2018-01-01 19:00:00+00:00,205.7,0.0,,,
2018-01-01 20:00:00+00:00,206.31,0.0,,,
2018-01-01 21:00:00+00:00,206.47,0.0,,,
2018-01-01 22:00:00+00:00,205.81,0.0,,,
2018-01-01 23:00:00+00:00,179.41,0.0,,,
2018-01-02 00:00:00+00:00,178.2,0.0,,,
2018-01-02 01:00:00+00:00,178.2,0.0,,,
2018-01-02 02:00:00+00:00,178.15,0.0,,,
2018-01-02 03:00:00+00:00,178.42,0.0,,,
2018-01-02 04:00:00+00:00,177.98,0.0,,,
2018-01-02 05:00:00+00:00,201.91,0.0,,,
2018-01-02 06:00:00+00:00,205.76,0.73,,,
2018-01-02 07:00:00+00:00,206.75,192.06,,,
2018-01-02 08:00:00+00:00,205.7,210.18,,,
2018-01-02 09:00:00+00:00,206.36,210.16,,,
2018-01-02 10:00:00+00:00,205.87,210.82,,,
2018-01-02 11:00:00+00:00,206.09,314.56,,,
2018-01-02 12:00:00+00:00,205.98,312.53,,,
2018-01-02 13:00:00+00:00,206.25,314.66,,,
2018-01-02 14:00:00+00:00,206.91,315.4,,,
2018-01-02 15:00:00+00:00,207.02,314.67,,,
2018-01-02 16:00:00+00:00,205.81,311.9,,,
2018-01-02 17:00:00+00:00,206.69,314.59,,,
2018-01-02 18:00:00+00:00,206.42,312.35,,,
2018-01-02 19:00:00+00:00,205.32,206.66,,,
2018-01-02 20:00:00+00:00,204.88,71.35,,,
2018-01-02 21:00:00+00:00,178.37,0.0,,,
2018-01-02 22:00:00+00:00,155.65,0.0,,,
2018-01-02 23:00:00+00:00,154.5,0.0,,,
2018-01-03 00:00:00+00:00,154.55,0.0,,,
2018-01-03 01:00:00+00:00,154.72,0.0,,,
2018-01-03 02:00:00+00:00,154.94,0.0,,,
2018-01-03 03:00:00+00:00,154.94,0.0,,,
2018-01-03 04:00:00+00:00,155.27,0.0,,,
2018-01-03 05:00:00+00:00,154.66,0.0,,,
2018-01-03 06:00:00+00:00,154.72,1.06,,,
2018-01-03 07:00:00+00:00,174.3,81.72,,,
2018-01-03 08:00:00+00:00,204.66,200.81,,,
2018-01-03 09:00:00+00:00,206.97,159.92,,,
2018-01-03 10:00:00+00:00,207.08,160.69,,,
2018-01-03 11:00:00+00:00,207.13,138.81,,,
2018-01-03 12:00:00+00:00,207.02,140.73,,,
2018-01-03 13:00:00+00:00,206.75,142.18,,,
2018-01-03 14:00:00+00:00,207.24,228.06,,,
2018-01-03 15:00:00+00:00,206.03,243.05,,,
2018-01-03 16:00:00+00:00,205.59,271.74,,,
2018-01-03 17:00:00+00:00,206.42,269.69,,,
2018-01-03 18:00:00+00:00,206.2,295.99,,,
2018-01-03 19:00:00+00:00,206.2,0.0,,,
2018-01-03 20:00:00+00:00,180.79,0.0,,,
2018-01-03 21:00:00+00:00,155.87,0.0,,,
2018-01-03 22:00:00+00:00,156.26,0.0,,,
2018-01-03 23:00:00+00:00,177.54,0.0,,,
2018-01-04 00:00:00+00:00,178.64,0.0,,,
2018-01-04 01:00:00+00:00,178.64,0.0,,,
2018-01-04 02:00:00+00:00,178.42,0.0,,,
2018-01-04 03:00:00+00:00,177.21,0.0,,,
2018-01-04 04:00:00+00:00,179.47,0.0,,,
2018-01-04 05:00:00+00:00,206.09,0.0,,,
2018-01-04 06:00:00+00:00,207.52,69.63,,,
2018-01-04 07:00:00+00:00,207.19,175.23,,,
2018-01-04 08:00:00+00:00,205.92,210.71,,,
2018-01-04 09:00:00+00:00,205.15,211.35,,,
2018-01-04 10:00:00+00:00,206.2,271.14,,,
2018-01-04 11:00:00+00:00,206.2,290.57,,,
2018-01-04 12:00:00+00:00,206.36,290.9,,,
2018-01-04 13:00:00+00:00,206.47,290.75,,,
2018-01-04 14:00:00+00:00,207.9,290.99,,,
2018-01-04 15:00:00+00:00,207.19,290.68,,,
2018-01-04 16:00:00+00:00,206.47,300.91,,,
2018-01-04 17:00:00+00:00,206.58,300.2,,,
2018-01-04 18:00:00+00:00,206.97,299.82,,,
2018-01-04 19:00:00+00:00,206.53,209.47,,,
2018-01-04 20:00:00+00:00,207.19,70.54,,,
2018-01-04 21:00:00+00:00,207.3,0.0,,,
2018-01-04 22:00:00+00:00,207.13,0.0,,,
2018-01-04 23:00:00+00:00,181.34,0.0,,,
2018-01-05 00:00:00+00:00,177.87,0.0,,,
2018-01-05 01:00:00+00:00,177.87,0.0,,,
2018-01-05 02:00:00+00:00,178.26,0.0,,,
2018-01-05 03:00:00+00:00,178.81,0.0,,,
2018-01-05 04:00:00+00:00,178.48,0.0,,,
2018-01-05 05:00:00+00:00,203.94,0.0,,,
2018-01-05 06:00:00+00:00,207.52,0.0,,,
2018-01-05 07:00:00+00:00,207.79,211.0,,,
2018-01-05 08:00:00+00:00,206.25,211.71,,,
2018-01-05 09:00:00+00:00,206.86,211.38,,,
2018-01-05 10:00:00+00:00,206.86,212.01,,,
2018-01-05 11:00:00+00:00,207.63,211.28,,,
2018-01-05 12:00:00+00:00,206.42,211.7,,,
2018-01-05 13:00:00+00:00,206.69,212.24,,,
2018-01-05 14:00:00+00:00,206.47,211.46,,,
2018-01-05 15:00:00+00:00,206.2,211.71,,,
2018-01-05 16:00:00+00:00,205.26,260.88,,,
2018-01-05 17:00:00+00:00,205.92,257.94,,,
2018-01-05 18:00:00+00:00,206.75,209.24,,,
2018-01-05 19:00:00+00:00,207.02,0.0,,,
2018-01-05 20:00:00+00:00,206.64,0.0,,,
2018-01-05 21:00:00+00:00,207.02,0.0,,,
2018-01-05 22:00:00+00:00,205.59,0.0,,,
2018-01-05 23:00:00+00:00,181.06,0.0,,,
2018-01-06 00:00:00+00:00,178.42,0.0,,,
2018-01-06 01:00:00+00:00,178.09,0.0,,,
2018-01-06 02:00:00+00:00,178.26,0.0,,,
2018-01-06 03:00:00+00:00,178.31,0.0,,,
2018-01-06 04:00:00+00:00,179.14,0.0,,,
2018-01-06 05:00:00+00:00,205.65,0.0,,,
2018-01-06 06:00:00+00:00,207.57,0.0,,,
2018-01-06 07:00:00+00:00,207.41,0.0,,,
2018-01-06 08:00:00+00:00,206.69,0.0,,,
2018-01-06 09:00:00+00:00,206.86,0.0,,,
2018-01-06 10:00:00+00:00,207.3,0.0,,,
2018-01-06 11:00:00+00:00,205.81,0.0,,,
2018-01-06 12:00:00+00:00,206.64,0.0,,,
2018-01-06 13:00:00+00:00,207.19,0.0,,,
2018-01-06 14:00:00+00:00,206.97,0.0,,,
2018-01-06 15:00:00+00:00,206.2,0.0,,,
2018-01-06 16:00:00+00:00,206.25,0.0,,,
2018-01-06 17:00:00+00:00,206.31,0.0,,,
2018-01-06 18:00:00+00:00,207.3,0.0,,,
2018-01-06 19:00:00+00:00,206.8,0.0,,,
2018-01-06 20:00:00+00:00,207.13,0.0,,,
2018-01-06 21:00:00+00:00,206.8,0.0,,,
2018-01-06 22:00:00+00:00,206.36,0.0,,,
2018-01-06 23:00:00+00:00,178.97,0.0,,,
2018-01-07 00:00:00+00:00,177.54,0.0,,,
2018-01-07 01:00:00+00:00,177.38,0.0,,,
2018-01-07 02:00:00+00:00,178.59,0.0,,,
2018-01-07 03:00:00+00:00,178.64,0.0,,,
2018-01-07 04:00:00+00:00,176.66,0.0,,,
2018-01-07 05:00:00+00:00,203.78,0.0,,,
2018-01-07 06:00:00+00:00,206.03,0.0,,,
2018-01-07 07:00:00+00:00,205.65,0.0,,,
2018-01-07 08:00:00+00:00,204.16,0.0,,,
2018-01-07 09:00:00+00:00,207.19,0.0,,,
2018-01-07 10:00:00+00:00,202.57,0.0,,,
2018-01-07 11:00:00+00:00,204.55,0.0,,,
2018-01-07 12:00:00+00:00,206.03,0.0,,,
2018-01-07 13:00:00+00:00,206.47,0.0,,,
2018-01-07 14:00:00+00:00,206.25,0.0,,,
2018-01-07 15:00:00+00:00,206.53,0.0,,,
2018-01-07 16:00:00+00:00,206.09,0.0,,,
2018-01-07 17:00:00+00:00,206.53,0.0,,,
2018-01-07 18:00:00+00:00,193.77,0.0,,,
2018-01-07 19:00:00+00:00,186.95,0.0,,,
2018-01-07 20:00:00+00:00,187.77,0.0,,,
2018-01-07 21:00:00+00:00,174.63,0.0,,,
2018-01-07 22:00:00+00:00,173.64,0.0,,,
2018-01-07 23:00:00+00:00,177.38,0.0,,,
2018-01-08 00:00:00+00:00,173.53,0.0,,,
2018-01-08 01:00:00+00:00,173.31,0.0,,,
2018-01-08 02:00:00+00:00,173.42,0.0,,,
2018-01-08 03:00:00+00:00,173.75,0.0,,,
2018-01-08 04:00:00+00:00,174.46,0.0,,,
2018-01-08 05:00:00+00:00,204.71,0.0,,,
2018-01-08 06:00:00+00:00,205.26,0.12,,,
2018-01-08 07:00:00+00:00,207.46,195.23,,,
2018-01-08 08:00:00+00:00,206.58,190.1,,,
2018-01-08 09:00:00+00:00,206.2,140.96,,,
2018-01-08 10:00:00+00:00,206.64,141.6,,,
2018-01-08 11:00:00+00:00,205.81,141.26,,,
2018-01-08 12:00:00+00:00,206.8,69.8,,,
2018-01-08 13:00:00+00:00,205.21,70.64,,,
2018-01-08 14:00:00+00:00,206.69,70.52,,,
2018-01-08 15:00:00+00:00,206.8,71.21,,,
2018-01-08 16:00:00+00:00,205.76,100.5,,,
2018-01-08 17:00:00+00:00,206.25,109.73,,,
2018-01-08 18:00:00+00:00,207.41,109.05,,,
2018-01-08 19:00:00+00:00,206.47,0.0,,,
2018-01-08 20:00:00+00:00,207.24,0.0,,,
2018-01-08 21:00:00+00:00,189.2,0.0,,,
2018-01-08 22:00:00+00:00,187.94,0.0,,,
2018-01-08 23:00:00+00:00,179.96,0.0,,,
2018-01-09 00:00:00+00:00,177.82,0.0,,,
2018-01-09 01:00:00+00:00,177.71,0.0,,,
2018-01-09 02:00:00+00:00,178.26,0.0,,,
2018-01-09 03:00:00+00:00,177.76,0.0,,,
2018-01-09 04:00:00+00:00,178.81,0.0,,,
2018-01-09 05:00:00+00:00,206.58,0.0,,,
2018-01-09 06:00:00+00:00,207.46,0.58,,,
2018-01-09 07:00:00+00:00,207.19,210.08,,,
2018-01-09 08:00:00+00:00,206.31,210.84,,,
2018-01-09 09:00:00+00:00,205.59,210.56,,,
2018-01-09 10:00:00+00:00,207.46,210.13,,,
2018-01-09 11:00:00+00:00,206.97,210.79,,,
2018-01-09 12:00:00+00:00,206.53,210.42,,,
2018-01-09 13:00:00+00:00,207.24,212.14,,,
2018-01-09 14:00:00+00:00,207.02,212.42,,,
2018-01-09 15:00:00+00:00,205.76,211.76,,,
2018-01-09 16:00:00+00:00,206.03,212.04,,,
2018-01-09 17:00:00+00:00,204.93,210.19,,,
2018-01-09 18:00:00+00:00,204.44,210.41,,,
2018-01-09 19:00:00+00:00,190.91,105.17,,,
2018-01-09 20:00:00+00:00,201.63,104.89,,,
2018-01-09 21:00:00+00:00,206.53,0.0,,,
2018-01-09 22:00:00+00:00,206.97,0.0,,,
2018-01-09 23:00:00+00:00,206.69,0.0,,,
2018-01-10 00:00:00+00:00,206.97,0.0,,,
2018-01-10 01:00:00+00:00,206.47,0.0,,,
2018-01-10 02:00:00+00:00,207.13,0.0,,,
2018-01-10 03:00:00+00:00,207.19,0.0,,,
2018-01-10 04:00:00+00:00,207.52,1.29,,,
2018-01-10 05:00:00+00:00,206.03,137.92,,,
2018-01-10 06:00:00+00:00,206.58,217.73,,,
2018-01-10 07:00:00+00:00,206.97,315.79,,,
2018-01-10 08:00:00+00:00,206.2,315.18,,,
2018-01-10 09:00:00+00:00,206.53,316.21,,,
2018-01-10 10:00:00+00:00,206.58,315.07,,,
2018-01-10 11:00:00+00:00,207.46,314.62,,,
2018-01-10 12:00:00+00:00,207.08,316.26,,,
2018-01-10 13:00:00+00:00,206.14,315.46,,,
2018-01-10 14:00:00+00:00,207.13,316.83,,,
2018-01-10 15:00:00+00:00,206.03,316.26,,,
2018-01-10 16:00:00+00:00,204.82,330.81,,,
2018-01-10 17:00:00+00:00,204.77,331.42,,,
2018-01-10 18:00:00+00:00,206.03,330.48,,,
2018-01-10 19:00:00+00:00,207.3,253.41,,,
2018-01-10 20:00:00+00:00,206.58,210.74,,,
2018-01-10 21:00:00+00:00,206.91,0.2,,,
2018-01-10 22:00:00+00:00,206.03,1.01,,,
2018-01-10 23:00:00+00:00,206.64,104.46,,,
2018-01-11 00:00:00+00:00,205.04,105.55,,,
2018-01-11 01:00:00+00:00,205.81,105.5,,,
2018-01-11 02:00:00+00:00,205.98,106.1,,,
2018-01-11 03:00:00+00:00,206.2,106.01,,,
2018-01-11 04:00:00+00:00,204.6,104.59,,,
2018-01-11 05:00:00+00:00,204.71,209.73,,,
2018-01-11 06:00:00+00:00,206.2,302.49,,,
2018-01-11 07:00:00+00:00,207.08,332.21,,,
2018-01-11 08:00:00+00:00,208.12,334.11,,,
2018-01-11 09:00:00+00:00,207.35,332.66,,,
2018-01-11 10:00:00+00:00,204.6,335.43,,,
2018-01-11 11:00:00+00:00,208.62,334.19,,,
2018-01-11 12:00:00+00:00,207.08,334.44,,,
2018-01-11 13:00:00+00:00,205.76,335.43,,,
2018-01-11 14:00:00+00:00,206.69,335.38,,,
2018-01-11 15:00:00+00:00,206.25,333.35,,,
2018-01-11 16:00:00+00:00,206.91,331.49,,,
2018-01-11 17:00:00+00:00,205.37,331.55,,,
2018-01-11 18:00:00+00:00,205.7,332.18,,,
2018-01-11 19:00:00+00:00,205.48,248.01,,,
2018-01-11 20:00:00+00:00,206.09,292.55,,,
2018-01-11 21:00:00+00:00,205.21,210.01,,,
2018-01-11 22:00:00+00:00,205.37,105.04,,,
2018-01-11 23:00:00+00:00,206.42,106.08,,,
2018-01-12 00:00:00+00:00,205.81,106.06,,,
2018-01-12 01:00:00+00:00,206.53,105.85,,,
2018-01-12 02:00:00+00:00,207.3,105.95,,,
2018-01-12 03:00:00+00:00,206.14,106.21,,,
2018-01-12 04:00:00+00:00,206.53,105.67,,,
2018-01-12 05:00:00+00:00,206.64,216.38,,,
2018-01-12 06:00:00+00:00,206.97,272.02,,,
2018-01-12 07:00:00+00:00,207.02,331.42,,,
2018-01-12 08:00:00+00:00,206.31,331.55,,,
2018-01-12 09:00:00+00:00,205.76,330.81,,,
2018-01-12 10:00:00+00:00,201.36,329.46,,,
2018-01-12 11:00:00+00:00,206.03,331.58,,,
2018-01-12 12:00:00+00:00,205.87,331.63,,,
2018-01-12 13:00:00+00:00,204.22,330.59,,,
2018-01-12 14:00:00+00:00,204.16,330.2,,,
2018-01-12 15:00:00+00:00,203.78,332.24,,,
2018-01-12 16:00:00+00:00,203.72,330.59,,,
2018-01-12 17:00:00+00:00,205.48,330.5,,,
2018-01-12 18:00:00+00:00,206.09,329.67,,,
2018-01-12 19:00:00+00:00,205.26,271.36,,,
2018-01-12 20:00:00+00:00,206.31,299.94,,,
2018-01-12 21:00:00+00:00,206.58,207.52,,,
2018-01-12 22:00:00+00:00,205.98,105.3,,,
2018-01-12 23:00:00+00:00,206.09,0.0,,,
2018-01-13 00:00:00+00:00,179.8,0.0,,,
2018-01-13 01:00:00+00:00,156.53,0.0,,,
2018-01-13 02:00:00+00:00,154.39,0.0,,,
2018-01-13 03:00:00+00:00,156.97,0.0,,,
2018-01-13 04:00:00+00:00,159.78,0.0,,,
2018-01-13 05:00:00+00:00,179.19,0.0,,,
2018-01-13 06:00:00+00:00,205.1,0.0,,,
2018-01-13 07:00:00+00:00,206.75,0.0,,,
2018-01-13 08:00:00+00:00,206.86,0.0,,,
2018-01-13 09:00:00+00:00,206.69,0.0,,,
2018-01-13 10:00:00+00:00,207.74,0.0,,,
2018-01-13 11:00:00+00:00,206.64,0.0,,,
2018-01-13 12:00:00+00:00,206.97,0.0,,,
2018-01-13 13:00:00+00:00,206.31,0.0,,,
2018-01-13 14:00:00+00:00,206.75,0.0,,,
2018-01-13 15:00:00+00:00,206.97,0.0,,,
2018-01-13 16:00:00+00:00,205.87,0.0,,,
2018-01-13 17:00:00+00:00,207.13,0.0,,,
2018-01-13 18:00:00+00:00,207.63,0.0,,,
2018-01-13 19:00:00+00:00,206.69,0.0,,,
2018-01-13 20:00:00+00:00,206.91,0.0,,,
2018-01-13 21:00:00+00:00,206.75,0.0,,,
2018-01-13 22:00:00+00:00,206.2,0.0,,,
2018-01-13 23:00:00+00:00,206.36,0.0,,,
2018-01-14 00:00:00+00:00,206.31,0.0,,,
2018-01-14 01:00:00+00:00,184.97,0.0,,,
2018-01-14 02:00:00+00:00,182.88,0.0,,,
2018-01-14 03:00:00+00:00,183.15,0.0,,,
2018-01-14 04:00:00+00:00,183.43,0.0,,,
2018-01-14 05:00:00+00:00,185.41,0.0,,,
2018-01-14 06:00:00+00:00,207.3,0.0,,,
2018-01-14 07:00:00+00:00,206.91,0.0,,,
2018-01-14 08:00:00+00:00,207.19,0.0,,,
2018-01-14 09:00:00+00:00,206.8,0.0,,,
2018-01-14 10:00:00+00:00,207.08,0.0,,,
2018-01-14 11:00:00+00:00,206.2,0.0,,,
2018-01-14 12:00:00+00:00,207.52,0.0,,,
2018-01-14 13:00:00+00:00,206.91,0.0,,,
2018-01-14 14:00:00+00:00,207.85,0.0,,,
2018-01-14 15:00:00+00:00,207.08,0.0,,,
2018-01-14 16:00:00+00:00,206.36,0.0,,,
2018-01-14 17:00:00+00:00,206.69,0.0,,,
2018-01-14 18:00:00+00:00,207.08,0.0,,,
2018-01-14 19:00:00+00:00,206.69,0.0,,,
2018-01-14 20:00:00+00:00,207.24,0.0,,,
2018-01-14 21:00:00+00:00,205.65,0.0,,,
2018-01-14 22:00:00+00:00,205.87,0.0,,,
2018-01-14 23:00:00+00:00,205.76,0.0,,,
2018-01-15 00:00:00+00:00,205.92,0.0,,,
2018-01-15 01:00:00+00:00,206.09,0.0,,,
2018-01-15 02:00:00+00:00,206.53,0.0,,,
2018-01-15 03:00:00+00:00,206.53,0.0,,,
2018-01-15 04:00:00+00:00,206.58,0.0,,,
2018-01-15 05:00:00+00:00,204.88,105.24,,,
2018-01-15 06:00:00+00:00,205.43,269.31,,,
2018-01-15 07:00:00+00:00,206.14,312.58,,,
2018-01-15 08:00:00+00:00,205.48,327.06,,,
2018-01-15 09:00:00+00:00,205.26,334.8,,,
2018-01-15 10:00:00+00:00,205.48,315.76,,,
2018-01-15 11:00:00+00:00,205.37,329.97,,,
2018-01-15 12:00:00+00:00,204.82,333.35,,,
2018-01-15 13:00:00+00:00,204.6,335.91,,,
2018-01-15 14:00:00+00:00,206.91,334.97,,,
2018-01-15 15:00:00+00:00,205.21,335.79,,,
2018-01-15 16:00:00+00:00,205.81,334.42,,,
2018-01-15 17:00:00+00:00,206.36,335.07,,,
2018-01-15 18:00:00+00:00,206.47,333.94,,,
2018-01-15 19:00:00+00:00,205.21,210.26,,,
2018-01-15 20:00:00+00:00,205.32,104.63,,,
2018-01-15 21:00:00+00:00,205.87,0.05,,,
2018-01-15 22:00:00+00:00,205.98,0.0,,,
2018-01-15 23:00:00+00:00,204.11,0.0,,,
2018-01-16 00:00:00+00:00,205.54,0.0,,,
2018-01-16 01:00:00+00:00,206.14,0.0,,,
2018-01-16 02:00:00+00:00,206.2,0.0,,,
2018-01-16 03:00:00+00:00,206.64,0.0,,,
2018-01-16 04:00:00+00:00,206.53,0.0,,,
2018-01-16 05:00:00+00:00,206.2,105.67,,,
2018-01-16 06:00:00+00:00,205.7,211.51,,,
2018-01-16 07:00:00+00:00,205.87,337.13,,,
2018-01-16 08:00:00+00:00,205.81,338.84,,,
2018-01-16 09:00:00+00:00,206.31,339.12,,,
2018-01-16 10:00:00+00:00,204.99,338.68,,,
2018-01-16 11:00:00+00:00,205.37,338.96,,,
2018-01-16 12:00:00+00:00,206.14,335.25,,,
2018-01-16 13:00:00+00:00,206.25,311.12,,,
2018-01-16 14:00:00+00:00,206.14,338.89,,,
2018-01-16 15:00:00+00:00,206.86,339.52,,,
2018-01-16 16:00:00+00:00,206.25,340.51,,,
2018-01-16 17:00:00+00:00,201.19,340.61,,,
2018-01-16 18:00:00+00:00,206.8,335.43,,,
2018-01-16 19:00:00+00:00,206.36,211.18,,,
2018-01-16 20:00:00+00:00,207.35,0.07,,,
2018-01-16 21:00:00+00:00,206.09,0.0,,,
2018-01-16 22:00:00+00:00,205.37,0.0,,,
2018-01-16 23:00:00+00:00,203.01,0.0,,,
2018-01-17 00:00:00+00:00,202.4,0.0,,,
2018-01-17 01:00:00+00:00,202.29,0.0,,,
2018-01-17 02:00:00+00:00,202.68,0.0,,,
2018-01-17 03:00:00+00:00,202.57,0.0,,,
2018-01-17 04:00:00+00:00,203.23,0.41,,,
2018-01-17 05:00:00+00:00,202.51,106.08,,,
2018-01-17 06:00:00+00:00,203.01,162.13,,,
2018-01-17 07:00:00+00:00,202.29,330.02,,,
2018-01-17 08:00:00+00:00,201.8,330.94,,,
2018-01-17 09:00:00+00:00,202.07,330.26,,,
2018-01-17 10:00:00+00:00,202.07,330.64,,,
2018-01-17 11:00:00+00:00,202.79,298.29,,,
2018-01-17 12:00:00+00:00,202.62,292.53,,,
2018-01-17 13:00:00+00:00,202.35,312.44,,,
2018-01-17 14:00:00+00:00,201.96,315.22,,,
2018-01-17 15:00:00+00:00,205.32,332.54,,,
2018-01-17 16:00:00+00:00,205.92,330.86,,,
2018-01-17 17:00:00+00:00,206.91,313.81,,,
2018-01-17 18:00:00+00:00,206.03,331.17,,,
2018-01-17 19:00:00+00:00,206.64,261.62,,,
2018-01-17 20:00:00+00:00,205.7,0.0,,,
2018-01-17 21:00:00+00:00,204.88,0.0,,,
2018-01-17 22:00:00+00:00,204.27,0.0,,,
2018-01-17 23:00:00+00:00,205.26,0.0,,,
2018-01-18 00:00:00+00:00,206.8,0.0,,,
2018-01-18 01:00:00+00:00,185.96,0.0,,,
2018-01-18 02:00:00+00:00,174.13,0.0,,,
2018-01-18 03:00:00+00:00,173.91,0.0,,,
2018-01-18 04:00:00+00:00,184.03,0.0,,,
2018-01-18 05:00:00+00:00,203.5,139.46,,,
2018-01-18 06:00:00+00:00,207.24,182.36,,,
2018-01-18 07:00:00+00:00,206.75,312.84,,,
2018-01-18 08:00:00+00:00,205.7,311.88,,,
2018-01-18 09:00:00+00:00,206.97,312.96,,,
2018-01-18 10:00:00+00:00,207.63,312.53,,,
2018-01-18 11:00:00+00:00,206.03,312.84,,,
2018-01-18 12:00:00+00:00,207.24,312.02,,,
2018-01-18 13:00:00+00:00,206.97,313.37,,,
2018-01-18 14:00:00+00:00,206.36,313.45,,,
2018-01-18 15:00:00+00:00,206.42,311.83,,,
2018-01-18 16:00:00+00:00,206.25,338.7,,,
2018-01-18 17:00:00+00:00,206.47,330.15,,,
2018-01-18 18:00:00+00:00,205.76,329.52,,,
2018-01-18 19:00:00+00:00,206.64,208.51,,,
2018-01-18 20:00:00+00:00,206.75,0.0,,,
2018-01-18 21:00:00+00:00,205.81,0.0,,,
2018-01-18 22:00:00+00:00,205.43,0.0,,,
2018-01-18 23:00:00+00:00,206.8,0.0,,,
2018-01-19 00:00:00+00:00,206.47,0.0,,,
2018-01-19 01:00:00+00:00,206.47,0.0,,,
2018-01-19 02:00:00+00:00,207.35,0.0,,,
2018-01-19 03:00:00+00:00,207.52,0.0,,,
2018-01-19 04:00:00+00:00,207.52,1.62,,,
2018-01-19 05:00:00+00:00,206.09,106.31,,,
2018-01-19 06:00:00+00:00,207.24,152.28,,,
2018-01-19 07:00:00+00:00,206.14,330.36,,,
2018-01-19 08:00:00+00:00,203.06,330.03,,,
2018-01-19 09:00:00+00:00,206.42,312.1,,,
2018-01-19 10:00:00+00:00,205.37,312.03,,,
2018-01-19 11:00:00+00:00,206.58,312.48,,,
2018-01-19 12:00:00+00:00,205.59,312.26,,,
2018-01-19 13:00:00+00:00,203.89,312.59,,,
2018-01-19 14:00:00+00:00,206.03,312.84,,,
2018-01-19 15:00:00+00:00,205.87,312.48,,,
2018-01-19 16:00:00+00:00,205.92,311.59,,,
2018-01-19 17:00:00+00:00,204.27,329.85,,,
2018-01-19 18:00:00+00:00,205.81,311.77,,,
2018-01-19 19:00:00+00:00,206.25,208.38,,,
2018-01-19 20:00:00+00:00,205.59,0.0,,,
2018-01-19 21:00:00+00:00,203.83,0.0,,,
2018-01-19 22:00:00+00:00,206.42,0.0,,,
2018-01-19 23:00:00+00:00,206.2,0.0,,,
2018-01-20 00:00:00+00:00,204.6,0.0,,,
2018-01-20 01:00:00+00:00,179.91,0.0,,,
2018-01-20 02:00:00+00:00,178.04,0.0,,,
2018-01-20 03:00:00+00:00,178.7,0.0,,,
2018-01-20 04:00:00+00:00,178.48,0.0,,,
2018-01-20 05:00:00+00:00,202.84,0.0,,,
2018-01-20 06:00:00+00:00,206.25,0.0,,,
2018-01-20 07:00:00+00:00,206.42,0.0,,,
2018-01-20 08:00:00+00:00,206.14,0.0,,,
2018-01-20 09:00:00+00:00,206.25,0.0,,,
2018-01-20 10:00:00+00:00,206.03,0.0,,,
2018-01-20 11:00:00+00:00,206.58,0.0,,,
2018-01-20 12:00:00+00:00,206.14,0.0,,,
2018-01-20 13:00:00+00:00,205.43,0.0,,,
2018-01-20 14:00:00+00:00,206.75,0.0,,,
2018-01-20 15:00:00+00:00,206.47,0.38,,,
2018-01-20 16:00:00+00:00,206.14,72.57,,,
2018-01-20 17:00:00+00:00,204.99,71.1,,,
2018-01-20 18:00:00+00:00,206.97,70.42,,,
2018-01-20 19:00:00+00:00,206.25,70.13,,,
2018-01-20 20:00:00+00:00,206.2,0.0,,,
2018-01-20 21:00:00+00:00,206.75,0.0,,,
2018-01-20 22:00:00+00:00,206.75,0.0,,,
2018-01-20 23:00:00+00:00,206.42,0.0,,,
2018-01-21 00:00:00+00:00,206.03,0.0,,,
2018-01-21 01:00:00+00:00,206.03,0.0,,,
2018-01-21 02:00:00+00:00,200.97,0.0,,,
2018-01-21 03:00:00+00:00,192.12,0.0,,,
2018-01-21 04:00:00+00:00,192.12,0.0,,,
2018-01-21 05:00:00+00:00,192.12,0.0,,,
2018-01-21 06:00:00+00:00,205.7,0.0,,,
2018-01-21 07:00:00+00:00,207.35,0.0,,,
2018-01-21 08:00:00+00:00,205.98,0.0,,,
2018-01-21 09:00:00+00:00,206.47,0.0,,,
2018-01-21 10:00:00+00:00,206.2,0.0,,,
2018-01-21 11:00:00+00:00,206.42,0.0,,,
2018-01-21 12:00:00+00:00,206.2,0.0,,,
2018-01-21 13:00:00+00:00,206.03,0.0,,,
2018-01-21 14:00:00+00:00,206.36,0.0,,,
2018-01-21 15:00:00+00:00,206.8,0.0,,,
2018-01-21 16:00:00+00:00,205.81,88.8,,,
2018-01-21 17:00:00+00:00,206.09,95.22,,,
