,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2018-12-31 23:00:00+00:00,40.0,207.37,199.58,16.76,,87.52,172.92,46.0,0.0,,414.66,-6.58
2019-01-01 00:00:00+00:00,,,,,,,,,,,,
2019-01-01 01:00:00+00:00,40.0,205.06,199.58,17.29,,43.98,105.78,46.0,0.0,,405.18,-129.62
2019-01-01 02:00:00+00:00,40.0,205.81,199.76,17.16,,42.78,113.67,46.0,0.0,,380.38,-129.3
2019-01-01 03:00:00+00:00,40.0,204.51,199.76,17.23,,42.29,80.76,46.0,0.0,,423.62,-129.3
2019-01-01 04:00:00+00:00,40.0,213.53,199.76,17.72,,41.93,112.46,46.0,0.0,,374.43,-129.46
2019-01-01 05:00:00+00:00,40.0,213.42,200.11,19.04,,43.57,190.17,46.0,0.0,,345.29,-96.74
2019-01-01 06:00:00+00:00,40.0,214.63,199.58,18.48,,64.41,217.73,46.0,0.0,,345.46,-6.66
2019-01-01 07:00:00+00:00,40.0,215.31,199.94,17.56,,82.75,299.84,46.0,3.0,,325.58,-6.66
2019-01-01 08:00:00+00:00,40.0,215.71,199.41,16.96,,87.47,295.2,46.0,8.0,,275.53,-6.66
2019-01-01 09:00:00+00:00,40.0,215.89,199.76,17.95,,98.61,348.79,46.0,11.0,,213.03,-6.66
2019-01-01 10:00:00+00:00,40.0,215.6,199.58,18.68,,97.49,371.25,46.0,13.0,,132.01,-6.66
2019-01-01 11:00:00+00:00,40.0,214.92,199.94,18.41,,108.1,370.41,46.0,13.0,,97.45,-6.66
2019-01-01 12:00:00+00:00,40.0,214.41,199.94,18.22,,109.45,339.61,46.0,12.0,,92.23,-6.66
2019-01-01 13:00:00+00:00,40.0,214.37,199.76,18.28,,109.37,309.8,46.0,9.0,,73.88,-6.66
2019-01-01 14:00:00+00:00,40.0,214.3,199.94,17.92,,109.75,307.56,46.0,3.0,,58.57,-6.66
2019-01-01 15:00:00+00:00,40.0,213.36,199.76,16.9,,117.16,377.27,46.0,0.0,,56.15,-6.5
2019-01-01 16:00:00+00:00,40.0,214.83,198.88,16.5,,145.04,537.44,46.0,0.0,,61.1,77.34
2019-01-01 17:00:00+00:00,40.0,215.14,199.94,16.57,,152.33,591.57,46.0,0.0,,61.29,77.5
2019-01-01 18:00:00+00:00,40.0,215.07,200.99,16.33,,153.52,607.66,46.0,0.0,,34.5,77.58
2019-01-01 19:00:00+00:00,40.0,214.81,200.46,16.07,,154.62,587.82,46.0,0.0,,22.65,97.1
2019-01-01 20:00:00+00:00,40.0,215.36,199.94,16.63,,159.87,579.0,46.0,0.0,,23.93,128.14000000000001
2019-01-01 21:00:00+00:00,40.0,214.76,199.41,20.92,,121.85,500.43,46.0,0.0,,31.42,106.54
2019-01-01 22:00:00+00:00,40.0,211.77,199.23,21.42,,102.15,477.39,46.0,0.0,,26.63,-6.82
2019-01-01 23:00:00+00:00,40.0,212.26,199.58,21.52,,81.74,234.98,46.0,0.0,,20.89,-6.66
2019-01-02 00:00:00+00:00,40.0,210.56,199.41,21.35,,56.65,178.28,46.0,0.0,,21.83,-47.6
2019-01-02 01:00:00+00:00,40.0,209.95,199.58,21.42,,56.61,180.99,46.0,0.0,,23.31,-129.38
2019-01-02 02:00:00+00:00,40.0,208.76,199.76,20.66,,56.33,209.27,46.0,0.0,,31.25,-129.3
2019-01-02 03:00:00+00:00,40.0,213.09,199.58,20.76,,56.53,199.04,46.0,0.0,,63.73,-129.06
2019-01-02 04:00:00+00:00,40.0,213.55,199.76,24.88,,56.65,210.85,46.0,0.0,,76.39,-128.26
2019-01-02 05:00:00+00:00,40.0,214.15,199.94,22.77,,93.38,424.95,46.0,0.0,,78.98,-6.82
2019-01-02 06:00:00+00:00,40.0,213.53,199.76,19.27,,119.34,596.7,46.0,0.0,,116.82,97.34
2019-01-02 07:00:00+00:00,40.0,213.71,199.58,17.0,,147.47,668.85,46.0,4.0,,210.48,98.22
2019-01-02 08:00:00+00:00,40.0,213.64,199.41,17.03,,147.76,590.3,46.0,9.0,,340.75,98.3
2019-01-02 09:00:00+00:00,40.0,214.57,199.94,18.38,,149.45,595.37,46.0,12.0,,409.74,98.14
2019-01-02 10:00:00+00:00,40.0,215.73,199.76,17.56,,139.13,606.08,46.0,14.0,,440.34,78.54
2019-01-02 11:00:00+00:00,40.0,216.0,199.58,18.08,,141.85,578.45,46.0,14.0,,459.94,78.46000000000001
2019-01-02 12:00:00+00:00,40.0,214.3,199.58,17.82,,141.6,558.64,46.0,13.0,,459.71,78.54
2019-01-02 13:00:00+00:00,40.0,213.97,199.58,17.99,,121.83,597.37,46.0,10.0,,435.15,-5.86
2019-01-02 14:00:00+00:00,40.0,215.56,199.41,18.25,,122.33,596.82,46.0,3.0,,459.38,-6.66
2019-01-02 15:00:00+00:00,40.0,215.31,199.58,17.06,,132.5,620.06,46.0,0.0,,432.17,77.9
2019-01-02 16:00:00+00:00,40.0,215.31,199.94,18.51,,134.06,669.81,46.0,0.0,,415.73,98.47999999999999
2019-01-02 17:00:00+00:00,40.0,216.11,199.41,19.9,,155.68,683.3,46.0,0.0,,399.55,98.38
2019-01-02 18:00:00+00:00,40.0,216.5,199.58,18.08,,159.36,688.67,46.0,0.0,,403.94,98.46
2019-01-02 19:00:00+00:00,40.0,216.15,199.94,16.33,,159.55,677.0,46.0,0.0,,400.84,109.17999999999999
2019-01-02 20:00:00+00:00,40.0,216.5,199.58,17.72,,151.43,642.55,46.0,0.0,,411.93,126.22
2019-01-02 21:00:00+00:00,40.0,213.75,199.76,21.02,,140.19,574.07,46.0,0.0,,431.27,38.46
2019-01-02 22:00:00+00:00,40.0,209.9,199.58,20.89,,105.49,486.39,46.0,0.0,,437.05,-6.66
2019-01-02 23:00:00+00:00,40.0,206.73,199.23,21.02,,93.85,240.33,46.0,0.0,,402.74,-6.58
2019-01-03 00:00:00+00:00,40.0,205.26,199.76,20.95,,58.4,182.56,46.0,0.0,,322.46,-6.64
2019-01-03 01:00:00+00:00,40.0,205.44,199.76,20.26,,38.87,176.69,46.0,0.0,,304.06,-6.66
2019-01-03 02:00:00+00:00,40.0,204.93,199.41,19.54,,37.78,191.8,46.0,0.0,,272.0,-6.58
2019-01-03 03:00:00+00:00,40.0,205.92,198.7,22.47,,37.65,225.77,46.0,0.0,,264.25,-6.74
2019-01-03 04:00:00+00:00,40.0,215.03,198.7,28.31,,37.75,226.41,46.0,0.0,,289.08,-6.66
2019-01-03 05:00:00+00:00,40.0,215.29,198.7,27.49,,84.16,467.98,46.0,0.0,,325.78,-6.5
2019-01-03 06:00:00+00:00,40.0,215.91,199.06,23.89,,129.72,550.63,46.0,0.0,,330.78,76.86
2019-01-03 07:00:00+00:00,40.0,241.16,199.23,22.08,,143.37,627.19,46.0,6.0,,338.92,128.22
2019-01-03 08:00:00+00:00,40.0,242.75,199.41,18.88,,141.24,705.14,46.0,14.0,,337.76,117.58
2019-01-03 09:00:00+00:00,40.0,239.49,199.41,17.13,,142.9,724.68,46.0,19.0,,319.19,117.26
2019-01-03 10:00:00+00:00,40.0,266.11,199.41,16.93,,142.89,707.56,46.0,22.0,,325.42,117.26
2019-01-03 11:00:00+00:00,40.0,285.8,199.41,16.86,,142.65,632.61,46.0,21.0,,340.42,97.88000000000001
2019-01-03 12:00:00+00:00,40.0,271.66,199.06,16.9,,123.32,562.95,46.0,18.0,,406.45,121.34
2019-01-03 13:00:00+00:00,40.0,256.26,199.41,16.73,,122.93,616.24,46.0,12.0,,430.2,77.42
2019-01-03 14:00:00+00:00,40.0,265.89,199.94,16.76,,122.81,566.38,46.0,4.0,,433.2,77.52
2019-01-03 15:00:00+00:00,40.0,278.94,199.23,18.02,,145.07,614.12,46.0,0.0,,428.48,77.5
2019-01-03 16:00:00+00:00,40.0,278.1,199.06,19.9,,145.63,678.35,46.0,0.0,,397.84,120.14
2019-01-03 17:00:00+00:00,40.0,301.99,199.06,20.49,,154.72,687.8,46.0,0.0,,344.63,114.3
2019-01-03 18:00:00+00:00,40.0,307.98,198.88,20.86,,155.67,722.91,46.0,0.0,,316.78,102.6
2019-01-03 19:00:00+00:00,40.0,300.41,199.41,20.56,,154.51,736.21,46.0,0.0,,290.05,128.29000000000002
2019-01-03 20:00:00+00:00,40.0,303.67,199.06,18.91,,124.46,719.06,46.0,0.0,,237.36,127.86000000000001
2019-01-03 21:00:00+00:00,40.0,304.28,199.41,18.41,,110.41,679.6,46.0,0.0,,255.34,-1.2199999999999998
2019-01-03 22:00:00+00:00,40.0,305.05,199.06,20.13,,93.82,531.33,46.0,0.0,,287.77,-6.5
2019-01-03 23:00:00+00:00,40.0,306.09,199.58,20.03,,79.73,136.91,44.0,0.0,,333.1,-6.66
2019-01-04 00:00:00+00:00,40.0,306.99,199.23,19.31,,56.43,131.11,44.0,0.0,,374.05,-201.46
2019-01-04 01:00:00+00:00,40.0,306.66,199.41,19.77,,56.21,125.3,44.0,0.0,,386.43,-243.94
2019-01-04 02:00:00+00:00,40.0,306.11,199.76,19.83,,56.25,129.06,44.0,0.0,,386.47,-244.26
2019-01-04 03:00:00+00:00,40.0,304.74,199.23,21.42,,56.25,136.82,44.0,0.0,,405.34,-243.54
2019-01-04 04:00:00+00:00,40.0,302.35,199.41,27.39,,56.25,170.97,44.0,0.0,,384.99,-219.44
2019-01-04 05:00:00+00:00,40.0,300.59,199.41,27.26,,70.64,314.88,44.0,0.0,,396.01,-6.34
2019-01-04 06:00:00+00:00,40.0,302.02,199.23,25.67,,114.37,483.09,44.0,0.0,,406.18,-6.42
2019-01-04 07:00:00+00:00,40.0,303.01,199.23,23.43,,141.19,541.16,44.0,6.0,,429.7,-6.26
2019-01-04 08:00:00+00:00,40.0,301.73,199.23,21.22,,144.67,571.42,44.0,14.0,,439.82,33.660000000000004
2019-01-04 09:00:00+00:00,40.0,306.75,199.23,18.28,,140.94,556.03,44.0,18.0,,446.18,77.58
2019-01-04 10:00:00+00:00,40.0,309.85,199.58,17.79,,143.24,556.56,44.0,21.0,,439.49,77.66
2019-01-04 11:00:00+00:00,40.0,309.45,199.23,17.92,,142.47,567.91,44.0,19.0,,434.76,33.42
2019-01-04 12:00:00+00:00,40.0,310.07,199.58,18.15,,124.2,567.4,44.0,14.0,,417.79,-6.64
2019-01-04 13:00:00+00:00,40.0,302.41,199.23,18.35,,124.34,560.98,44.0,9.0,,434.2,-0.82
2019-01-04 14:00:00+00:00,40.0,302.3,199.76,18.08,,124.28,594.37,44.0,3.0,,436.41,-2.66
2019-01-04 15:00:00+00:00,40.0,301.4,199.23,18.15,,142.15,636.82,44.0,0.0,,422.71,127.02000000000001
2019-01-04 16:00:00+00:00,40.0,294.23,199.06,19.6,,151.4,677.88,44.0,0.0,,419.1,127.18
2019-01-04 17:00:00+00:00,40.0,271.55,199.06,20.16,,152.83,636.72,44.0,0.0,,426.17,127.18
2019-01-04 18:00:00+00:00,40.0,301.82,199.23,20.2,,152.58,598.04,44.0,0.0,,408.32,127.18
2019-01-04 19:00:00+00:00,40.0,301.99,199.23,19.97,,140.79,562.56,44.0,0.0,,402.19,127.1
2019-01-04 20:00:00+00:00,40.0,302.32,199.23,19.11,,118.33,577.3,44.0,0.0,,364.98,127.2
2019-01-04 21:00:00+00:00,40.0,301.42,199.41,20.56,,109.27,535.59,44.0,0.0,,356.48,127.18
2019-01-04 22:00:00+00:00,40.0,301.11,199.41,20.49,,89.13,444.86,44.0,0.0,,333.8,-5.86
2019-01-04 23:00:00+00:00,40.0,302.61,199.06,20.1,,84.81,231.98,46.0,0.0,,333.47,-6.5
2019-01-05 00:00:00+00:00,40.0,303.18,199.41,19.93,,56.65,112.55,46.0,0.0,,384.04,-79.14
2019-01-05 01:00:00+00:00,40.0,302.08,199.06,16.7,,36.87,122.47,46.0,0.0,,375.32,-129.54
2019-01-05 02:00:00+00:00,40.0,300.72,199.23,16.83,,36.8,144.86,46.0,0.0,,349.31,-129.54
2019-01-05 03:00:00+00:00,40.0,300.26,199.58,23.1,,36.68,148.75,46.0,0.0,,326.3,-129.2
2019-01-05 04:00:00+00:00,40.0,301.8,199.23,24.25,,36.52,147.66,46.0,0.0,,297.88,-106.98
2019-01-05 05:00:00+00:00,40.0,302.57,199.58,24.09,,48.06,354.97,46.0,0.0,,261.5,-6.5
2019-01-05 06:00:00+00:00,40.0,319.59,199.06,22.47,,82.57,462.78,46.0,0.0,,213.88,-6.66
2019-01-05 07:00:00+00:00,40.0,318.54,199.58,21.28,,122.71,568.19,46.0,1.0,,156.66,34.54
2019-01-05 08:00:00+00:00,40.0,319.22,199.58,20.53,,136.85,600.17,46.0,3.0,,123.58,127.02
2019-01-05 09:00:00+00:00,40.0,303.53,199.58,19.21,,135.11,681.65,46.0,4.0,,102.19,128.22
2019-01-05 10:00:00+00:00,40.0,318.47,199.58,18.94,,118.82,704.02,46.0,4.0,,88.56,128.32000000000002
2019-01-05 11:00:00+00:00,40.0,329.1,199.58,18.45,,119.43,646.68,46.0,3.0,,99.57,79.42
2019-01-05 12:00:00+00:00,40.0,338.32,198.53,18.25,,120.28,651.05,46.0,2.0,,110.87,59.34
2019-01-05 13:00:00+00:00,40.0,385.02,199.23,17.82,,118.18,638.14,46.0,1.0,,139.33,-6.58
2019-01-05 14:00:00+00:00,40.0,460.48,199.23,17.92,,117.18,548.64,46.0,0.0,,170.07,-6.5
2019-01-05 15:00:00+00:00,40.0,529.91,199.23,17.89,,137.02,540.42,46.0,0.0,,113.14,-6.18
2019-01-05 16:00:00+00:00,40.0,528.7,200.11,17.69,,150.7,600.18,46.0,0.0,,99.24,78.56
2019-01-05 17:00:00+00:00,40.0,528.77,199.41,16.86,,150.27,563.93,46.0,0.0,,104.61,78.78
2019-01-05 18:00:00+00:00,40.0,528.51,199.76,16.37,,155.62,574.87,46.0,0.0,,118.42,48.06
2019-01-05 19:00:00+00:00,40.0,528.07,199.58,16.57,,146.47,547.2,46.0,0.0,,164.24,-3.14
2019-01-05 20:00:00+00:00,40.0,527.74,199.23,17.52,,125.31,562.02,46.0,0.0,,168.47,-3.78
2019-01-05 21:00:00+00:00,40.0,520.98,199.76,20.72,,109.18,508.95,46.0,0.0,,183.18,-6.24
2019-01-05 22:00:00+00:00,40.0,511.17,199.58,21.55,,94.05,275.68,46.0,0.0,,194.78,-6.42
2019-01-05 23:00:00+00:00,40.0,428.65,199.41,21.28,,84.15,137.23,46.0,0.0,,193.18,-6.66
2019-01-06 00:00:00+00:00,40.0,429.18,198.35,20.92,,55.77,191.72,46.0,0.0,,154.52,-131.06
2019-01-06 01:00:00+00:00,40.0,427.88,199.06,20.76,,36.53,206.76,46.0,0.0,,137.93,-244.02
2019-01-06 02:00:00+00:00,40.0,428.74,198.88,20.86,,36.44,206.65,46.0,0.0,,128.81,-244.18
2019-01-06 03:00:00+00:00,40.0,438.5,199.23,20.69,,36.33,191.57,46.0,0.0,,167.79,-244.18
2019-01-06 04:00:00+00:00,40.0,438.35,198.88,24.29,,36.24,172.66,46.0,0.0,,203.92,-184.98
2019-01-06 05:00:00+00:00,40.0,456.46,199.41,24.06,,57.32,258.24,46.0,0.0,,180.61,-86.66
2019-01-06 06:00:00+00:00,40.0,457.34,199.41,21.05,,101.76,348.05,46.0,0.0,,170.86,-6.24
2019-01-06 07:00:00+00:00,40.0,457.56,199.58,16.47,,104.12,384.44,46.0,4.0,,158.77,-6.26
2019-01-06 08:00:00+00:00,40.0,457.8,199.58,16.73,,104.32,437.67,46.0,8.0,,172.96,-6.34
2019-01-06 09:00:00+00:00,40.0,457.62,199.76,17.03,,108.85,540.38,46.0,13.0,,192.9,-6.26
2019-01-06 10:00:00+00:00,40.0,458.5,199.41,17.62,,109.8,534.34,46.0,16.0,,243.57,-6.26
2019-01-06 11:00:00+00:00,40.0,458.28,199.58,17.19,,90.9,489.0,46.0,16.0,,307.84,-6.34
2019-01-06 12:00:00+00:00,40.0,458.3,198.53,16.9,,98.44,317.92,46.0,13.0,,371.6,-6.26
2019-01-06 13:00:00+00:00,40.0,458.13,198.88,16.73,,99.48,265.51,46.0,8.0,,382.97,-6.34
2019-01-06 14:00:00+00:00,40.0,457.71,198.88,16.63,,96.89,235.52,46.0,3.0,,369.33,-6.26
2019-01-06 15:00:00+00:00,40.0,456.04,198.18,16.8,,124.38,266.4,46.0,0.0,,373.18,-6.26
2019-01-06 16:00:00+00:00,40.0,441.5,199.41,17.75,,125.0,373.19,46.0,0.0,,343.79,65.6
2019-01-06 17:00:00+00:00,40.0,442.16,199.76,18.51,,123.58,400.71,46.0,0.0,,336.02,78.7
2019-01-06 18:00:00+00:00,40.0,442.24,199.23,18.22,,127.25,390.63,46.0,0.0,,361.5,78.7
2019-01-06 19:00:00+00:00,40.0,442.33,199.41,18.51,,121.65,419.23,46.0,0.0,,317.87,78.78
2019-01-06 20:00:00+00:00,40.0,441.39,199.94,17.79,,129.35,446.01,46.0,0.0,,272.82,78.7
2019-01-06 21:00:00+00:00,40.0,433.09,199.58,19.5,,119.55,371.57,46.0,0.0,,309.25,-5.14
2019-01-06 22:00:00+00:00,40.0,431.55,199.58,19.83,,91.43,127.45,46.0,0.0,,350.56,-6.26
2019-01-06 23:00:00+00:00,40.0,432.12,199.41,20.03,,74.11,123.63,46.0,0.0,,304.94,-80.64
2019-01-07 00:00:00+00:00,40.0,433.03,198.18,19.21,,57.69,117.61,46.0,0.0,,305.84,-169.14
2019-01-07 01:00:00+00:00,40.0,432.78,151.89,19.47,,55.85,122.72,46.0,0.0,,353.37,-244.5
2019-01-07 02:00:00+00:00,40.0,432.59,145.9,19.34,,55.74,134.33,46.0,0.0,,370.31,-244.66
2019-01-07 03:00:00+00:00,40.0,433.31,145.55,22.14,,55.48,163.7,46.0,0.0,,322.87,-242.66
2019-01-07 04:00:00+00:00,40.0,442.38,145.55,26.99,,55.25,153.12,46.0,0.0,,324.1,-80.82
2019-01-07 05:00:00+00:00,40.0,486.88,159.46,26.73,,79.53,345.45,46.0,0.0,,333.44,-6.26
2019-01-07 06:00:00+00:00,40.0,527.93,198.35,25.31,,117.79,490.57,46.0,0.0,,355.59,-5.7
2019-01-07 07:00:00+00:00,40.0,527.41,199.94,24.65,,143.16,544.46,46.0,4.0,,353.55,76.54
2019-01-07 08:00:00+00:00,40.0,528.22,198.0,22.14,,147.47,616.3,46.0,9.0,,345.21,77.67999999999999
2019-01-07 09:00:00+00:00,40.0,528.4,199.23,19.8,,144.93,638.06,46.0,14.0,,316.08,77.58
2019-01-07 10:00:00+00:00,40.0,528.04,201.17,18.45,,144.83,675.9,46.0,17.0,,296.9,77.58
2019-01-07 11:00:00+00:00,40.0,528.55,198.88,18.35,,144.6,701.79,46.0,16.0,,279.46,-1.2999999999999998
2019-01-07 12:00:00+00:00,40.0,528.97,198.7,18.68,,116.78,637.82,46.0,13.0,,313.3,-6.66
2019-01-07 13:00:00+00:00,40.0,529.17,199.76,18.81,,119.24,581.8,46.0,8.0,,340.89,-6.5
2019-01-07 14:00:00+00:00,40.0,529.85,199.58,19.21,,122.07,574.12,46.0,3.0,,319.64,-6.58
2019-01-07 15:00:00+00:00,40.0,529.45,199.76,20.72,,149.29,664.04,46.0,0.0,,294.86,19.36
2019-01-07 16:00:00+00:00,40.0,529.98,199.76,22.57,,159.14,676.06,46.0,0.0,,258.09,97.42
2019-01-07 17:00:00+00:00,40.0,530.16,199.06,23.03,,160.03,681.3,46.0,0.0,,242.55,97.42
2019-01-07 18:00:00+00:00,40.0,530.18,199.76,23.83,,148.58,698.98,46.0,0.0,,235.11,111.66000000000001
2019-01-07 19:00:00+00:00,40.0,530.46,199.94,23.89,,130.53,696.23,46.0,0.0,,200.07,101.98
2019-01-07 20:00:00+00:00,40.0,529.63,199.41,22.41,,114.7,625.22,46.0,0.0,,193.51,101.52
2019-01-07 21:00:00+00:00,40.0,504.15,199.58,18.25,,101.14,562.99,46.0,0.0,,158.1,101.58
2019-01-07 22:00:00+00:00,40.0,458.99,199.76,19.8,,91.42,459.95,46.0,0.0,,164.91,19.1
2019-01-07 23:00:00+00:00,40.0,440.86,199.06,19.47,,64.8,160.28,44.0,0.0,,151.25,-9.86
2019-01-08 00:00:00+00:00,40.0,439.23,199.76,19.14,,35.31,181.94,44.0,0.0,,127.43,-242.42
2019-01-08 01:00:00+00:00,40.0,439.14,199.76,19.7,,35.06,178.45,44.0,0.0,,111.71,-244.26
2019-01-08 02:00:00+00:00,40.0,438.99,199.94,18.84,,35.03,187.86,44.0,0.0,,65.35,-244.02
2019-01-08 03:00:00+00:00,40.0,438.55,198.88,21.38,,34.85,223.01,44.0,0.0,,32.26,-241.14
2019-01-08 04:00:00+00:00,40.0,441.8,200.29,26.76,,34.98,214.96,44.0,0.0,,29.46,-8.26
2019-01-08 05:00:00+00:00,40.0,487.83,201.34,26.43,,47.52,424.26,44.0,0.0,,18.63,-5.38
2019-01-08 06:00:00+00:00,40.0,529.41,200.29,25.08,,87.36,638.98,44.0,0.0,,18.84,75.66
2019-01-08 07:00:00+00:00,40.0,528.35,198.7,23.86,,91.8,645.74,44.0,2.0,,23.36,80.08
2019-01-08 08:00:00+00:00,40.0,529.32,199.58,22.34,,91.31,658.01,44.0,4.0,,16.79,80.22
2019-01-08 09:00:00+00:00,40.0,529.14,199.76,19.6,,91.11,683.33,44.0,5.0,,15.76,80.14
2019-01-08 10:00:00+00:00,40.0,529.32,199.94,17.62,,90.68,708.06,44.0,5.0,,32.17,81.82000000000001
2019-01-08 11:00:00+00:00,40.0,529.43,198.18,17.72,,90.9,751.26,44.0,5.0,,57.15,83.26
2019-01-08 12:00:00+00:00,40.0,529.23,199.94,18.12,,130.14,711.02,44.0,4.0,,91.93,38.22
2019-01-08 13:00:00+00:00,40.0,530.33,199.06,18.15,,138.75,730.32,44.0,3.0,,128.44,-3.44
2019-01-08 14:00:00+00:00,40.0,530.4,199.94,18.45,,140.36,707.98,44.0,1.0,,162.66,-3.38
2019-01-08 15:00:00+00:00,40.0,530.07,199.94,18.68,,157.03,783.53,44.0,0.0,,187.66,32.699999999999996
2019-01-08 16:00:00+00:00,40.0,530.22,199.94,19.24,,167.57,688.78,44.0,0.0,,197.57,130.78
2019-01-08 17:00:00+00:00,40.0,530.77,199.58,19.11,,167.19,688.74,44.0,0.0,,227.29,130.78
2019-01-08 18:00:00+00:00,40.0,530.77,199.41,19.07,,166.97,673.23,44.0,0.0,,228.32,130.85999999999999
2019-01-08 19:00:00+00:00,40.0,530.6,199.23,19.04,,155.11,631.27,44.0,0.0,,242.5,84.14
2019-01-08 20:00:00+00:00,40.0,530.79,198.35,18.71,,154.77,618.87,44.0,0.0,,263.2,79.17999999999999
2019-01-08 21:00:00+00:00,40.0,530.05,199.23,20.92,,156.52,420.68,44.0,0.0,,262.94,-3.52
2019-01-08 22:00:00+00:00,40.0,483.3,198.7,20.2,,135.9,276.61,44.0,0.0,,273.88,-3.46
2019-01-08 23:00:00+00:00,40.0,436.04,198.18,19.87,,83.43,111.68,44.0,0.0,,311.61,-4.26
2019-01-09 00:00:00+00:00,40.0,435.38,196.77,20.06,,36.04,131.79,44.0,0.0,,288.39,-130.74
2019-01-09 01:00:00+00:00,40.0,434.76,197.3,17.46,,34.58,107.11,44.0,0.0,,268.15,-130.74
2019-01-09 02:00:00+00:00,40.0,435.58,198.0,17.49,,34.55,134.73,44.0,0.0,,207.42,-130.42
2019-01-09 03:00:00+00:00,40.0,436.11,198.18,21.42,,34.36,147.01,44.0,0.0,,163.02,-129.54
2019-01-09 04:00:00+00:00,40.0,439.14,198.18,21.98,,34.42,191.15,44.0,0.0,,107.44,-6.98
2019-01-09 05:00:00+00:00,40.0,485.08,198.53,22.18,,37.57,444.35,44.0,0.0,,102.44,-6.66
2019-01-09 06:00:00+00:00,40.0,528.48,197.82,21.52,,64.31,676.77,44.0,0.0,,109.33,44.620000000000005
2019-01-09 07:00:00+00:00,40.0,529.12,198.0,19.83,,89.7,698.46,44.0,3.0,,113.05,129.26
2019-01-09 08:00:00+00:00,40.0,530.22,200.11,17.82,,99.09,663.45,44.0,7.0,,134.13,129.74
2019-01-09 09:00:00+00:00,40.0,530.2,198.88,18.18,,102.4,651.02,44.0,12.0,,134.45,129.9
2019-01-09 10:00:00+00:00,40.0,529.67,198.18,19.21,,100.66,679.67,44.0,15.0,,107.42,129.82000000000002
2019-01-09 11:00:00+00:00,40.0,529.21,198.18,19.54,,105.39,716.56,44.0,15.0,,93.53,129.84
2019-01-09 12:00:00+00:00,40.0,528.15,198.0,18.35,,120.06,669.11,44.0,14.0,,98.76,94.46
2019-01-09 13:00:00+00:00,40.0,528.77,198.88,18.02,,119.4,703.57,44.0,10.0,,115.84,-6.18
2019-01-09 14:00:00+00:00,40.0,528.92,200.29,17.26,,119.35,692.88,44.0,4.0,,191.89,-6.5
2019-01-09 15:00:00+00:00,40.0,528.79,200.46,16.9,,130.8,652.32,44.0,0.0,,273.09,-6.02
2019-01-09 16:00:00+00:00,40.0,530.0,198.7,18.22,,148.77,673.94,44.0,0.0,,311.0,80.14
2019-01-09 17:00:00+00:00,40.0,530.38,200.29,18.32,,149.83,647.95,44.0,0.0,,320.78,80.14
2019-01-09 18:00:00+00:00,40.0,530.6,200.46,17.72,,141.03,645.79,44.0,0.0,,328.45,80.22
2019-01-09 19:00:00+00:00,40.0,530.99,200.29,17.52,,140.27,531.24,44.0,0.0,,330.37,80.14
2019-01-09 20:00:00+00:00,40.0,531.28,199.58,17.29,,113.9,523.21,44.0,0.0,,343.26,79.9
2019-01-09 21:00:00+00:00,40.0,526.15,198.88,20.23,,110.86,400.55,44.0,0.0,,387.88,-5.52
2019-01-09 22:00:00+00:00,40.0,477.11,199.58,20.76,,88.17,256.63,44.0,0.0,,385.78,-6.34
2019-01-09 23:00:00+00:00,40.0,432.39,200.82,20.1,,75.97,145.17,44.0,0.0,,376.17,-78.58
2019-01-10 00:00:00+00:00,40.0,432.04,200.46,20.59,,52.41,135.46,44.0,0.0,,389.59,-243.3
2019-01-10 01:00:00+00:00,40.0,433.75,200.11,20.66,,51.88,134.59,44.0,0.0,,404.8,-243.3
2019-01-10 02:00:00+00:00,40.0,433.14,199.06,20.23,,51.79,118.26,44.0,0.0,,411.39,-243.22
2019-01-10 03:00:00+00:00,40.0,431.46,198.53,22.04,,51.89,111.74,44.0,0.0,,415.05,-243.22
2019-01-10 04:00:00+00:00,40.0,439.27,197.65,26.63,,51.89,114.97,44.0,0.0,,426.72,-155.86
2019-01-10 05:00:00+00:00,40.0,487.83,197.65,26.24,,74.89,347.26,44.0,0.0,,422.01,-46.58
2019-01-10 06:00:00+00:00,40.0,529.65,199.06,23.73,,85.08,562.36,44.0,0.0,,431.76,-5.78
2019-01-10 07:00:00+00:00,40.0,530.68,198.7,22.37,,96.4,549.65,44.0,2.0,,439.95,76.22
2019-01-10 08:00:00+00:00,40.0,531.28,200.29,22.01,,96.97,591.78,44.0,5.0,,444.93,122.86
2019-01-10 09:00:00+00:00,40.0,533.94,198.7,21.22,,97.38,586.76,44.0,7.0,,440.43,81.26
2019-01-10 10:00:00+00:00,40.0,489.7,196.06,19.8,,101.0,604.38,44.0,9.0,,418.17,79.5
2019-01-10 11:00:00+00:00,40.0,447.26,196.42,18.74,,102.27,642.13,44.0,8.0,,409.05,126.77999999999999
2019-01-10 12:00:00+00:00,40.0,449.2,197.65,17.95,,136.9,583.76,44.0,7.0,,431.62,125.98
2019-01-10 13:00:00+00:00,40.0,449.17,197.82,17.03,,168.03,653.19,44.0,4.0,,430.88,-6.8
2019-01-10 14:00:00+00:00,40.0,448.82,198.35,17.36,,168.08,695.7,44.0,2.0,,433.45,-6.58
